statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;HRZ-01;Hochschulrechenzentrum;GES;Geschlecht;GESW;weiblich;213;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;KL-EINR-AUSB-01;Übrige Ausbildungseinrichtungen der Kliniken;GES;Geschlecht;GESM;männlich;49;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;PHIL-KLASS-01;Altphilologie (klassische Philologie);GES;Geschlecht;GESM;männlich;287;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-SKW-01;Geisteswissenschaften allgemein;GES;Geschlecht;GESW;weiblich;549;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-RWSW-12;Kommunikationswissenschaft/Publizistik;GES;Geschlecht;GESW;weiblich;410;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-SKW-09;Germanistik (Deutsch, germ. Sprachen o. Anglistik);GES;Geschlecht;GESM;männlich;1389;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-SKW-01;Geisteswissenschaften allgemein;GES;Geschlecht;GESW;weiblich;536;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-SKW-09;Germanistik (Deutsch, germ. Sprachen o. Anglistik);GES;Geschlecht;GESM;männlich;1384;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-INGW-07;Raumplanung;GES;Geschlecht;GESM;männlich;367;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SKW-SONST-01;Sonstige Sprach- und Kulturwissenschaften;GES;Geschlecht;GESM;männlich;709;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-RWSW-02;Regionalwissenschaften;GES;Geschlecht;GESM;männlich;78;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-NATW-02;Mathematik;GES;Geschlecht;GESW;weiblich;1704;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-RWSW-12;Kommunikationswissenschaft/Publizistik;GES;Geschlecht;GESW;weiblich;361;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-RWSW-11;Erziehungswissenschaften;GES;Geschlecht;GESW;weiblich;4371;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;EINR-SOZ-01;Soziale Einrichtungen;GES;Geschlecht;GESM;männlich;9;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;MEDVET-ALLG-01;Veterinärmedizin allgemein;GES;Geschlecht;GESM;männlich;-;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;EINR-VERS-01;Zentrale Betriebs- und Versorgungseinrichtungen;GES;Geschlecht;GESW;weiblich;129;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;EINR-KLFRMD-02;Mit der Klinik verbundene u.klinikfremde Einricht.;GES;Geschlecht;GESM;männlich;25;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-AGRW-02;Agrarwissensch., Lebensmittel- u. Getränketechnik;GES;Geschlecht;GESW;weiblich;1328;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;KL-ZD-01;Kliniken insgesamt, Zentrale Dienste;GES;Geschlecht;GESM;männlich;1058;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;MEDHUM-KT-01;Klinisch-theor. Humanmedizin (einschl.Zahnmedizin);GES;Geschlecht;GESW;weiblich;5421;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;MEDHUM-ALLG-01;Humanmedizin allgemein;GES;Geschlecht;GESM;männlich;332;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;MEDZN-KP-01;Zahnmedizin (klinisch-praktisch);GES;Geschlecht;GESM;männlich;1083;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;MEDHUM-KT-01;Klinisch-theor. Humanmedizin (einschl.Zahnmedizin);GES;Geschlecht;GESW;weiblich;6878;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-INGW-12;Informatik;GES;Geschlecht;GESW;weiblich;2665;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;FACHGR-RWSW-01;Rechts-, Wirtschafts- u.Sozialwissenschaften allg.;GES;Geschlecht;GESW;weiblich;325;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;AFEW-ALLG-01;Agrar-, Forst- und Ernährungswissenschaften allg.;GES;Geschlecht;GESW;weiblich;86;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-RWSW-04;Sozialwissenschaften/Soziologie;GES;Geschlecht;GESM;männlich;1534;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-MEDHUM-01;Gesundheitswissenschaften;GES;Geschlecht;GESW;weiblich;1569;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-KUNSTW-02;Bildende Kunst;GES;Geschlecht;GESW;weiblich;324;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-AGRW-04;Ernährungs- und Haushaltswissenschaften;GES;Geschlecht;GESM;männlich;191;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-INGW-05;Verkehrstechnik, Nautik;GES;Geschlecht;GESM;männlich;2172;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;KL-EINR-SOZ-01;Soziale Einrichtungen der Kliniken;GES;Geschlecht;GESW;weiblich;14;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-KUNSTW-01;Kunst, Kunstwissenschaft allgemein;GES;Geschlecht;GESW;weiblich;768;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;THEOL-EV-01;Evangelische Theologie;GES;Geschlecht;GESM;männlich;646;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-NATW-04;Physik, Astronomie;GES;Geschlecht;GESW;weiblich;2291;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-MEDHUM-01;Gesundheitswissenschaften;GES;Geschlecht;GESW;weiblich;1120;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;PHIL-KLASS-01;Altphilologie (klassische Philologie);GES;Geschlecht;GESM;männlich;274;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-KUNSTW-05;Musik, Musikwissenschaft;GES;Geschlecht;GESM;männlich;2120;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SF013;Architektur;GES;Geschlecht;GESM;männlich;1628;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-RWSW-03;Politikwissenschaft;GES;Geschlecht;GESM;männlich;1174;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-SKW-14;Kulturwissenschaften i.e.S.;GES;Geschlecht;GESW;weiblich;315;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-SKW-14;Kulturwissenschaften i.e.S.;GES;Geschlecht;GESW;weiblich;334;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-NATW-07;Biologie;GES;Geschlecht;GESM;männlich;5042;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-KUNSTW-05;Musik, Musikwissenschaft;GES;Geschlecht;GESW;weiblich;1221;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;MEDHUM-VK-01;Vorklinische Humanmedizin (einschl. Zahnmedizin);GES;Geschlecht;GESM;männlich;2187;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-KUNSTW-04;Darstellende Kunst, Film u.Fernsehen, Theaterwiss.;GES;Geschlecht;GESM;männlich;413;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;MEDVET-VK-01;Vorklinische Veterinärmedizin;GES;Geschlecht;GESM;männlich;106;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-NATW-09;Geographie;GES;Geschlecht;GESM;männlich;1099;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;EINR-HSFRMD-02;Mit der Hochschule verb. u. hochschulfr. Einricht.;GES;Geschlecht;GESW;weiblich;112;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
21341;Statistik des Hochschulpersonals;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;BERLF1;Lehr- und Forschungsbereiche;SB-RWSW-05;Sozialwesen;GES;Geschlecht;GESM;männlich;1029;Anzahl;PER034;Hauptberufl. wissenschaftl. u. künstler. Personal
