,year,nationality,gender,subj_code,subj_name,number
2043,2023,NATA,GESM,SF205,Bildhauerei/Plastik,70
2044,2020,NATD,GESM,SF119,Niederländisch,108
2045,2022,NATA,GESM,SF114,Musikwissenschaft/-geschichte,289
2046,2018,NATA,GESW,SF265,Bankwesen,4
2047,2022,NATD,GESM,SF163,Rhythmik,1
2048,2021,NATD,GESM,SF548,Ur- und Frühgeschichte,442
2049,2022,NATD,GESW,SF013,Architektur,19261
2050,2018,NATA,GESM,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,835
2051,2023,NATD,GESM,SF259,Auswärtige Angelegenheiten,147
2052,2021,NATD,GESW,SF385,Geoökologie,691
2053,2023,NATA,GESM,SF053,"Evangelische Theologie, - Religionslehre",313
2054,2018,NATA,GESW,SF169,Ethik,70
2055,2018,NATA,GESM,SF464,Facility Management,63
2056,2021,NATA,GESW,SF211,Energieverfahrenstechnik,338
2057,2021,NATD,GESW,SF145,Sinologie/Koreanistik,1919
2058,2023,NATA,GESM,SF209,Tschechisch,5
2059,2018,NATD,GESW,SF207,Sorabistik,26
2060,2021,NATD,GESM,SF155,Theaterwissenschaft,687
2061,2022,NATD,GESW,SF253,Sozialwesen,17629
2062,2018,NATD,GESW,SF197,Holzbau,132
2063,2023,NATD,GESM,SF019,Orientierungsstudium MINT,4
2064,2019,NATD,GESM,SF200,Computer- und Kommunikationstechniken,2985
2065,2018,NATD,GESW,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
2066,2023,NATA,GESW,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),37
2067,2023,NATD,GESM,SF353,Pflanzenproduktion,331
2068,2020,NATD,GESW,SF255,Archivwesen,197
2069,2023,NATA,GESW,SF043,Neugriechisch,47
2070,2019,NATA,GESM,SF162,Caritaswissenschaft,10
2071,2020,NATD,GESM,SF310,Regenerative Energien,2052
2072,2020,NATD,GESW,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,152
2073,2020,NATA,GESM,SF272,Alte Geschichte,9
2074,2023,NATD,GESW,SF191,Komposition,46
2075,2022,NATA,GESW,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",1
2076,2022,NATD,GESW,SF159,Edelstein- und Schmuckdesign,23
2077,2023,NATA,GESM,SF199,Lernbereich Technik,9
2078,2023,NATD,GESM,SF113,Musikerziehung,3246
2079,2018,NATD,GESM,SF154,Lernbereich Gesellschaftslehre,219
2080,2023,NATA,GESW,SF189,Niederdeutsch,0
2081,2023,NATD,GESW,SF201,Werken (technisch)/Technologie,243
2082,2020,NATA,GESM,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,1007
2083,2019,NATA,GESM,SF069,Grafikdesign/Kommunikationsgestaltung,1125
2084,2019,NATD,GESW,SF180,Kaukasistik,1
2085,2020,NATD,GESM,SF060,Gartenbau,1193
2086,2019,NATD,GESM,SF096,Lebensmittelchemie,671
2087,2020,NATA,GESM,SF429,Stahlbau,4
2088,2023,NATD,GESW,SF098,Sportpädagogik/Sportpsychologie,3702
2089,2020,NATD,GESM,SF216,Glastechnik/Keramik,112
2090,2022,NATA,GESM,SF257,Arbeits- und Berufsberatung,5
2091,2018,NATA,GESW,SF262,Bibliothekswesen,0
2092,2019,NATD,GESW,SF086,"Katholische Theologie, - Religionslehre",3947
2093,2023,NATD,GESW,SF108,Metalltechnik,79
2094,2020,NATA,GESM,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,3073
2095,2019,NATA,GESW,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",2
2096,2020,NATA,GESW,SF227,Weinbau und Kellerwirtschaft,96
2097,2021,NATA,GESM,SF220,Milch- und Molkereiwirtschaft,8
2098,2022,NATA,GESM,SF111,Mineralogie,48
2099,2019,NATA,GESW,SF059,Französisch,578
2100,2023,NATA,GESM,SF302,Medienwissenschaft,406
2101,2018,NATA,GESW,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),166
2102,2023,NATA,GESM,SF292,Islamische Studien/Islamische Theologie,130
2103,2020,NATA,GESW,SF071,Haushalts- und Ernährungswissenschaft,436
2104,2019,NATD,GESM,SF190,Sonderpädagogik,2607
2105,2022,NATD,GESW,SF252,Journalistik (ab 2008 zu SF303),0
2106,2018,NATA,GESW,SF168,Justizvollzug,0
2107,2019,NATD,GESM,SF106,Tanzpädagogik,28
2108,2022,NATD,GESM,SF164,Jazz und Popularmusik,930
2109,2020,NATA,GESW,SF321,Erwachsenenbildung und außerschulische Jugendbild.,147
2110,2021,NATA,GESM,SF126,Pharmazie,902
2111,2022,NATA,GESM,SF017,Bauingenieurwesen/Ingenieurbau,8464
2112,2018,NATD,GESM,SF155,Theaterwissenschaft,763
2113,2021,NATA,GESW,SF212,Feinwerktechnik,13
2114,2023,NATD,GESW,SF200,Computer- und Kommunikationstechniken,2084
2115,2023,NATA,GESM,SF208,Soziale Arbeit,1146
2116,2022,NATD,GESW,SF158,Turkologie,209
2117,2023,NATA,GESM,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
2118,2021,NATA,GESM,SF128,Physik,5366
2119,2023,NATA,GESW,SF284,Angewandte Sprachwissenschaft,724
2120,2022,NATD,GESW,SF012,Archäologie,2992
2121,2018,NATA,GESM,SF223,Nautik/Seefahrt,156
2122,2018,NATD,GESW,SF206,Polnisch,44
2123,2021,NATD,GESM,SF154,Lernbereich Gesellschaftslehre,195
2124,2023,NATA,GESM,SF052,Erziehungswissenschaft (Pädagogik),751
2125,2018,NATD,GESW,SF196,Studienkolleg,0
2126,2023,NATA,GESW,SF044,Ost- und Südosteuropa-Studien,70
2127,2019,NATD,GESW,SF088,Optoelektronik,114
2128,2023,NATD,GESW,SF106,Tanzpädagogik,134
2129,2020,NATA,GESM,SF271,Deutsch als Fremdsprache oder als Zweitsprache,351
2130,2022,NATA,GESW,SF152,Allg. Sprachwissenschaft/Indogermanistik,942
2131,2020,NATD,GESW,SF110,Meteorologie,499
2132,2020,NATA,GESM,SF031,Byzantinistik,14
2133,2021,NATD,GESW,SF146,Slawistik (Slawische Philologie),615
2134,2019,NATA,GESM,SF161,Diakoniewissenschaft,3
2135,2023,NATD,GESW,SF190,Sonderpädagogik,14677
2136,2018,NATA,GESM,SF129,Politikwissenschaft/Politologie,2135
2137,2023,NATD,GESM,SF114,Musikwissenschaft/-geschichte,1541
2138,2020,NATD,GESW,SF256,Rechtspflege,2160
2139,2020,NATD,GESM,SF215,Gesundheitstechnik,4995
2140,2020,NATD,GESW,SF016,Baltistik,2
2141,2019,NATA,GESM,SF068,Geschichte,1361
2142,2020,NATA,GESM,SF032,Chemie,3267
2143,2023,NATD,GESW,SF097,Lebensmitteltechnologie,1500
2144,2022,NATA,GESW,SF059,Französisch,499
2145,2020,NATA,GESM,SF178,Wirtschafts-/Sozialgeografie,15
2146,2019,NATA,GESW,SF154,Lernbereich Gesellschaftslehre,8
2147,2021,NATA,GESM,SF221,Bioinformatik,361
2148,2022,NATA,GESW,SF548,Ur- und Frühgeschichte,52
2149,2019,NATD,GESW,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
2150,2023,NATD,GESW,SF107,Medizin (Allgemein-Medizin),64638
2151,2020,NATA,GESW,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),1085
2152,2018,NATD,GESW,SF050,Geografie/Erdkunde,9805
2153,2022,NATA,GESM,SF018,Berufsbezogene Fremdsprachenausbildung,90
2154,2022,NATA,GESM,SF258,Arbeitsverwaltung,6
2155,2018,NATA,GESW,SF263,Polizei/Verfassungsschutz,56
2156,2022,NATD,GESM,SF165,Orchestermusik,300
2157,2019,NATD,GESM,SF095,Latein,991
2158,2018,NATD,GESW,SF300,Biomedizin,1259
2159,2021,NATA,GESM,SF127,Philosophie,1248
2160,2019,NATD,GESM,SF105,Mathematik,27653
2161,2021,NATA,GESW,SF213,Versorgungstechnik,86
2162,2019,NATD,GESW,SF181,Wirtschaftspädagogik,4108
2163,2018,NATA,GESW,SF023,Bildende Kunst/Grafik,765
2164,2018,NATD,GESW,SF290,Sonstige Fächer,1171
2165,2021,NATA,GESW,SF115,Grundschul-/Primärstufenpädagogik,192
2166,2022,NATA,GESM,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
2167,2023,NATD,GESM,SF115,Grundschul-/Primärstufenpädagogik,1826
2168,2022,NATD,GESM,SF123,Ingenieurinformatik/Technische Informatik,9696
2169,2022,NATA,GESW,SF097,Lebensmitteltechnologie,298
2170,2022,NATD,GESM,SF029,Sportwissenschaft,12108
2171,2022,NATA,GESM,SF219,Kunststofftechnik,75
2172,2022,NATA,GESW,SF107,Medizin (Allgemein-Medizin),8145
2173,2018,NATD,GESM,SF210,Verkehrswirtschaft,1201
2174,2019,NATA,GESW,SF115,Grundschul-/Primärstufenpädagogik,178
2175,2023,NATA,GESM,SF305,Medientechnik,525
2176,2020,NATA,GESM,SF270,Berufs- und Wirtschaftspädagogik,41
2177,2021,NATD,GESM,SF202,Fertigungs-/Produktionstechnik,3903
2178,2018,NATA,GESM,SF270,Berufs- und Wirtschaftspädagogik,37
2179,2020,NATD,GESW,SF111,Mineralogie,49
2180,2020,NATA,GESW,SF078,Indologie,20
2181,2020,NATD,GESW,SF257,Arbeits- und Berufsberatung,523
2182,2023,NATA,GESM,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
2183,2021,NATA,GESM,SF262,Bibliothekswesen,0
2184,2022,NATD,GESM,SF269,Zoll- und Steuerverwaltung,3348
2185,2020,NATA,GESM,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",1043
2186,2023,NATA,GESW,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
2187,2020,NATD,GESM,SF210,Verkehrswirtschaft,1115
2188,2018,NATA,GESW,SF064,Naturschutz,167
2189,2020,NATD,GESW,SF017,Bauingenieurwesen/Ingenieurbau,14087
2190,2018,NATD,GESM,SF117,Ausländerpädagogik,19
2191,2018,NATD,GESW,SF005,Klassische Philologie,216
2192,2018,NATA,GESM,SF176,Werkerziehung,0
2193,2019,NATD,GESM,SF108,Metalltechnik,676
2194,2019,NATA,GESM,SF023,Bildende Kunst/Grafik,457
2195,2023,NATD,GESW,SF208,Soziale Arbeit,61308
2196,2021,NATA,GESM,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),37
2197,2023,NATD,GESW,SF052,Erziehungswissenschaft (Pädagogik),43628
2198,2020,NATA,GESM,SF177,Werkstofftechnik,1159
2199,2023,NATA,GESW,SF001,Ägyptologie,45
2200,2018,NATA,GESM,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",973
2201,2018,NATD,GESW,SF245,Sozialpädagogik,7166
2202,2021,NATD,GESM,SF193,Kirchenmusik,280
2203,2023,NATD,GESW,SF292,Islamische Studien/Islamische Theologie,459
2204,2022,NATD,GESW,SF215,Gesundheitstechnik,4782
2205,2019,NATA,GESM,SF263,Polizei/Verfassungsschutz,137
2206,2019,NATD,GESM,SF098,Sportpädagogik/Sportpsychologie,5832
2207,2020,NATD,GESM,SF116,Textilgestaltung,476
2208,2021,NATD,GESM,SF203,Industriedesign/Produktgestaltung,1818
2209,2023,NATA,GESW,SF147,Sozialkunde,114
2210,2020,NATA,GESW,SF171,Vermessungswesen (Geodäsie),400
2211,2021,NATA,GESM,SF168,Justizvollzug,0
2212,2018,NATD,GESM,SF211,Energieverfahrenstechnik,5032
2213,2019,NATD,GESM,SF202,Fertigungs-/Produktionstechnik,4458
2214,2022,NATA,GESW,SF191,Komposition,122
2215,2021,NATD,GESM,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
2216,2022,NATA,GESW,SF201,Werken (technisch)/Technologie,22
2217,2019,NATA,GESM,SF169,Ethik,30
2218,2021,NATA,GESW,SF114,Musikwissenschaft/-geschichte,530
2219,2023,NATA,GESM,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",4
2220,2023,NATD,GESW,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
2221,2019,NATD,GESM,SF192,Dirigieren,113
2222,2021,NATD,GESM,SF109,Publizistik (ab 2008 zu SF303),0
2223,2022,NATD,GESM,SF124,Ozeanografie,3
2224,2021,NATD,GESW,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
2225,2019,NATD,GESW,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
2226,2022,NATA,GESW,SF096,Lebensmittelchemie,151
2227,2021,NATD,GESW,SF286,Mikrosystemtechnik,194
2228,2019,NATD,GESW,SF286,Mikrosystemtechnik,195
2229,2022,NATA,GESM,SF064,Naturschutz,181
2230,2022,NATA,GESW,SF106,Tanzpädagogik,150
2231,2023,NATD,GESM,SF116,Textilgestaltung,642
2232,2023,NATA,GESM,SF054,Film und Fernsehen,264
2233,2019,NATA,GESW,SF116,Textilgestaltung,462
2234,2023,NATA,GESM,SF304,Medienwirtschaft/Medienmanagement,394
2235,2021,NATA,GESW,SF210,Verkehrswirtschaft,176
2236,2019,NATD,GESW,SF140,Angewandte Systemwissenschaften,433
2237,2023,NATA,GESM,SF294,Materialwissenschaften,912
2238,2021,NATD,GESM,SF191,Komposition,148
2239,2023,NATD,GESW,SF290,Sonstige Fächer,1717
2240,2019,NATA,GESM,SF261,Innere Verwaltung,34
2241,2020,NATA,GESW,SF079,Informatik,7397
2242,2023,NATD,GESM,SF210,Verkehrswirtschaft,797
2243,2021,NATD,GESM,SF201,Werken (technisch)/Technologie,155
2244,2021,NATA,GESM,SF263,Polizei/Verfassungsschutz,113
2245,2023,NATA,GESW,SF242,Innenarchitektur,485
2246,2023,NATD,GESW,SF300,Biomedizin,1631
2247,2020,NATA,GESM,SF175,Volkswirtschaftslehre,2329
2248,2019,NATD,GESM,SF097,Lebensmitteltechnologie,1549
2249,2021,NATA,GESM,SF023,Bildende Kunst/Grafik,470
2250,2023,NATA,GESW,SF002,Afrikanistik,161
2251,2023,NATD,GESW,SF197,Holzbau,103
2252,2020,NATA,GESM,SF176,Werkerziehung,0
2253,2021,NATD,GESM,SF108,Metalltechnik,628
2254,2018,NATD,GESW,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),13183
2255,2018,NATD,GESM,SF118,Technomathematik,1498
2256,2019,NATD,GESM,SF107,Medizin (Allgemein-Medizin),31441
2257,2020,NATD,GESW,SF258,Arbeitsverwaltung,916
2258,2019,NATA,GESM,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),54
2259,2023,NATD,GESW,SF207,Sorabistik,13
2260,2023,NATD,GESW,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
2261,2020,NATD,GESM,SF115,Grundschul-/Primärstufenpädagogik,1511
2262,2023,NATA,GESW,SF148,Sozialwissenschaften,1644
2263,2020,NATA,GESW,SF172,Verwaltungswissenschaft/-wesen,294
2264,2021,NATA,GESM,SF169,Ethik,40
2265,2021,NATD,GESM,SF192,Dirigieren,102
2266,2018,NATA,GESW,SF065,Geologie/Paläontologie,88
2267,2020,NATD,GESW,SF018,Berufsbezogene Fremdsprachenausbildung,1038
2268,2018,NATA,GESM,SF175,Volkswirtschaftslehre,2295
2269,2019,NATA,GESM,SF262,Bibliothekswesen,0
2270,2019,NATD,GESM,SF201,Werken (technisch)/Technologie,138
2271,2019,NATD,GESM,SF191,Komposition,134
2272,2021,NATD,GESW,SF140,Angewandte Systemwissenschaften,447
2273,2021,NATD,GESW,SF380,Mechatronik,1138
2274,2023,NATA,GESM,SF303,Kommunikationswissenschaft/Publizistik,391
2275,2022,NATA,GESW,SF200,Computer- und Kommunikationstechniken,559
2276,2018,NATD,GESM,SF212,Feinwerktechnik,461
2277,2021,NATA,GESW,SF113,Musikerziehung,605
2278,2022,NATA,GESW,SF190,Sonderpädagogik,334
2279,2019,NATA,GESW,SF210,Verkehrswirtschaft,150
2280,2021,NATD,GESM,SF098,Sportpädagogik/Sportpsychologie,6258
2281,2019,NATA,GESM,SF168,Justizvollzug,0
2282,2021,NATD,GESW,SF287,Neue Medien,1410
2283,2022,NATA,GESW,SF193,Kirchenmusik,46
2284,2019,NATD,GESW,SF287,Neue Medien,1119
2285,2022,NATA,GESW,SF203,Industriedesign/Produktgestaltung,444
2286,2023,NATA,GESM,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
2287,2022,NATD,GESM,SF365,Pädagogik der frühen Kindheit,402
2288,2019,NATA,GESW,SF113,Musikerziehung,566
2289,2021,NATD,GESW,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
2290,2019,NATD,GESW,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
2291,2019,NATD,GESW,SF141,Abfallwirtschaft,30
2292,2021,NATA,GESW,SF117,Ausländerpädagogik,61
2293,2022,NATA,GESM,SF061,Meliorationswesen,0
2294,2023,NATD,GESM,SF117,Ausländerpädagogik,16
2295,2019,NATA,GESW,SF259,Auswärtige Angelegenheiten,5
2296,2021,NATA,GESW,SF353,Pflanzenproduktion,32
2297,2018,NATA,GESW,SF312,Statistik,0
2298,2022,NATA,GESW,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
2299,2022,NATD,GESW,SF213,Versorgungstechnik,427
2300,2023,NATA,GESM,SF057,Luft- und Raumfahrttechnik,1315
2301,2022,NATA,GESW,SF109,Publizistik (ab 2008 zu SF303),0
2302,2020,NATD,GESW,SF353,Pflanzenproduktion,298
2303,2020,NATD,GESM,SF212,Feinwerktechnik,487
2304,2021,NATA,GESM,SF260,Bundeswehrverwaltung,10
2305,2019,NATA,GESM,SF260,Bundeswehrverwaltung,2
2306,2018,NATA,GESW,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
2307,2018,NATA,GESW,SF458,Umweltschutz,349
2308,2019,NATA,GESW,SF019,Orientierungsstudium MINT,0
2309,2020,NATA,GESM,SF174,Volkskunde,23
2310,2023,NATD,GESM,SF211,Energieverfahrenstechnik,3320
2311,2020,NATD,GESW,SF113,Musikerziehung,4256
2312,2021,NATA,GESM,SF020,Bergbau/Bergtechnik,777
2313,2022,NATD,GESM,SF125,Agrarökonomie,720
2314,2022,NATD,GESW,SF119,Niederländisch,185
2315,2018,NATD,GESW,SF247,Medizinische Informatik,1011
2316,2021,NATD,GESM,SF195,Gesundheitspädagogik,1266
2317,2020,NATD,GESW,SF259,Auswärtige Angelegenheiten,158
2318,2019,NATA,GESM,SF167,Europäische Wirtschaft,143
2319,2020,NATD,GESM,SF118,Technomathematik,1656
2320,2019,NATD,GESM,SF194,Tonmeister,404
2321,2020,NATA,GESW,SF075,Holzwirtschaft,21
2322,2023,NATD,GESW,SF196,Studienkolleg,0
2323,2018,NATD,GESW,SF091,Kunsterziehung,4294
2324,2021,NATD,GESM,SF205,Bildhauerei/Plastik,97
2325,2021,NATA,GESM,SF166,Sportmanagement/Sportökonomie,543
2326,2020,NATD,GESW,SF019,Orientierungsstudium MINT,0
2327,2018,NATD,GESW,SF101,Restaurierungskunde,647
2328,2018,NATA,GESM,SF174,Volkskunde,21
2329,2019,NATA,GESM,SF021,Betriebswirtschaftslehre,12457
2330,2023,NATD,GESW,SF206,Polnisch,21
2331,2023,NATD,GESW,SF050,Geografie/Erdkunde,10185
2332,2023,NATA,GESW,SF003,Agrarwissenschaft/Landwirtschaft,1330
2333,2019,NATD,GESW,SF380,Mechatronik,1250
2334,2023,NATA,GESM,SF390,Archäometrie (Ingenieurarchäologie),1
2335,2023,NATA,GESW,SF149,Soziologie,1487
2336,2021,NATD,GESW,SF141,Abfallwirtschaft,27
2337,2018,NATD,GESW,SF007,Angewandte Kunst,2237
2338,2018,NATD,GESM,SF115,Grundschul-/Primärstufenpädagogik,1149
2339,2022,NATA,GESM,SF457,Umwelttechnik (einschließlich Recycling),799
2340,2019,NATD,GESM,SF204,Malerei,172
2341,2019,NATA,GESW,SF353,Pflanzenproduktion,34
2342,2019,NATA,GESW,SF114,Musikwissenschaft/-geschichte,531
2343,2019,NATD,GESW,SF142,Schiffbau/Schiffstechnik,101
2344,2021,NATA,GESW,SF116,Textilgestaltung,397
2345,2022,NATA,GESM,SF458,Umweltschutz,561
2346,2022,NATD,GESM,SF220,Milch- und Molkereiwirtschaft,25
2347,2021,NATD,GESW,SF142,Schiffbau/Schiffstechnik,92
2348,2019,NATD,GESW,SF048,Elektrotechnik/Elektronik,5206
2349,2022,NATA,GESW,SF098,Sportpädagogik/Sportpsychologie,92
2350,2022,NATA,GESM,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
2351,2023,NATD,GESM,SF118,Technomathematik,1680
2352,2023,NATA,GESM,SF150,Spanisch,191
2353,2022,NATA,GESW,SF108,Metalltechnik,5
2354,2023,NATD,GESW,SF204,Malerei,331
2355,2020,NATD,GESM,SF211,Energieverfahrenstechnik,3989
2356,2021,NATA,GESM,SF261,Innere Verwaltung,16
2357,2020,NATA,GESM,SF173,Ethnologie,244
2358,2018,NATA,GESM,SF173,Ethnologie,216
2359,2021,NATA,GESM,SF021,Betriebswirtschaftslehre,14403
2360,2022,NATD,GESM,SF126,Pharmazie,3946
2361,2021,NATD,GESW,SF048,Elektrotechnik/Elektronik,4645
2362,2020,NATA,GESW,SF077,Wasserwirtschaft,199
2363,2023,NATD,GESM,SF212,Feinwerktechnik,431
2364,2022,NATD,GESW,SF212,Feinwerktechnik,52
2365,2023,NATA,GESM,SF056,Finno-Ugristik,5
2366,2020,NATD,GESM,SF117,Ausländerpädagogik,17
2367,2020,NATA,GESW,SF076,Hütten- und Gießereiwesen,116
2368,2021,NATA,GESM,SF167,Europäische Wirtschaft,178
2369,2018,NATA,GESW,SF219,Kunststofftechnik,43
2370,2018,NATA,GESW,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
2371,2018,NATA,GESM,SF079,Informatik,16792
2372,2021,NATD,GESM,SF194,Tonmeister,386
2373,2020,NATD,GESW,SF114,Musikwissenschaft/-geschichte,2165
2374,2019,NATA,GESM,SF166,Sportmanagement/Sportökonomie,308
2375,2019,NATD,GESM,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
2376,2023,NATA,GESW,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),2838
2377,2023,NATD,GESW,SF195,Gesundheitspädagogik,5019
2378,2018,NATD,GESW,SF090,Lernbereich Geisteswissenschaften,5159
2379,2021,NATD,GESM,SF204,Malerei,173
2380,2022,NATD,GESW,SF118,Technomathematik,510
2381,2019,NATD,GESM,SF109,Publizistik (ab 2008 zu SF303),0
2382,2019,NATA,GESM,SF020,Bergbau/Bergtechnik,677
2383,2023,NATD,GESW,SF205,Bildhauerei/Plastik,163
2384,2023,NATD,GESM,SF119,Niederländisch,80
2385,2020,NATA,GESW,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
2386,2019,NATD,GESM,SF203,Industriedesign/Produktgestaltung,1783
2387,2023,NATA,GESM,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",84
2388,2019,NATD,GESM,SF193,Kirchenmusik,291
2389,2018,NATD,GESW,SF006,Amerikanistik/Amerikakunde,1651
2390,2022,NATA,GESM,SF312,Statistik,1109
2391,2018,NATD,GESM,SF116,Textilgestaltung,356
2392,2022,NATA,GESW,SF192,Dirigieren,83
2393,2022,NATA,GESW,SF202,Fertigungs-/Produktionstechnik,273
2394,2021,NATA,GESW,SF017,Bauingenieurwesen/Ingenieurbau,3211
2395,2019,NATA,GESW,SF017,Bauingenieurwesen/Ingenieurbau,3103
2396,2023,NATD,GESM,SF213,Versorgungstechnik,2346
2397,2021,NATA,GESW,SF257,Arbeits- und Berufsberatung,8
2398,2022,NATA,GESM,SF019-07,Friesisch (2007 aufgelöst),0
2399,2019,NATA,GESW,SF257,Arbeits- und Berufsberatung,3
2400,2019,NATD,GESW,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,1035
2401,2022,NATA,GESW,SF195,Gesundheitspädagogik,206
2402,2022,NATA,GESW,SF205,Bildhauerei/Plastik,109
2403,2022,NATD,GESM,SF265,Bankwesen,463
2404,2020,NATA,GESM,SF172,Verwaltungswissenschaft/-wesen,210
2405,2019,NATD,GESW,SF041,Sonstiges Orientierungsstudium,0
2406,2018,NATA,GESM,SF172,Verwaltungswissenschaft/-wesen,200
2407,2021,NATD,GESM,SF300,Biomedizin,596
2408,2020,NATD,GESM,SF258,Arbeitsverwaltung,368
2409,2022,NATD,GESM,SF025,Biochemie,2927
2410,2022,NATD,GESW,SF211,Energieverfahrenstechnik,894
2411,2020,NATA,GESW,SF176,Werkerziehung,0
2412,2023,NATA,GESM,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
2413,2023,NATA,GESW,SF143,Augenoptik,56
2414,2018,NATA,GESM,SF078,Indologie,19
2415,2018,NATD,GESW,SF103,Markscheidewesen,10
2416,2018,NATD,GESM,SF019,Orientierungsstudium MINT,0
2417,2019,NATA,GESM,SF121,Medieninformatik,1208
2418,2021,NATD,GESM,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
2419,2020,NATD,GESW,SF115,Grundschul-/Primärstufenpädagogik,8099
2420,2018,NATA,GESW,SF162,Caritaswissenschaft,14
2421,2019,NATD,GESM,SF050,Geografie/Erdkunde,10289
2422,2020,NATA,GESM,SF079,Informatik,20601
2423,2023,NATD,GESW,SF150,Spanisch,2409
2424,2019,NATD,GESM,SF206,Polnisch,25
2425,2021,NATA,GESM,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",27
2426,2022,NATD,GESW,SF117,Ausländerpädagogik,101
2427,2023,NATD,GESW,SF390,Archäometrie (Ingenieurarchäologie),10
2428,2023,NATA,GESM,SF059,Französisch,151
2429,2019,NATD,GESW,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",585
2430,2019,NATA,GESM,SF361,Schulpädagogik,42
2431,2023,NATA,GESW,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),1537
2432,2019,NATD,GESM,SF196,Studienkolleg,0
2433,2020,NATD,GESM,SF018,Berufsbezogene Fremdsprachenausbildung,438
2434,2021,NATA,GESW,SF110,Meteorologie,78
2435,2021,NATA,GESM,SF266,Finanzverwaltung,2
2436,2018,NATD,GESM,SF113,Musikerziehung,3259
2437,2018,NATD,GESW,SF009,Anthropologie (Humanbiologie),434
2438,2022,NATD,GESM,SF264,Sozialversicherung,767
2439,2019,NATA,GESM,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
2440,2018,NATA,GESW,SF068,Geschichte,1529
2441,2021,NATA,GESM,SF026,Biologie,2817
2442,2023,NATD,GESW,SF056,Finno-Ugristik,64
2443,2019,NATD,GESM,SF300,Biomedizin,586
2444,2021,NATD,GESW,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,966
2445,2021,NATD,GESM,SF197,Holzbau,577
2446,2022,NATA,GESM,SF215,Gesundheitstechnik,2505
2447,2019,NATD,GESM,SF290,Sonstige Fächer,996
2448,2019,NATD,GESW,SF280,Kartografie,90
2449,2018,NATD,GESM,SF259,Auswärtige Angelegenheiten,84
2450,2021,NATA,GESW,SF016,Baltistik,3
2451,2018,NATD,GESW,SF093,Landespflege/Landschaftsgestaltung,2564
2452,2019,NATA,GESW,SF111,Mineralogie,14
2453,2021,NATD,GESM,SF207,Sorabistik,5
2454,2021,NATD,GESW,SF041,Sonstiges Orientierungsstudium,4
2455,2021,NATA,GESW,SF258,Arbeitsverwaltung,7
