,year,nationality,gender,subj_code,subj_name,number
3955,2019,NATD,GESM,SF212,Feinwerktechnik,452
3956,2022,NATA,GESM,SF125,Agrarökonomie,453
3957,2019,NATD,GESW,SF194,Tonmeister,60
3958,2022,NATD,GESW,SF019-07,Friesisch (2007 aufgelöst),0
3959,2021,NATD,GESM,SF261,Innere Verwaltung,2532
3960,2022,NATD,GESM,SF548,Ur- und Frühgeschichte,414
3961,2021,NATA,GESM,SF114,Musikwissenschaft/-geschichte,297
3962,2022,NATD,GESM,SF152,Allg. Sprachwissenschaft/Indogermanistik,1195
3963,2021,NATA,GESW,SF190,Sonderpädagogik,334
3964,2019,NATD,GESW,SF204,Malerei,196
3965,2018,NATA,GESW,SF156,Tiermedizin/Veterinärmedizin,524
3966,2019,NATA,GESW,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
3967,2022,NATD,GESM,SF016,Baltistik,2
3968,2022,NATD,GESM,SF256,Rechtspflege,643
3969,2019,NATD,GESW,SF058,"Forstwissenschaft, -wirtschaft",2105
3970,2021,NATD,GESW,SF058,"Forstwissenschaft, -wirtschaft",2078
3971,2022,NATA,GESM,SF076,Hütten- und Gießereiwesen,217
3972,2019,NATD,GESW,SF548,Ur- und Frühgeschichte,545
3973,2023,NATD,GESM,SF008,Anglistik/Englisch,12511
3974,2019,NATD,GESW,SF152,Allg. Sprachwissenschaft/Indogermanistik,3838
3975,2021,NATA,GESW,SF008,Anglistik/Englisch,4219
3976,2019,NATA,GESW,SF102,Schauspiel,41
3977,2022,NATD,GESM,SF110,Meteorologie,550
3978,2023,NATA,GESM,SF162,Caritaswissenschaft,10
3979,2019,NATA,GESW,SF092,"Kunstgeschichte, Kunstwissenschaft",1111
3980,2018,NATD,GESW,SF111,Mineralogie,10
3981,2022,NATD,GESW,SF202,Fertigungs-/Produktionstechnik,551
3982,2020,NATD,GESM,SF223,Nautik/Seefahrt,644
3983,2022,NATD,GESW,SF192,Dirigieren,56
3984,2020,NATD,GESW,SF124,Ozeanografie,7
3985,2023,NATD,GESM,SF102,Schauspiel,246
3986,2019,NATA,GESW,SF008,Anglistik/Englisch,4174
3987,2023,NATA,GESM,SF068,Geschichte,1243
3988,2020,NATA,GESW,SF065,Geologie/Paläontologie,68
3989,2020,NATA,GESM,SF163,Rhythmik,0
3990,2023,NATD,GESM,SF092,"Kunstgeschichte, Kunstwissenschaft",1901
3991,2021,NATA,GESM,SF155,Theaterwissenschaft,92
3992,2018,NATA,GESW,SF207,Sorabistik,4
3993,2020,NATA,GESW,SF064,Naturschutz,269
3994,2020,NATA,GESM,SF164,Jazz und Popularmusik,172
3995,2022,NATD,GESW,SF098,Sportpädagogik/Sportpsychologie,3681
3996,2021,NATD,GESM,SF216,Glastechnik/Keramik,90
3997,2023,NATA,GESW,SF254,Sachunterricht (einschließlich Schulgarten),38
3998,2022,NATD,GESW,SF108,Metalltechnik,101
3999,2018,NATA,GESW,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
4000,2020,NATD,GESM,SF129,Politikwissenschaft/Politologie,15627
4001,2023,NATD,GESW,SF185,Zahnmedizin,9266
4002,2018,NATD,GESW,SF258,Arbeitsverwaltung,744
4003,2019,NATA,GESM,SF010,Arabisch/Arabistik,87
4004,2021,NATD,GESM,SF060,Gartenbau,1171
4005,2018,NATA,GESW,SF197,Holzbau,10
4006,2018,NATD,GESM,SF464,Facility Management,1885
4007,2023,NATA,GESW,SF014,Astrophysik und Astronomie,136
4008,2018,NATA,GESM,SF163,Rhythmik,0
4009,2021,NATD,GESW,SF152,Allg. Sprachwissenschaft/Indogermanistik,3526
4010,2022,NATA,GESM,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
4011,2021,NATA,GESW,SF101,Restaurierungskunde,52
4012,2021,NATA,GESW,SF091,Kunsterziehung,435
4013,2018,NATD,GESM,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,2328
4014,2019,NATA,GESM,SF156,Tiermedizin/Veterinärmedizin,170
4015,2021,NATD,GESW,SF548,Ur- und Frühgeschichte,498
4016,2018,NATA,GESM,SF069,Grafikdesign/Kommunikationsgestaltung,1018
4017,2018,NATD,GESW,SF018,Berufsbezogene Fremdsprachenausbildung,1147
4018,2019,NATD,GESM,SF215,Gesundheitstechnik,4996
4019,2022,NATD,GESM,SF257,Arbeits- und Berufsberatung,170
4020,2019,NATA,GESW,SF093,Landespflege/Landschaftsgestaltung,267
4021,2023,NATD,GESM,SF093,Landespflege/Landschaftsgestaltung,1934
4022,2019,NATD,GESW,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",5
4023,2021,NATA,GESW,SF007,Angewandte Kunst,352
4024,2022,NATD,GESM,SF017,Bauingenieurwesen/Ingenieurbau,32134
4025,2021,NATD,GESW,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",1
4026,2022,NATD,GESM,SF111,Mineralogie,98
4027,2023,NATA,GESM,SF161,Diakoniewissenschaft,22
4028,2019,NATD,GESW,SF059,Französisch,4100
4029,2022,NATA,GESW,SF119,Niederländisch,19
4030,2022,NATA,GESM,SF171,Vermessungswesen (Geodäsie),801
4031,2023,NATD,GESM,SF009,Anthropologie (Humanbiologie),91
4032,2019,NATA,GESW,SF103,Markscheidewesen,5
4033,2022,NATD,GESW,SF201,Werken (technisch)/Technologie,260
4034,2020,NATD,GESM,SF222,Kommunikations- und Informationstechnik,4442
4035,2022,NATD,GESW,SF191,Komposition,34
4036,2018,NATD,GESW,SF110,Meteorologie,567
4037,2018,NATA,GESW,SF292,Islamische Studien/Islamische Theologie,102
4038,2023,NATA,GESM,SF067,Germanistik/Deutsch,1068
4039,2021,NATD,GESW,SF059,Französisch,3578
4040,2022,NATA,GESM,SF077,Wasserwirtschaft,355
4041,2018,NATA,GESW,SF302,Medienwissenschaft,892
4042,2020,NATD,GESW,SF365,Pädagogik der frühen Kindheit,3305
4043,2020,NATA,GESW,SF066,Geophysik,104
4044,2020,NATA,GESM,SF162,Caritaswissenschaft,10
4045,2023,NATD,GESM,SF103,Markscheidewesen,17
4046,2019,NATA,GESW,SF009,Anthropologie (Humanbiologie),155
4047,2022,NATD,GESW,SF097,Lebensmitteltechnologie,1708
4048,2019,NATA,GESM,SF155,Theaterwissenschaft,99
4049,2023,NATA,GESW,SF255,Archivwesen,7
4050,2018,NATA,GESW,SF052,Erziehungswissenschaft (Pädagogik),3589
4051,2022,NATD,GESW,SF107,Medizin (Allgemein-Medizin),61452
4052,2018,NATD,GESW,SF017,Bauingenieurwesen/Ingenieurbau,13708
4053,2020,NATD,GESM,SF128,Physik,30208
4054,2020,NATD,GESW,SF125,Agrarökonomie,539
4055,2021,NATA,GESM,SF010,Arabisch/Arabistik,90
4056,2021,NATD,GESM,SF215,Gesundheitstechnik,4873
4057,2020,NATA,GESM,SF069,Grafikdesign/Kommunikationsgestaltung,1178
4058,2018,NATA,GESM,SF162,Caritaswissenschaft,13
4059,2023,NATA,GESW,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,53
4060,2023,NATD,GESW,SF184,Wirtschaftswissenschaften,32247
4061,2018,NATD,GESW,SF257,Arbeits- und Berufsberatung,362
4062,2021,NATA,GESM,SF156,Tiermedizin/Veterinärmedizin,156
4063,2018,NATA,GESW,SF208,Soziale Arbeit,2648
4064,2018,NATA,GESW,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
4065,2023,NATA,GESM,SF160,Computerlinguistik,432
4066,2021,NATA,GESW,SF090,Lernbereich Geisteswissenschaften,188
4067,2022,NATA,GESW,SF213,Versorgungstechnik,88
4068,2018,NATA,GESM,SF068,Geschichte,1326
4069,2018,NATD,GESM,SF225,Textil- und Bekleidungstechnik/-gewerbe,394
4070,2023,NATD,GESM,SF104,Maschinenbau/-wesen,53914
4071,2022,NATA,GESW,SF060,Gartenbau,73
4072,2019,NATD,GESW,SF154,Lernbereich Gesellschaftslehre,211
4073,2019,NATA,GESW,SF006,Amerikanistik/Amerikakunde,666
4074,2021,NATA,GESW,SF104,Maschinenbau/-wesen,3202
4075,2021,NATA,GESW,SF094,Wasserbau,168
4076,2022,NATA,GESW,SF216,Glastechnik/Keramik,8
4077,2023,NATA,GESM,SF164,Jazz und Popularmusik,190
4078,2023,NATD,GESM,SF094,Wasserbau,490
4079,2022,NATD,GESM,SF018,Berufsbezogene Fremdsprachenausbildung,361
4080,2018,NATD,GESM,SF221,Bioinformatik,1347
4081,2021,NATD,GESW,SF154,Lernbereich Gesellschaftslehre,237
4082,2022,NATA,GESM,SF074,Transport-/Fördertechnik,25
4083,2020,NATD,GESW,SF220,Milch- und Molkereiwirtschaft,27
4084,2023,NATD,GESW,SF182,Internationale Betriebswirtschaft/Management,18208
4085,2018,NATD,GESW,SF353,Pflanzenproduktion,341
4086,2020,NATA,GESM,SF161,Diakoniewissenschaft,11
4087,2018,NATA,GESM,SF161,Diakoniewissenschaft,4
4088,2018,NATA,GESW,SF205,Bildhauerei/Plastik,117
4089,2021,NATA,GESM,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",2
4090,2022,NATD,GESM,SF258,Arbeitsverwaltung,297
4091,2022,NATD,GESW,SF200,Computer- und Kommunikationstechniken,2006
4092,2022,NATD,GESW,SF190,Sonderpädagogik,14837
4093,2020,NATD,GESW,SF126,Pharmazie,9479
4094,2018,NATD,GESM,SF128,Physik,31275
4095,2021,NATD,GESM,SF458,Umweltschutz,871
4096,2023,NATA,GESW,SF110,Meteorologie,81
4097,2019,NATA,GESM,SF154,Lernbereich Gesellschaftslehre,2
4098,2021,NATD,GESM,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
4099,2018,NATA,GESW,SF195,Gesundheitspädagogik,102
4100,2018,NATA,GESM,SF067,Germanistik/Deutsch,1559
4101,2018,NATD,GESW,SF114,Musikwissenschaft/-geschichte,2217
4102,2020,NATA,GESW,SF458,Umweltschutz,376
4103,2021,NATA,GESM,SF059,Französisch,162
4104,2020,NATA,GESW,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
4105,2021,NATD,GESM,SF312,Statistik,1783
4106,2020,NATA,GESM,SF068,Geschichte,1268
4107,2022,NATD,GESW,SF096,Lebensmittelchemie,1360
4108,2020,NATD,GESM,SF225,Textil- und Bekleidungstechnik/-gewerbe,439
4109,2023,NATA,GESW,SF256,Rechtspflege,2
4110,2022,NATD,GESW,SF106,Tanzpädagogik,121
4111,2023,NATD,GESW,SF183,Wirtschafts-/Sozialgeschichte,70
4112,2018,NATD,GESM,SF222,Kommunikations- und Informationstechnik,4702
4113,2022,NATA,GESW,SF310,Regenerative Energien,264
4114,2019,NATA,GESW,SF090,Lernbereich Geisteswissenschaften,195
4115,2023,NATA,GESW,SF016,Baltistik,3
4116,2020,NATA,GESW,SF312,Statistik,478
4117,2019,NATD,GESM,SF061,Meliorationswesen,0
4118,2019,NATD,GESM,SF457,Umwelttechnik (einschließlich Recycling),4320
4119,2023,NATD,GESW,SF089,Verkehrsingenieurwesen,724
4120,2021,NATA,GESW,SF103,Markscheidewesen,2
4121,2021,NATA,GESW,SF247,Medizinische Informatik,535
4122,2021,NATA,GESW,SF093,Landespflege/Landschaftsgestaltung,272
4123,2019,NATA,GESW,SF247,Medizinische Informatik,419
4124,2022,NATA,GESW,SF215,Gesundheitstechnik,2046
4125,2021,NATD,GESW,SF155,Theaterwissenschaft,1998
4126,2022,NATD,GESM,SF113,Musikerziehung,3297
4127,2023,NATA,GESM,SF163,Rhythmik,1
4128,2022,NATA,GESM,SF075,Holzwirtschaft,34
4129,2023,NATD,GESM,SF105,Mathematik,23044
4130,2019,NATA,GESW,SF007,Angewandte Kunst,348
4131,2019,NATA,GESW,SF091,Kunsterziehung,403
4132,2022,NATD,GESM,SF353,Pflanzenproduktion,343
4133,2023,NATD,GESM,SF095,Latein,622
4134,2022,NATD,GESM,SF019,Orientierungsstudium MINT,3
4135,2021,NATA,GESW,SF009,Anthropologie (Humanbiologie),159
4136,2018,NATA,GESW,SF290,Sonstige Fächer,1172
4137,2020,NATD,GESM,SF464,Facility Management,2046
4138,2023,NATA,GESM,SF069,Grafikdesign/Kommunikationsgestaltung,1444
4139,2018,NATA,GESW,SF300,Biomedizin,382
4140,2020,NATA,GESM,SF160,Computerlinguistik,228
4141,2021,NATD,GESM,SF310,Regenerative Energien,1949
4142,2018,NATA,GESM,SF160,Computerlinguistik,217
4143,2018,NATA,GESM,SF316,Elektronische Energietechnik,464
4144,2023,NATD,GESW,SF181,Wirtschaftspädagogik,3422
4145,2019,NATA,GESM,SF548,Ur- und Frühgeschichte,41
4146,2020,NATA,GESM,SF316,Elektronische Energietechnik,537
4147,2022,NATD,GESM,SF259,Auswärtige Angelegenheiten,130
4148,2018,NATA,GESW,SF050,Geografie/Erdkunde,627
4149,2020,NATD,GESW,SF221,Bioinformatik,861
4150,2019,NATD,GESW,SF155,Theaterwissenschaft,2088
4151,2023,NATA,GESW,SF111,Mineralogie,29
4152,2020,NATA,GESM,SF067,Germanistik/Deutsch,1104
4153,2018,NATA,GESW,SF196,Studienkolleg,0
4154,2018,NATA,GESM,SF066,Geophysik,106
4155,2023,NATD,GESW,SF088,Optoelektronik,95
4156,2019,NATD,GESM,SF216,Glastechnik/Keramik,119
4157,2018,NATD,GESW,SF259,Auswärtige Angelegenheiten,147
4158,2020,NATA,GESW,SF219,Kunststofftechnik,34
4159,2021,NATA,GESM,SF154,Lernbereich Gesellschaftslehre,4
4160,2018,NATA,GESW,SF206,Polnisch,29
4161,2018,NATD,GESM,SF129,Politikwissenschaft/Politologie,15914
4162,2020,NATA,GESW,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
4163,2019,NATA,GESM,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",2
4164,2022,NATD,GESW,SF095,Latein,944
4165,2021,NATD,GESM,SF061,Meliorationswesen,0
4166,2020,NATD,GESM,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,2239
4167,2023,NATA,GESW,SF257,Arbeits- und Berufsberatung,6
4168,2022,NATD,GESW,SF105,Mathematik,24595
4169,2018,NATD,GESW,SF113,Musikerziehung,4089
4170,2020,NATD,GESW,SF127,Philosophie,7695
4171,2021,NATD,GESM,SF457,Umwelttechnik (einschließlich Recycling),3983
4172,2023,NATA,GESW,SF017,Bauingenieurwesen/Ingenieurbau,3469
4173,2019,NATD,GESM,SF310,Regenerative Energien,1845
4174,2018,NATD,GESM,SF223,Nautik/Seefahrt,618
4175,2019,NATA,GESW,SF101,Restaurierungskunde,57
4176,2019,NATA,GESM,SF059,Französisch,192
4177,2018,NATD,GESW,SF019,Orientierungsstudium MINT,0
4178,2021,NATA,GESW,SF102,Schauspiel,73
4179,2021,NATA,GESW,SF092,"Kunstgeschichte, Kunstwissenschaft",1071
4180,2019,NATD,GESM,SF060,Gartenbau,1196
4181,2021,NATD,GESM,SF019-07,Friesisch (2007 aufgelöst),0
4182,2023,NATA,GESM,SF020,Bergbau/Bergtechnik,995
4183,2022,NATD,GESM,SF158,Turkologie,58
4184,2022,NATA,GESW,SF458,Umweltschutz,443
4185,2023,NATD,GESM,SF106,Tanzpädagogik,34
4186,2022,NATA,GESW,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
4187,2019,NATA,GESW,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),2674
4188,2018,NATD,GESM,SF365,Pädagogik der frühen Kindheit,347
4189,2023,NATD,GESM,SF096,Lebensmittelchemie,582
4190,2023,NATA,GESM,SF260,Bundeswehrverwaltung,0
4191,2020,NATA,GESW,SF069,Grafikdesign/Kommunikationsgestaltung,2376
4192,2022,NATD,GESM,SF012,Archäologie,2589
4193,2022,NATD,GESW,SF094,Wasserbau,390
4194,2019,NATD,GESW,SF054,Film und Fernsehen,1073
4195,2020,NATD,GESM,SF125,Agrarökonomie,792
4196,2022,NATD,GESW,SF104,Maschinenbau/-wesen,8133
4197,2020,NATA,GESM,SF065,Geologie/Paläontologie,91
4198,2020,NATD,GESW,SF222,Kommunikations- und Informationstechnik,639
4199,2023,NATD,GESM,SF200,Computer- und Kommunikationstechniken,3238
4200,2023,NATA,GESM,SF166,Sportmanagement/Sportökonomie,539
4201,2018,NATA,GESW,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",14
4202,2020,NATD,GESM,SF365,Pädagogik der frühen Kindheit,395
4203,2023,NATD,GESM,SF190,Sonderpädagogik,3098
4204,2020,NATA,GESW,SF163,Rhythmik,3
4205,2023,NATA,GESW,SF010,Arabisch/Arabistik,85
4206,2021,NATA,GESM,SF253,Sozialwesen,379
4207,2019,NATD,GESM,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
4208,2020,NATA,GESW,SF162,Caritaswissenschaft,14
4209,2023,NATA,GESW,SF156,Tiermedizin/Veterinärmedizin,535
4210,2020,NATA,GESM,SF066,Geophysik,107
4211,2018,NATA,GESW,SF305,Medientechnik,241
4212,2023,NATD,GESW,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),763
4213,2020,NATD,GESW,SF128,Physik,12409
4214,2018,NATA,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
4215,2021,NATA,GESM,SF013,Architektur,3174
4216,2018,NATA,GESM,SF065,Geologie/Paläontologie,137
4217,2022,NATD,GESM,SF011,Arbeitslehre/Wirtschaftslehre,834
4218,2021,NATD,GESW,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",458
4219,2019,NATD,GESM,SF219,Kunststofftechnik,847
4220,2018,NATD,GESW,SF210,Verkehrswirtschaft,644
4221,2021,NATA,GESM,SF159,Edelstein- und Schmuckdesign,13
4222,2023,NATD,GESM,SF097,Lebensmitteltechnologie,1175
4223,2021,NATD,GESW,SF294,Materialwissenschaften,391
4224,2021,NATD,GESW,SF304,Medienwirtschaft/Medienmanagement,7623
4225,2021,NATD,GESW,SF054,Film und Fernsehen,1085
4226,2021,NATA,GESW,SF003,Agrarwissenschaft/Landwirtschaft,1074
4227,2019,NATA,GESM,SF014,Astrophysik und Astronomie,193
4228,2023,NATD,GESW,SF189,Niederdeutsch,4
4229,2022,NATA,GESM,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),3575
4230,2019,NATD,GESW,SF303,Kommunikationswissenschaft/Publizistik,11641
4231,2018,NATD,GESM,SF126,Pharmazie,4286
4232,2021,NATD,GESM,SF064,Naturschutz,427
4233,2019,NATA,GESM,SF254,Sachunterricht (einschließlich Schulgarten),5
4234,2022,NATA,GESW,SF312,Statistik,664
4235,2018,NATD,GESW,SF116,Textilgestaltung,2281
4236,2023,NATD,GESW,SF043,Neugriechisch,18
4237,2021,NATA,GESW,SF149,Soziologie,1505
4238,2022,NATD,GESM,SF159,Edelstein- und Schmuckdesign,8
4239,2023,NATD,GESM,SF191,Komposition,141
4240,2022,NATA,GESW,SF457,Umwelttechnik (einschließlich Recycling),674
4241,2022,NATA,GESW,SF061,Meliorationswesen,0
4242,2018,NATD,GESM,SF220,Milch- und Molkereiwirtschaft,47
4243,2021,NATA,GESW,SF245,Sozialpädagogik,390
4244,2021,NATD,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
4245,2022,NATA,GESM,SF073,Judaistik/Hebräisch,43
4246,2023,NATD,GESM,SF107,Medizin (Allgemein-Medizin),34427
4247,2019,NATA,GESW,SF005,Klassische Philologie,38
4248,2022,NATD,GESW,SF093,Landespflege/Landschaftsgestaltung,2889
4249,2020,NATD,GESM,SF124,Ozeanografie,8
4250,2022,NATD,GESW,SF103,Markscheidewesen,12
4251,2022,NATD,GESM,SF013,Architektur,14682
4252,2023,NATA,GESM,SF165,Orchestermusik,501
4253,2019,NATD,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
4254,2020,NATA,GESW,SF164,Jazz und Popularmusik,63
4255,2023,NATA,GESW,SF011,Arbeitslehre/Wirtschaftslehre,65
4256,2020,NATA,GESM,SF064,Naturschutz,153
4257,2018,NATA,GESW,SF390,Archäometrie (Ingenieurarchäologie),4
4258,2023,NATD,GESM,SF201,Werken (technisch)/Technologie,167
4259,2023,NATA,GESW,SF157,Mikroelektronik,124
4260,2021,NATD,GESM,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
4261,2019,NATD,GESM,SF458,Umweltschutz,871
4262,2019,NATA,GESM,SF253,Sozialwesen,367
4263,2018,NATA,GESW,SF150,Spanisch,694
4264,2023,NATD,GESW,SF042,Wirtschaftsrecht,11891
4265,2018,NATD,GESW,SF115,Grundschul-/Primärstufenpädagogik,6616
4266,2022,NATD,GESW,SF009,Anthropologie (Humanbiologie),337
4267,2020,NATD,GESW,SF223,Nautik/Seefahrt,169
4268,2019,NATD,GESM,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
4269,2018,NATA,GESM,SF064,Naturschutz,76
4270,2021,NATD,GESW,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",266
4271,2023,NATD,GESW,SF282,Biotechnologie,6072
4272,2021,NATA,GESM,SF254,Sachunterricht (einschließlich Schulgarten),10
4273,2019,NATA,GESM,SF159,Edelstein- und Schmuckdesign,8
4274,2019,NATD,GESW,SF294,Materialwissenschaften,443
4275,2023,NATD,GESM,SF108,Metalltechnik,465
4276,2021,NATD,GESW,SF305,Medientechnik,3262
4277,2021,NATA,GESW,SF002,Afrikanistik,183
4278,2022,NATD,GESM,SF252,Journalistik (ab 2008 zu SF303),0
4279,2020,NATD,GESW,SF129,Politikwissenschaft/Politologie,12463
4280,2018,NATA,GESW,SF056,Finno-Ugristik,12
4281,2021,NATA,GESM,SF014,Astrophysik und Astronomie,229
4282,2023,NATD,GESM,SF098,Sportpädagogik/Sportpsychologie,5650
4283,2019,NATD,GESW,SF304,Medienwirtschaft/Medienmanagement,6647
4284,2019,NATD,GESW,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",505
4285,2021,NATD,GESM,SF219,Kunststofftechnik,593
4286,2019,NATA,GESW,SF245,Sozialpädagogik,291
4287,2019,NATD,GESM,SF312,Statistik,0
4288,2019,NATA,GESM,SF013,Architektur,3110
4289,2021,NATA,GESW,SF148,Sozialwissenschaften,1705
4290,2023,NATD,GESW,SF188,Allgemeine Literaturwissenschaft,3159
4291,2018,NATD,GESM,SF127,Philosophie,9531
4292,2021,NATA,GESW,SF006,Amerikanistik/Amerikakunde,659
4293,2023,NATD,GESM,SF202,Fertigungs-/Produktionstechnik,2901
4294,2019,NATA,GESW,SF148,Sozialwissenschaften,1651
4295,2023,NATA,GESM,SF262,Bibliothekswesen,0
4296,2023,NATD,GESM,SF192,Dirigieren,87
4297,2018,NATD,GESW,SF019-07,Friesisch (2007 aufgelöst),0
4298,2022,NATD,GESM,SF254,Sachunterricht (einschließlich Schulgarten),210
4299,2021,NATD,GESW,SF056,Finno-Ugristik,73
4300,2018,NATD,GESM,SF123,Ingenieurinformatik/Technische Informatik,9253
4301,2020,NATA,GESM,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
4302,2022,NATA,GESW,SF064,Naturschutz,262
4303,2023,NATD,GESW,SF280,Kartografie,102
4304,2023,NATA,GESM,SF168,Justizvollzug,0
4305,2021,NATA,GESW,SF242,Innenarchitektur,481
4306,2019,NATD,GESM,SF066,Geophysik,1048
4307,2018,NATA,GESM,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
4308,2020,NATA,GESW,SF067,Germanistik/Deutsch,4368
4309,2020,NATA,GESM,SF219,Kunststofftechnik,92
4310,2022,NATD,GESM,SF014,Astrophysik und Astronomie,184
4311,2022,NATD,GESW,SF092,"Kunstgeschichte, Kunstwissenschaft",7368
4312,2023,NATA,GESW,SF252,Journalistik (ab 2008 zu SF303),0
4313,2020,NATD,GESM,SF221,Bioinformatik,1257
4314,2023,NATA,GESM,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),41
4315,2019,NATD,GESW,SF056,Finno-Ugristik,95
4316,2018,NATA,GESW,SF303,Kommunikationswissenschaft/Publizistik,1224
4317,2022,NATD,GESW,SF102,Schauspiel,278
4318,2020,NATD,GESW,SF464,Facility Management,1400
4319,2020,NATD,GESW,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,643
4320,2021,NATA,GESM,SF011,Arbeitslehre/Wirtschaftslehre,45
4321,2019,NATA,GESM,SF252,Journalistik (ab 2008 zu SF303),0
4322,2023,NATD,GESW,SF041,Sonstiges Orientierungsstudium,24
4323,2020,NATA,GESW,SF316,Elektronische Energietechnik,169
4324,2018,NATD,GESW,SF212,Feinwerktechnik,54
4325,2021,NATD,GESM,SF160,Computerlinguistik,572
4326,2023,NATA,GESW,SF012,Archäologie,420
4327,2021,NATA,GESM,SF157,Mikroelektronik,436
4328,2018,NATA,GESW,SF209,Tschechisch,16
4329,2019,NATD,GESM,SF065,Geologie/Paläontologie,219
4330,2018,NATA,GESW,SF199,Lernbereich Technik,17
4331,2022,NATA,GESM,SF320,Ernährungswissenschaft,154
4332,2018,NATA,GESM,SF219,Kunststofftechnik,172
4333,2021,NATD,GESW,SF390,Archäometrie (Ingenieurarchäologie),8
4334,2020,NATA,GESW,SF160,Computerlinguistik,392
4335,2023,NATA,GESW,SF158,Turkologie,82
4336,2018,NATA,GESW,SF053,"Evangelische Theologie, - Religionslehre",294
4337,2020,NATD,GESM,SF127,Philosophie,9400
4338,2022,NATD,GESW,SF008,Anglistik/Englisch,30016
4339,2022,NATD,GESM,SF253,Sozialwesen,5544
4340,2019,NATD,GESW,SF305,Medientechnik,3045
4341,2018,NATD,GESM,SF124,Ozeanografie,8
4342,2019,NATA,GESW,SF002,Afrikanistik,179
4343,2019,NATA,GESW,SF242,Innenarchitektur,346
4344,2019,NATA,GESM,SF158,Turkologie,49
4345,2023,NATD,GESM,SF109,Publizistik (ab 2008 zu SF303),0
4346,2021,NATD,GESM,SF066,Geophysik,897
4347,2018,NATD,GESW,SF118,Technomathematik,501
4348,2023,NATD,GESM,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
4349,2021,NATD,GESM,SF316,Elektronische Energietechnik,1523
4350,2022,NATA,GESM,SF226,Verfahrenstechnik,1171
4351,2019,NATD,GESW,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",288
4352,2021,NATD,GESW,SF150,Spanisch,2887
4353,2021,NATA,GESW,SF005,Klassische Philologie,36
4354,2019,NATA,GESM,SF012,Archäologie,194
4355,2023,NATD,GESW,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,849
4356,2022,NATA,GESM,SF070,Griechisch,41
4357,2019,NATA,GESW,SF149,Soziologie,1427
4358,2022,NATD,GESM,SF019-07,Friesisch (2007 aufgelöst),0
4359,2021,NATD,GESW,SF057,Luft- und Raumfahrttechnik,812
4360,2019,NATD,GESW,SF057,Luft- und Raumfahrttechnik,775
4361,2023,NATA,GESM,SF261,Innere Verwaltung,19
4362,2020,NATA,GESM,SF312,Statistik,817
4363,2023,NATD,GESM,SF203,Industriedesign/Produktgestaltung,1790
4364,2022,NATA,GESM,SF227,Weinbau und Kellerwirtschaft,116
4365,2018,NATA,GESM,SF312,Statistik,0
4366,2022,NATD,GESM,SF255,Archivwesen,170
4367,2023,NATD,GESM,SF193,Kirchenmusik,269
4368,2019,NATD,GESW,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
4369,2022,NATA,GESW,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
4370,2020,NATA,GESM,SF458,Umweltschutz,552
