,acyear,nationality,gender,subj_code,subj_name,stud_count
1393,2021,NATD,GESM,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,4907
1394,2020,NATA,GESM,SF006,Amerikanistik/Amerikakunde,89
1395,2023,NATA,GESW,SF172,Verwaltungswissenschaft/-wesen,99
1396,2018,NATD,GESW,SF042,Wirtschaftsrecht,1756
1397,2023,NATD,GESW,SF014,Astrophysik und Astronomie,1
1398,2021,NATD,GESM,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
1399,2019,NATD,GESM,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
1400,2020,NATD,GESW,SF042,Wirtschaftsrecht,1745
1401,2018,NATA,GESM,SF006,Amerikanistik/Amerikakunde,94
1402,2020,NATA,GESW,SF134,Raumplanung,170
1403,2018,NATD,GESW,SF282,Biotechnologie,994
1404,2019,NATA,GESM,SF225,Textil- und Bekleidungstechnik/-gewerbe,33
1405,2020,NATD,GESM,SF154,Lernbereich Gesellschaftslehre,9
1406,2022,NATD,GESW,SF035,Darstellende Kunst/Bühnenkunst/Regie,77
1407,2020,NATD,GESW,SF188,Allgemeine Literaturwissenschaft,334
1408,2023,NATD,GESW,SF254,Sachunterricht (einschließlich Schulgarten),213
1409,2023,NATA,GESW,SF078,Indologie,0
1410,2021,NATD,GESM,SF039,Geowissenschaften allgemein,566
1411,2019,NATA,GESW,SF161,Diakoniewissenschaft,1
1412,2018,NATD,GESW,SF188,Allgemeine Literaturwissenschaft,251
1413,2022,NATA,GESM,SF252,Journalistik (ab 2008 zu SF303),0
1414,2018,NATD,GESM,SF056,Finno-Ugristik,7
1415,2022,NATA,GESW,SF385,Geoökologie,22
1416,2021,NATD,GESW,SF226,Verfahrenstechnik,348
1417,2021,NATA,GESW,SF165,Orchestermusik,98
1418,2023,NATD,GESM,SF166,Sportmanagement/Sportökonomie,948
1419,2023,NATA,GESM,SF235,Fahrzeugtechnik,592
1420,2019,NATD,GESW,SF225,Textil- und Bekleidungstechnik/-gewerbe,228
1421,2022,NATA,GESM,SF159,Edelstein- und Schmuckdesign,2
1422,2019,NATA,GESW,SF068,Geschichte,307
1423,2018,NATD,GESM,SF390,Archäometrie (Ingenieurarchäologie),2
1424,2019,NATA,GESW,SF162,Caritaswissenschaft,2
1425,2021,NATD,GESW,SF070,Griechisch,15
1426,2022,NATA,GESW,SF145,Sinologie/Koreanistik,69
1427,2018,NATD,GESM,SF150,Spanisch,143
1428,2022,NATD,GESM,SF280,Kartografie,24
1429,2022,NATA,GESM,SF013,Architektur,636
1430,2021,NATA,GESM,SF464,Facility Management,10
1431,2022,NATD,GESW,SF274,Tourismuswirtschaft,1049
1432,2020,NATA,GESM,SF090,Lernbereich Geisteswissenschaften,6
1433,2019,NATD,GESM,SF039,Geowissenschaften allgemein,773
1434,2023,NATD,GESM,SF260,Bundeswehrverwaltung,53
1435,2022,NATD,GESM,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",16
1436,2020,NATD,GESW,SF041,Sonstiges Orientierungsstudium,0
1437,2023,NATD,GESM,SF020,Bergbau/Bergtechnik,37
1438,2021,NATA,GESM,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,107
1439,2018,NATA,GESW,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
1440,2022,NATD,GESM,SF186,Lernbereich Naturwissenschaft/Sachunterricht,202
1441,2018,NATD,GESW,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,146
1442,2023,NATD,GESW,SF159,Edelstein- und Schmuckdesign,9
1443,2018,NATD,GESM,SF057,Luft- und Raumfahrttechnik,650
1444,2018,NATA,GESM,SF005,Klassische Philologie,1
1445,2020,NATD,GESW,SF043,Neugriechisch,2
1446,2020,NATA,GESM,SF005,Klassische Philologie,3
1447,2020,NATA,GESW,SF135,Rechtswissenschaft,1216
1448,2021,NATA,GESM,SF226,Verfahrenstechnik,198
1449,2018,NATA,GESW,SF135,Rechtswissenschaft,1609
1450,2020,NATD,GESM,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
1451,2018,NATD,GESW,SF041,Sonstiges Orientierungsstudium,0
1452,2022,NATD,GESW,SF034,Dänisch,5
1453,2020,NATD,GESW,SF189,Niederdeutsch,0
1454,2018,NATA,GESM,SF245,Sozialpädagogik,8
1455,2023,NATD,GESW,SF013,Architektur,2979
1456,2019,NATD,GESM,SF038,Lateinamerika-Studien,15
1457,2021,NATD,GESM,SF132,Psychologie,2247
1458,2023,NATA,GESW,SF173,Ethnologie,77
1459,2019,NATA,GESM,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,173
1460,2018,NATD,GESM,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
1461,2021,NATD,GESW,SF320,Ernährungswissenschaft,736
1462,2019,NATD,GESW,SF320,Ernährungswissenschaft,700
1463,2019,NATD,GESM,SF132,Psychologie,2278
1464,2020,NATD,GESM,SF059,Französisch,115
1465,2022,NATA,GESM,SF253,Sozialwesen,46
1466,2021,NATD,GESM,SF038,Lateinamerika-Studien,6
1467,2023,NATA,GESW,SF079,Informatik,2326
1468,2021,NATA,GESW,SF164,Jazz und Popularmusik,17
1469,2023,NATA,GESM,SF234,Pflegewissenschaft/-management,28
1470,2023,NATD,GESM,SF021,Betriebswirtschaftslehre,14345
1471,2019,NATD,GESW,SF226,Verfahrenstechnik,496
1472,2022,NATA,GESM,SF014,Astrophysik und Astronomie,34
1473,2019,NATA,GESW,SF163,Rhythmik,1
1474,2022,NATA,GESM,SF254,Sachunterricht (einschließlich Schulgarten),2
1475,2022,NATA,GESW,SF144,Technische Kybernetik,1
1476,2023,NATD,GESM,SF167,Europäische Wirtschaft,125
1477,2021,NATD,GESW,SF071,Haushalts- und Ernährungswissenschaft,680
1478,2021,NATD,GESW,SF227,Weinbau und Kellerwirtschaft,57
1479,2019,NATA,GESM,SF464,Facility Management,10
1480,2023,NATD,GESW,SF253,Sozialwesen,2319
1481,2020,NATD,GESM,SF152,Allg. Sprachwissenschaft/Indogermanistik,170
1482,2022,NATD,GESW,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,351
1483,2021,NATA,GESM,SF225,Textil- und Bekleidungstechnik/-gewerbe,40
1484,2019,NATD,GESW,SF070,Griechisch,24
1485,2018,NATA,GESW,SF134,Raumplanung,176
1486,2020,NATA,GESM,SF245,Sozialpädagogik,4
1487,2022,NATD,GESM,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,45
1488,2020,NATD,GESM,SF548,Ur- und Frühgeschichte,22
1489,2022,NATD,GESW,SF429,Stahlbau,0
1490,2019,NATA,GESW,SF069,Grafikdesign/Kommunikationsgestaltung,623
1491,2023,NATD,GESM,SF261,Innere Verwaltung,436
1492,2022,NATD,GESM,SF041,Sonstiges Orientierungsstudium,33
1493,2020,NATD,GESW,SF282,Biotechnologie,1057
1494,2022,NATD,GESW,SF273,Mittlere und neuere Geschichte,17
1495,2020,NATA,GESW,SF234,Pflegewissenschaft/-management,115
1496,2018,NATD,GESW,SF284,Angewandte Sprachwissenschaft,482
1497,2018,NATA,GESW,SF234,Pflegewissenschaft/-management,72
1498,2020,NATD,GESW,SF284,Angewandte Sprachwissenschaft,431
1499,2022,NATD,GESW,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,691
1500,2019,NATD,GESM,SF135,Rechtswissenschaft,4961
1501,2018,NATA,GESM,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),344
1502,2020,NATD,GESW,SF044,Ost- und Südosteuropa-Studien,11
1503,2021,NATD,GESW,SF125,Agrarökonomie,47
1504,2022,NATA,GESM,SF010,Arabisch/Arabistik,10
1505,2019,NATA,GESM,SF075,Holzwirtschaft,6
1506,2021,NATD,GESW,SF365,Pädagogik der frühen Kindheit,524
1507,2018,NATD,GESM,SF054,Film und Fernsehen,155
1508,2019,NATD,GESW,SF365,Pädagogik der frühen Kindheit,509
1509,2021,NATA,GESM,SF075,Holzwirtschaft,4
1510,2022,NATD,GESM,SF180,Kaukasistik,0
1511,2021,NATA,GESW,SF065,Geologie/Paläontologie,7
1512,2018,NATD,GESW,SF044,Ost- und Südosteuropa-Studien,21
1513,2023,NATD,GESW,SF114,Musikwissenschaft/-geschichte,200
1514,2021,NATD,GESM,SF135,Rechtswissenschaft,4634
1515,2019,NATA,GESW,SF066,Geophysik,29
1516,2022,NATA,GESW,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
1517,2023,NATA,GESM,SF081,Iranistik,8
1518,2023,NATD,GESM,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),50
1519,2021,NATA,GESW,SF316,Elektronische Energietechnik,18
1520,2022,NATA,GESW,SF001,Ägyptologie,7
1521,2023,NATD,GESM,SF168,Justizvollzug,25
1522,2018,NATD,GESM,SF304,Medienwirtschaft/Medienmanagement,539
1523,2023,NATA,GESW,SF321,Erwachsenenbildung und außerschulische Jugendbild.,13
1524,2019,NATD,GESW,SF125,Agrarökonomie,65
1525,2018,NATD,GESM,SF294,Materialwissenschaften,134
1526,2022,NATA,GESM,SF157,Mikroelektronik,125
1527,2022,NATD,GESW,SF032,Chemie,1970
1528,2020,NATD,GESM,SF053,"Evangelische Theologie, - Religionslehre",267
1529,2022,NATA,GESW,SF147,Sozialkunde,12
1530,2020,NATD,GESM,SF209,Tschechisch,1
1531,2022,NATD,GESM,SF086,"Katholische Theologie, - Religionslehre",133
1532,2020,NATA,GESM,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),260
1533,2020,NATD,GESM,SF303,Kommunikationswissenschaft/Publizistik,513
1534,2020,NATD,GESW,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),99
1535,2022,NATD,GESW,SF272,Alte Geschichte,20
1536,2018,NATD,GESM,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",47
1537,2023,NATA,GESW,SF227,Weinbau und Kellerwirtschaft,34
1538,2023,NATA,GESM,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0
1539,2023,NATA,GESW,SF071,Haushalts- und Ernährungswissenschaft,53
1540,2023,NATD,GESM,SF262,Bibliothekswesen,0
1541,2018,NATD,GESW,SF043,Neugriechisch,4
1542,2023,NATD,GESW,SF113,Musikerziehung,327
1543,2021,NATA,GESM,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
1544,2019,NATD,GESM,SF134,Raumplanung,257
1545,2021,NATD,GESM,SF134,Raumplanung,217
1546,2018,NATA,GESM,SF149,Soziologie,144
1547,2020,NATA,GESM,SF149,Soziologie,141
1548,2023,NATA,GESW,SF073,Judaistik/Hebräisch,12
1549,2020,NATD,GESM,SF199,Lernbereich Technik,72
1550,2021,NATD,GESW,SF220,Milch- und Molkereiwirtschaft,2
1551,2022,NATD,GESW,SF178,Wirtschafts-/Sozialgeografie,1
1552,2018,NATA,GESM,SF003,Agrarwissenschaft/Landwirtschaft,235
1553,2018,NATD,GESW,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),95
1554,2023,NATD,GESW,SF353,Pflanzenproduktion,44
1555,2018,NATA,GESW,SF235,Fahrzeugtechnik,60
1556,2023,NATD,GESM,SF169,Ethik,13
1557,2018,NATD,GESM,SF305,Medientechnik,776
1558,2023,NATD,GESW,SF019,Orientierungsstudium MINT,10
1559,2022,NATD,GESM,SF181,Wirtschaftspädagogik,279
1560,2021,NATA,GESM,SF076,Hütten- und Gießereiwesen,58
1561,2021,NATA,GESW,SF064,Naturschutz,66
1562,2021,NATD,GESW,SF126,Pharmazie,1238
1563,2022,NATA,GESM,SF011,Arbeitslehre/Wirtschaftslehre,3
1564,2019,NATA,GESM,SF074,Transport-/Fördertechnik,1
1565,2023,NATD,GESW,SF259,Auswärtige Angelegenheiten,42
1566,2019,NATD,GESW,SF220,Milch- und Molkereiwirtschaft,2
1567,2018,NATD,GESW,SF189,Niederdeutsch,0
1568,2018,NATD,GESM,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
1569,2019,NATA,GESW,SF316,Elektronische Energietechnik,27
1570,2019,NATA,GESW,SF160,Computerlinguistik,61
1571,2023,NATA,GESM,SF080,Instrumentalmusik,411
1572,2022,NATA,GESM,SF158,Turkologie,6
1573,2019,NATA,GESW,SF067,Germanistik/Deutsch,2194
1574,2023,NATD,GESM,SF263,Polizei/Verfassungsschutz,3417
1575,2020,NATD,GESM,SF302,Medienwissenschaft,372
1576,2022,NATD,GESW,SF271,Deutsch als Fremdsprache oder als Zweitsprache,122
1577,2020,NATD,GESM,SF292,Islamische Studien/Islamische Theologie,33
1578,2019,NATD,GESW,SF126,Pharmazie,1142
1579,2023,NATD,GESM,SF023,Bildende Kunst/Grafik,73
1580,2021,NATD,GESW,SF127,Philosophie,1058
1581,2022,NATA,GESM,SF012,Archäologie,34
1582,2022,NATA,GESW,SF146,Slawistik (Slawische Philologie),80
1583,2020,NATD,GESM,SF208,Soziale Arbeit,2047
1584,2020,NATD,GESM,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
1585,2022,NATD,GESW,SF177,Werkstofftechnik,104
1586,2018,NATD,GESM,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",31
1587,2018,NATA,GESM,SF002,Afrikanistik,29
1588,2023,NATA,GESW,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),405
1589,2022,NATD,GESW,SF031,Byzantinistik,0
1590,2020,NATA,GESM,SF003,Agrarwissenschaft/Landwirtschaft,210
1591,2022,NATD,GESM,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
1592,2018,NATA,GESM,SF242,Innenarchitektur,25
1593,2020,NATD,GESM,SF052,Erziehungswissenschaft (Pädagogik),1338
1594,2020,NATA,GESW,SF235,Fahrzeugtechnik,40
1595,2019,NATD,GESM,SF231,Druck- und Reproduktionstechnik,64
1596,2023,NATA,GESW,SF074,Transport-/Fördertechnik,0
1597,2020,NATD,GESW,SF140,Angewandte Systemwissenschaften,45
1598,2021,NATD,GESM,SF231,Druck- und Reproduktionstechnik,66
1599,2018,NATD,GESW,SF140,Angewandte Systemwissenschaften,50
1600,2018,NATD,GESW,SF380,Mechatronik,229
1601,2020,NATA,GESW,SF232,Gesundheitswissenschaften/-management,434
1602,2018,NATA,GESW,SF138,Agrarbiologie,48
1603,2020,NATD,GESM,SF056,Finno-Ugristik,4
1604,2020,NATD,GESW,SF286,Mikrosystemtechnik,26
1605,2021,NATA,GESM,SF073,Judaistik/Hebräisch,3
1606,2018,NATA,GESM,SF148,Sozialwissenschaften,249
1607,2022,NATA,GESM,SF154,Lernbereich Gesellschaftslehre,1
1608,2021,NATA,GESW,SF161,Diakoniewissenschaft,8
1609,2021,NATD,GESW,SF221,Bioinformatik,87
1610,2018,NATD,GESW,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
1611,2019,NATA,GESW,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
1612,2023,NATD,GESW,SF018,Berufsbezogene Fremdsprachenausbildung,103
1613,2019,NATD,GESW,SF221,Bioinformatik,106
1614,2021,NATD,GESM,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",57
1615,2018,NATD,GESM,SF208,Soziale Arbeit,1870
1616,2018,NATD,GESM,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
1617,2020,NATD,GESW,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
1618,2018,NATD,GESW,SF286,Mikrosystemtechnik,35
1619,2019,NATA,GESM,SF073,Judaistik/Hebräisch,2
1620,2023,NATD,GESW,SF258,Arbeitsverwaltung,146
1621,2022,NATD,GESM,SF088,Optoelektronik,21
1622,2021,NATA,GESW,SF067,Germanistik/Deutsch,1327
1623,2022,NATD,GESW,SF270,Berufs- und Wirtschaftspädagogik,67
1624,2019,NATD,GESW,SF127,Philosophie,1328
1625,2023,NATA,GESM,SF333,Haushaltswissenschaft,0
1626,2018,NATD,GESM,SF302,Medienwissenschaft,403
1627,2018,NATD,GESM,SF292,Islamische Studien/Islamische Theologie,15
1628,2023,NATD,GESM,SF264,Sozialversicherung,193
1629,2019,NATA,GESW,SF064,Naturschutz,52
1630,2018,NATD,GESM,SF052,Erziehungswissenschaft (Pädagogik),1384
1631,2023,NATD,GESM,SF024,Europäische Ethnologie und Kulturwissenschaft,77
1632,2020,NATA,GESM,SF242,Innenarchitektur,23
1633,2022,NATD,GESM,SF182,Internationale Betriebswirtschaft/Management,1848
1634,2021,NATD,GESW,SF128,Physik,1553
1635,2020,NATA,GESM,SF002,Afrikanistik,28
1636,2020,NATD,GESM,SF305,Medientechnik,722
1637,2022,NATD,GESW,SF176,Werkerziehung,7
1638,2022,NATA,GESW,SF003,Agrarwissenschaft/Landwirtschaft,354
1639,2018,NATA,GESM,SF001,Ägyptologie,23
1640,2019,NATD,GESM,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",80
1641,2020,NATD,GESM,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",24
1642,2018,NATA,GESM,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
1643,2022,NATD,GESW,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",838
1644,2020,NATA,GESW,SF138,Agrarbiologie,78
1645,2022,NATA,GESW,SF149,Soziologie,289
1646,2023,NATA,GESM,SF083,Islamwissenschaft,5
1647,2020,NATA,GESM,SF148,Sozialwissenschaften,178
1648,2018,NATA,GESW,SF231,Druck- und Reproduktionstechnik,14
1649,2019,NATA,GESM,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),655
1650,2020,NATD,GESW,SF141,Abfallwirtschaft,4
1651,2023,NATD,GESW,SF257,Arbeits- und Berufsberatung,82
1652,2020,NATA,GESW,SF233,Nichtärztliche Heilberufe/Therapien,142
1653,2018,NATA,GESW,SF233,Nichtärztliche Heilberufe/Therapien,129
1654,2023,NATD,GESW,SF111,Mineralogie,12
1655,2019,NATD,GESM,SF136,Religionswissenschaft,45
1656,2021,NATD,GESM,SF230,Gesang,9
1657,2020,NATD,GESM,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
1658,2020,NATD,GESW,SF287,Neue Medien,180
1659,2021,NATA,GESM,SF074,Transport-/Fördertechnik,5
1660,2018,NATA,GESM,SF147,Sozialkunde,7
1661,2023,NATA,GESW,SF075,Holzwirtschaft,4
1662,2021,NATA,GESW,SF160,Computerlinguistik,108
1663,2021,NATD,GESW,SF222,Kommunikations- und Informationstechnik,64
1664,2019,NATD,GESW,SF222,Kommunikations- und Informationstechnik,93
1665,2023,NATD,GESM,SF025,Biochemie,351
1666,2018,NATD,GESM,SF053,"Evangelische Theologie, - Religionslehre",367
1667,2020,NATD,GESW,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
1668,2022,NATA,GESM,SF155,Theaterwissenschaft,12
1669,2018,NATA,GESW,SF139,Russisch,40
1670,2023,NATD,GESW,SF017,Bauingenieurwesen/Ingenieurbau,1958
1671,2018,NATD,GESM,SF209,Tschechisch,2
1672,2021,NATD,GESM,SF136,Religionswissenschaft,26
1673,2018,NATD,GESM,SF199,Lernbereich Technik,78
1674,2021,NATA,GESW,SF066,Geophysik,30
1675,2019,NATD,GESM,SF230,Gesang,20
1676,2019,NATD,GESW,SF128,Physik,1938
1677,2021,NATD,GESW,SF129,Politikwissenschaft/Politologie,1416
1678,2022,NATD,GESM,SF089,Verkehrsingenieurwesen,280
1679,2022,NATA,GESW,SF242,Innenarchitektur,128
1680,2018,NATD,GESM,SF303,Kommunikationswissenschaft/Publizistik,586
1681,2020,NATA,GESM,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
1682,2022,NATA,GESM,SF156,Tiermedizin/Veterinärmedizin,29
1683,2022,NATD,GESM,SF183,Wirtschafts-/Sozialgeschichte,4
1684,2020,NATD,GESM,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",26
1685,2023,NATD,GESM,SF265,Bankwesen,62
1686,2019,NATA,GESW,SF065,Geologie/Paläontologie,11
1687,2022,NATA,GESW,SF002,Afrikanistik,32
1688,2020,NATA,GESM,SF001,Ägyptologie,5
1689,2020,NATA,GESW,SF139,Russisch,41
1690,2020,NATD,GESM,SF054,Film und Fernsehen,119
1691,2018,NATA,GESM,SF146,Slawistik (Slawische Philologie),19
1692,2022,NATA,GESW,SF148,Sozialwissenschaften,380
1693,2023,NATA,GESM,SF082,Holz-/Fasertechnik,6
1694,2020,NATD,GESW,SF380,Mechatronik,164
1695,2018,NATA,GESW,SF232,Gesundheitswissenschaften/-management,428
1696,2020,NATA,GESM,SF147,Sozialkunde,11
1697,2022,NATD,GESW,SF175,Volkswirtschaftslehre,637
1698,2020,NATD,GESM,SF304,Medienwirtschaft/Medienmanagement,660
1699,2020,NATD,GESM,SF294,Materialwissenschaften,156
1700,2021,NATD,GESW,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
1701,2023,NATA,GESM,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
1702,2022,NATD,GESW,SF353,Pflanzenproduktion,37
1703,2018,NATD,GESM,SF254,Sachunterricht (einschließlich Schulgarten),13
1704,2021,NATD,GESW,SF001,Ägyptologie,98
1705,2019,NATA,GESW,SF159,Edelstein- und Schmuckdesign,11
1706,2022,NATA,GESW,SF303,Kommunikationswissenschaft/Publizistik,269
1707,2021,NATA,GESW,SF061,Meliorationswesen,0
1708,2020,NATD,GESW,SF155,Theaterwissenschaft,331
1709,2019,NATD,GESM,SF090,Lernbereich Geisteswissenschaften,75
1710,2023,NATA,GESM,SF109,Publizistik (ab 2008 zu SF303),0
1711,2018,NATD,GESM,SF014,Astrophysik und Astronomie,0
1712,2022,NATD,GESM,SF167,Europäische Wirtschaft,105
1713,2023,NATD,GESW,SF095,Latein,95
1714,2022,NATA,GESW,SF053,"Evangelische Theologie, - Religionslehre",34
1715,2018,NATA,GESM,SF074,Transport-/Fördertechnik,3
1716,2022,NATD,GESW,SF259,Auswärtige Angelegenheiten,22
1717,2019,NATA,GESM,SF316,Elektronische Energietechnik,88
1718,2023,NATD,GESM,SF013,Architektur,1559
1719,2023,NATD,GESW,SF105,Mathematik,3191
1720,2019,NATD,GESW,SF089,Verkehrsingenieurwesen,145
1721,2022,NATA,GESW,SF199,Lernbereich Technik,1
1722,2022,NATD,GESW,SF113,Musikerziehung,248
1723,2023,NATD,GESM,SF159,Edelstein- und Schmuckdesign,2
1724,2022,NATA,GESW,SF209,Tschechisch,1
1725,2021,NATD,GESW,SF147,Sozialkunde,179
1726,2019,NATA,GESM,SF160,Computerlinguistik,35
1727,2018,NATD,GESW,SF201,Werken (technisch)/Technologie,22
1728,2018,NATA,GESW,SF260,Bundeswehrverwaltung,0
1729,2022,NATD,GESM,SF260,Bundeswehrverwaltung,29
1730,2021,NATD,GESM,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",14
1731,2022,NATD,GESM,SF020,Bergbau/Bergtechnik,54
1732,2020,NATD,GESM,SF458,Umweltschutz,114
1733,2018,NATA,GESW,SF020,Bergbau/Bergtechnik,33
1734,2022,NATA,GESM,SF211,Energieverfahrenstechnik,154
1735,2022,NATD,GESW,SF019,Orientierungsstudium MINT,2
1736,2023,NATD,GESM,SF253,Sozialwesen,580
1737,2019,NATA,GESM,SF067,Germanistik/Deutsch,693
1738,2023,NATD,GESW,SF096,Lebensmittelchemie,164
1739,2020,NATA,GESM,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
1740,2020,NATD,GESM,SF312,Statistik,177
1741,2018,NATD,GESW,SF107,Medizin (Allgemein-Medizin),5100
1742,2018,NATA,GESW,SF166,Sportmanagement/Sportökonomie,23
1743,2021,NATA,GESW,SF458,Umweltschutz,100
1744,2019,NATA,GESW,SF013,Architektur,1053
1745,2018,NATD,GESM,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,12
1746,2018,NATD,GESW,SF097,Lebensmitteltechnologie,383
1747,2021,NATD,GESM,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
1748,2022,NATD,GESM,SF166,Sportmanagement/Sportökonomie,1170
1749,2019,NATD,GESM,SF006,Amerikanistik/Amerikakunde,91
1750,2020,NATA,GESW,SF225,Textil- und Bekleidungstechnik/-gewerbe,38
1751,2019,NATA,GESW,SF253,Sozialwesen,218
1752,2022,NATA,GESM,SF117,Ausländerpädagogik,8
1753,2021,NATA,GESM,SF124,Ozeanografie,3
1754,2021,NATD,GESM,SF305,Medientechnik,576
1755,2020,NATA,GESM,SF039,Geowissenschaften allgemein,181
1756,2020,NATD,GESM,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
1757,2023,NATA,GESM,SF202,Fertigungs-/Produktionstechnik,205
1758,2019,NATD,GESW,SF182,Internationale Betriebswirtschaft/Management,3317
1759,2021,NATA,GESW,SF312,Statistik,92
1760,2018,NATD,GESW,SF191,Komposition,2
1761,2023,NATA,GESM,SF192,Dirigieren,15
1762,2020,NATA,GESW,SF320,Ernährungswissenschaft,123
1763,2022,NATA,GESW,SF302,Medienwissenschaft,237
1764,2023,NATA,GESW,SF380,Mechatronik,180
1765,2022,NATA,GESW,SF292,Islamische Studien/Islamische Theologie,7
1766,2021,NATA,GESW,SF060,Gartenbau,13
1767,2019,NATD,GESM,SF245,Sozialpädagogik,325
1768,2023,NATA,GESM,SF108,Metalltechnik,0
1769,2018,NATD,GESM,SF255,Archivwesen,20
1770,2022,NATA,GESM,SF118,Technomathematik,74
1771,2023,NATA,GESW,SF140,Angewandte Systemwissenschaften,77
1772,2022,NATD,GESM,SF168,Justizvollzug,15
1773,2022,NATA,GESW,SF052,Erziehungswissenschaft (Pädagogik),559
1774,2021,NATD,GESW,SF242,Innenarchitektur,538
1775,2020,NATD,GESW,SF010,Arabisch/Arabistik,49
1776,2023,NATA,GESM,SF098,Sportpädagogik/Sportpsychologie,57
1777,2019,NATA,GESM,SF065,Geologie/Paläontologie,13
1778,2021,NATD,GESW,SF148,Sozialwissenschaften,1352
1779,2023,NATA,GESW,SF286,Mikrosystemtechnik,55
1780,2023,NATD,GESW,SF094,Wasserbau,33
1781,2022,NATA,GESW,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
1782,2022,NATD,GESW,SF018,Berufsbezogene Fremdsprachenausbildung,92
1783,2020,NATD,GESW,SF156,Tiermedizin/Veterinärmedizin,779
1784,2022,NATA,GESW,SF208,Soziale Arbeit,637
1785,2023,NATD,GESM,SF014,Astrophysik und Astronomie,1
1786,2023,NATA,GESW,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
1787,2023,NATD,GESW,SF104,Maschinenbau/-wesen,963
1788,2021,NATD,GESW,SF002,Afrikanistik,66
1789,2018,NATA,GESM,SF073,Judaistik/Hebräisch,5
1790,2022,NATD,GESW,SF258,Arbeitsverwaltung,152
1791,2020,NATA,GESM,SF371,Tierproduktion,6
1792,2018,NATD,GESW,SF190,Sonderpädagogik,1709
1793,2020,NATD,GESM,SF457,Umwelttechnik (einschließlich Recycling),592
1794,2018,NATD,GESW,SF200,Computer- und Kommunikationstechniken,250
1795,2021,NATD,GESM,SF304,Medienwirtschaft/Medienmanagement,508
1796,2023,NATA,GESM,SF201,Werken (technisch)/Technologie,0
1797,2021,NATA,GESW,SF219,Kunststofftechnik,0
1798,2020,NATD,GESM,SF061,Meliorationswesen,0
1799,2022,NATD,GESM,SF021,Betriebswirtschaftslehre,14385
