,acyear,nationality,gender,subj_code,subj_name,stud_count
5357,2023,NATA,GESW,SF165,Orchestermusik,124
5358,2019,NATA,GESM,SF186,Lernbereich Naturwissenschaft/Sachunterricht,4
5359,2021,NATD,GESW,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
5360,2022,NATD,GESM,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
5361,2022,NATD,GESW,SF139,Russisch,16
5362,2020,NATD,GESW,SF035,Darstellende Kunst/Bühnenkunst/Regie,85
5363,2021,NATA,GESW,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
5364,2019,NATA,GESM,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",27
5365,2023,NATD,GESW,SF225,Textil- und Bekleidungstechnik/-gewerbe,150
5366,2022,NATA,GESW,SF079,Informatik,1949
5367,2018,NATA,GESM,SF204,Malerei,25
5368,2018,NATA,GESM,SF194,Tonmeister,13
5369,2023,NATD,GESM,SF039,Geowissenschaften allgemein,649
5370,2019,NATD,GESW,SF312,Statistik,0
5371,2018,NATA,GESW,SF380,Mechatronik,172
5372,2018,NATD,GESW,SF321,Erwachsenenbildung und außerschulische Jugendbild.,125
5373,2022,NATD,GESM,SF380,Mechatronik,1512
5374,2020,NATD,GESM,SF182,Internationale Betriebswirtschaft/Management,2217
5375,2019,NATD,GESW,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
5376,2020,NATA,GESM,SF253,Sozialwesen,57
5377,2023,NATD,GESM,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
5378,2018,NATA,GESW,SF140,Angewandte Systemwissenschaften,46
5379,2019,NATA,GESM,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,37
5380,2021,NATA,GESM,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),369
5381,2020,NATA,GESW,SF095,Latein,5
5382,2019,NATA,GESW,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
5383,2023,NATA,GESM,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),936
5384,2020,NATA,GESW,SF105,Mathematik,420
5385,2018,NATD,GESW,SF227,Weinbau und Kellerwirtschaft,69
5386,2018,NATA,GESW,SF286,Mikrosystemtechnik,78
5387,2021,NATD,GESM,SF175,Volkswirtschaftslehre,1303
5388,2022,NATD,GESM,SF286,Mikrosystemtechnik,101
5389,2019,NATD,GESM,SF126,Pharmazie,471
5390,2020,NATA,GESM,SF013,Architektur,560
5391,2020,NATD,GESM,SF088,Optoelektronik,22
5392,2020,NATA,GESM,SF159,Edelstein- und Schmuckdesign,1
5393,2019,NATD,GESW,SF458,Umweltschutz,153
5394,2018,NATD,GESW,SF071,Haushalts- und Ernährungswissenschaft,909
5395,2022,NATA,GESM,SF081,Iranistik,9
5396,2022,NATA,GESM,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0
5397,2022,NATD,GESM,SF140,Angewandte Systemwissenschaften,155
5398,2018,NATA,GESW,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
5399,2023,NATD,GESW,SF464,Facility Management,192
5400,2022,NATD,GESW,SF232,Gesundheitswissenschaften/-management,3003
5401,2020,NATD,GESW,SF130,Westslawisch (allgemein und a.n.g.),1
5402,2021,NATA,GESW,SF180,Kaukasistik,0
5403,2019,NATD,GESM,SF365,Pädagogik der frühen Kindheit,43
5404,2021,NATD,GESW,SF122,"Orientalistik, Altorientalistik",88
5405,2018,NATA,GESW,SF048,Elektrotechnik/Elektronik,879
5406,2022,NATA,GESW,SF172,Verwaltungswissenschaft/-wesen,83
5407,2019,NATD,GESM,SF125,Agrarökonomie,108
5408,2020,NATD,GESW,SF276,Wirtschaftsmathematik,305
5409,2018,NATD,GESM,SF135,Rechtswissenschaft,5275
5410,2021,NATA,GESM,SF019-07,Friesisch (2007 aufgelöst),0
5411,2023,NATA,GESW,SF260,Bundeswehrverwaltung,0
5412,2021,NATD,GESW,SF268,Verkehrswesen,0
5413,2022,NATD,GESW,SF138,Agrarbiologie,40
5414,2020,NATD,GESW,SF036,Sonstige Regionalwissenschaften,38
5415,2023,NATD,GESM,SF134,Raumplanung,235
5416,2021,NATA,GESW,SF086,"Katholische Theologie, - Religionslehre",11
5417,2023,NATA,GESW,SF020,Bergbau/Bergtechnik,47
5418,2019,NATA,GESM,SF185,Zahnmedizin,106
5419,2021,NATD,GESW,SF028,Brauwesen/Getränketechnologie,18
5420,2022,NATA,GESW,SF078,Indologie,4
5421,2018,NATA,GESM,SF203,Industriedesign/Produktgestaltung,82
5422,2022,NATD,GESM,SF048,Elektrotechnik/Elektronik,4641
5423,2018,NATA,GESM,SF193,Kirchenmusik,5
5424,2023,NATA,GESW,SF166,Sportmanagement/Sportökonomie,33
5425,2023,NATD,GESW,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,71
5426,2023,NATA,GESM,SF321,Erwachsenenbildung und außerschulische Jugendbild.,2
5427,2020,NATD,GESM,SF181,Wirtschaftspädagogik,312
5428,2020,NATA,GESM,SF252,Journalistik (ab 2008 zu SF303),0
5429,2018,NATA,GESM,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
5430,2018,NATA,GESM,SF109,Publizistik (ab 2008 zu SF303),0
5431,2020,NATA,GESM,SF012,Archäologie,37
5432,2018,NATA,GESW,SF141,Abfallwirtschaft,0
5433,2021,NATD,GESW,SF029,Sportwissenschaft,863
5434,2019,NATD,GESW,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
5435,2020,NATA,GESW,SF096,Lebensmittelchemie,27
5436,2020,NATA,GESW,SF106,Tanzpädagogik,40
5437,2018,NATD,GESW,SF320,Ernährungswissenschaft,532
5438,2018,NATD,GESM,SF136,Religionswissenschaft,53
5439,2018,NATA,GESW,SF287,Neue Medien,38
5440,2022,NATA,GESM,SF082,Holz-/Fasertechnik,9
5441,2022,NATD,GESM,SF287,Neue Medien,117
5442,2020,NATD,GESM,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
5443,2023,NATA,GESM,SF227,Weinbau und Kellerwirtschaft,27
5444,2020,NATA,GESM,SF158,Turkologie,3
5445,2021,NATA,GESM,SF245,Sozialpädagogik,14
5446,2018,NATD,GESW,SF226,Verfahrenstechnik,490
5447,2021,NATD,GESM,SF174,Volkskunde,24
5448,2022,NATD,GESM,SF141,Abfallwirtschaft,8
5449,2018,NATA,GESW,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
5450,2020,NATA,GESW,SF200,Computer- und Kommunikationstechniken,95
5451,2021,NATA,GESM,SF005,Klassische Philologie,5
5452,2018,NATD,GESW,SF070,Griechisch,28
5453,2019,NATA,GESW,SF134,Raumplanung,183
5454,2020,NATA,GESW,SF190,Sonderpädagogik,54
5455,2023,NATA,GESM,SF071,Haushalts- und Ernährungswissenschaft,50
5456,2020,NATD,GESW,SF371,Tierproduktion,0
5457,2018,NATD,GESM,SF132,Psychologie,2229
5458,2023,NATD,GESW,SF223,Nautik/Seefahrt,18
5459,2018,NATA,GESM,SF202,Fertigungs-/Produktionstechnik,237
5460,2018,NATA,GESM,SF192,Dirigieren,19
5461,2019,NATD,GESM,SF222,Kommunikations- und Informationstechnik,596
5462,2023,NATA,GESW,SF261,Innere Verwaltung,5
5463,2021,NATD,GESM,SF177,Werkstofftechnik,227
5464,2023,NATA,GESM,SF075,Holzwirtschaft,7
5465,2020,NATD,GESW,SF131,Portugiesisch,9
5466,2022,NATD,GESW,SF231,Druck- und Reproduktionstechnik,122
5467,2021,NATA,GESW,SF183,Wirtschafts-/Sozialgeschichte,17
5468,2023,NATA,GESW,SF021,Betriebswirtschaftslehre,3862
5469,2019,NATD,GESW,SF065,Geologie/Paläontologie,13
5470,2023,NATD,GESW,SF129,Politikwissenschaft/Politologie,1390
5471,2018,NATA,GESM,SF098,Sportpädagogik/Sportpsychologie,31
5472,2022,NATA,GESW,SF175,Volkswirtschaftslehre,622
5473,2018,NATA,GESM,SF108,Metalltechnik,0
5474,2023,NATD,GESM,SF135,Rechtswissenschaft,4355
5475,2020,NATD,GESW,SF277,Wirtschaftsinformatik,1491
5476,2023,NATA,GESW,SF167,Europäische Wirtschaft,78
5477,2021,NATD,GESW,SF123,Ingenieurinformatik/Technische Informatik,193
5478,2019,NATA,GESM,SF184,Wirtschaftswissenschaften,1241
5479,2020,NATD,GESW,SF037,Archiv- und Dokumentationswissenschaft,37
5480,2022,NATD,GESM,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),304
5481,2022,NATD,GESW,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",203
5482,2021,NATD,GESW,SF269,Zoll- und Steuerverwaltung,1262
5483,2021,NATA,GESW,SF089,Verkehrsingenieurwesen,55
5484,2019,NATA,GESW,SF371,Tierproduktion,4
5485,2021,NATA,GESM,SF242,Innenarchitektur,24
5486,2021,NATA,GESM,SF002,Afrikanistik,43
5487,2019,NATA,GESW,SF131,Portugiesisch,6
5488,2020,NATA,GESW,SF009,Anthropologie (Humanbiologie),25
5489,2018,NATA,GESW,SF284,Angewandte Sprachwissenschaft,241
5490,2020,NATA,GESM,SF011,Arbeitslehre/Wirtschaftslehre,3
5491,2019,NATD,GESW,SF064,Naturschutz,34
5492,2020,NATA,GESM,SF157,Mikroelektronik,10
5493,2018,NATD,GESW,SF073,Judaistik/Hebräisch,30
5494,2019,NATA,GESW,SF277,Wirtschaftsinformatik,527
5495,2021,NATA,GESM,SF148,Sozialwissenschaften,198
5496,2019,NATA,GESW,SF037,Archiv- und Dokumentationswissenschaft,5
5497,2018,NATD,GESM,SF039,Geowissenschaften allgemein,742
5498,2022,NATA,GESM,SF235,Fahrzeugtechnik,475
5499,2021,NATD,GESM,SF031,Byzantinistik,0
5500,2022,NATD,GESM,SF142,Schiffbau/Schiffstechnik,74
5501,2018,NATA,GESW,SF044,Ost- und Südosteuropa-Studien,28
5502,2020,NATA,GESW,SF093,Landespflege/Landschaftsgestaltung,60
5503,2020,NATA,GESW,SF103,Markscheidewesen,1
5504,2021,NATD,GESM,SF271,Deutsch als Fremdsprache oder als Zweitsprache,18
5505,2020,NATD,GESW,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,1571
5506,2019,NATD,GESM,SF128,Physik,4362
5507,2020,NATD,GESM,SF184,Wirtschaftswissenschaften,5309
5508,2018,NATA,GESM,SF201,Werken (technisch)/Technologie,1
5509,2018,NATA,GESM,SF191,Komposition,23
5510,2019,NATD,GESM,SF221,Bioinformatik,131
5511,2018,NATD,GESM,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
5512,2023,NATD,GESW,SF222,Kommunikations- und Informationstechnik,91
5513,2019,NATA,GESW,SF038,Lateinamerika-Studien,12
5514,2023,NATA,GESM,SF074,Transport-/Fördertechnik,4
5515,2020,NATD,GESW,SF132,Psychologie,8490
5516,2022,NATD,GESW,SF230,Gesang,27
5517,2021,NATA,GESW,SF182,Internationale Betriebswirtschaft/Management,2407
5518,2022,NATD,GESM,SF144,Technische Kybernetik,29
5519,2018,NATA,GESM,SF097,Lebensmitteltechnologie,23
5520,2022,NATA,GESW,SF174,Volkskunde,18
5521,2018,NATA,GESM,SF107,Medizin (Allgemein-Medizin),884
5522,2023,NATA,GESW,SF262,Bibliothekswesen,0
5523,2019,NATD,GESW,SF066,Geophysik,86
5524,2023,NATD,GESW,SF128,Physik,1830
5525,2020,NATD,GESW,SF038,Lateinamerika-Studien,35
5526,2022,NATD,GESW,SF136,Religionswissenschaft,58
5527,2021,NATA,GESW,SF088,Optoelektronik,6
5528,2023,NATD,GESM,SF136,Religionswissenschaft,30
5529,2023,NATA,GESW,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),23
5530,2021,NATD,GESW,SF124,Ozeanografie,1
5531,2019,NATA,GESM,SF183,Wirtschafts-/Sozialgeschichte,7
5532,2021,NATD,GESM,SF270,Berufs- und Wirtschaftspädagogik,69
5533,2020,NATA,GESM,SF010,Arabisch/Arabistik,17
5534,2023,NATA,GESW,SF168,Justizvollzug,0
5535,2023,NATD,GESM,SF230,Gesang,14
5536,2020,NATA,GESM,SF156,Tiermedizin/Veterinärmedizin,21
5537,2021,NATD,GESM,SF176,Werkerziehung,4
5538,2019,NATD,GESM,SF127,Philosophie,1155
5539,2022,NATD,GESM,SF143,Augenoptik,40
5540,2021,NATA,GESM,SF003,Agrarwissenschaft/Landwirtschaft,245
5541,2020,NATA,GESW,SF094,Wasserbau,44
5542,2018,NATD,GESW,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),602
5543,2019,NATA,GESW,SF132,Psychologie,1076
5544,2023,NATA,GESM,SF073,Judaistik/Hebräisch,12
5545,2020,NATA,GESW,SF104,Maschinenbau/-wesen,470
5546,2022,NATA,GESM,SF080,Instrumentalmusik,389
5547,2020,NATD,GESM,SF183,Wirtschafts-/Sozialgeschichte,4
5548,2021,NATD,GESM,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",678
5549,2021,NATA,GESM,SF149,Soziologie,94
5550,2018,NATD,GESM,SF276,Wirtschaftsmathematik,622
5551,2021,NATD,GESW,SF023,Bildende Kunst/Grafik,113
5552,2023,NATA,GESW,SF161,Diakoniewissenschaft,10
5553,2021,NATA,GESW,SF333,Haushaltswissenschaft,0
5554,2021,NATD,GESW,SF263,Polizei/Verfassungsschutz,2149
5555,2021,NATD,GESM,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,2447
5556,2022,NATD,GESW,SF135,Rechtswissenschaft,7362
5557,2021,NATA,GESW,SF083,Islamwissenschaft,26
5558,2023,NATA,GESM,SF077,Wasserwirtschaft,73
5559,2018,NATD,GESM,SF036,Sonstige Regionalwissenschaften,17
5560,2019,NATD,GESM,SF464,Facility Management,254
5561,2021,NATA,GESM,SF009,Anthropologie (Humanbiologie),16
5562,2018,NATA,GESM,SF200,Computer- und Kommunikationstechniken,200
5563,2018,NATA,GESM,SF190,Sonderpädagogik,4
5564,2022,NATA,GESW,SF271,Deutsch als Fremdsprache oder als Zweitsprache,286
5565,2018,NATD,GESW,SF075,Holzwirtschaft,7
5566,2021,NATD,GESM,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,505
5567,2023,NATA,GESW,SF067,Germanistik/Deutsch,1245
5568,2018,NATD,GESM,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,6018
5569,2019,NATA,GESM,SF284,Angewandte Sprachwissenschaft,66
5570,2022,NATA,GESW,SF031,Byzantinistik,1
5571,2020,NATD,GESW,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
5572,2018,NATD,GESM,SF130,Westslawisch (allgemein und a.n.g.),1
5573,2021,NATD,GESW,SF169,Ethik,55
5574,2018,NATA,GESM,SF096,Lebensmittelchemie,8
5575,2022,NATA,GESW,SF177,Werkstofftechnik,142
5576,2018,NATA,GESM,SF106,Tanzpädagogik,16
5577,2023,NATD,GESM,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",54
5578,2022,NATD,GESM,SF042,Wirtschaftsrecht,813
5579,2022,NATA,GESW,SF178,Wirtschafts-/Sozialgeografie,0
5580,2020,NATA,GESW,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
5581,2020,NATA,GESW,SF109,Publizistik (ab 2008 zu SF303),0
5582,2020,NATD,GESW,SF039,Geowissenschaften allgemein,598
5583,2022,NATD,GESM,SF282,Biotechnologie,568
5584,2020,NATD,GESM,SF084,Italienisch,29
5585,2023,NATD,GESW,SF074,Transport-/Fördertechnik,0
5586,2019,NATA,GESW,SF275,Wissenschaftsgeschichte/Technikgeschichte,0
5587,2020,NATA,GESM,SF155,Theaterwissenschaft,13
5588,2020,NATA,GESW,SF019-07,Friesisch (2007 aufgelöst),0
5589,2022,NATA,GESM,SF233,Nichtärztliche Heilberufe/Therapien,49
5590,2023,NATD,GESM,SF231,Druck- und Reproduktionstechnik,78
5591,2020,NATA,GESW,SF203,Industriedesign/Produktgestaltung,75
5592,2019,NATD,GESM,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,267
5593,2020,NATA,GESW,SF193,Kirchenmusik,3
5594,2022,NATA,GESM,SF139,Russisch,1
5595,2021,NATA,GESM,SF102,Schauspiel,11
5596,2023,NATA,GESM,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
5597,2021,NATD,GESM,SF273,Mittlere und neuere Geschichte,15
5598,2022,NATD,GESM,SF188,Allgemeine Literaturwissenschaft,55
5599,2021,NATD,GESM,SF429,Stahlbau,0
5600,2018,NATA,GESW,SF144,Technische Kybernetik,1
5601,2019,NATA,GESW,SF035,Darstellende Kunst/Bühnenkunst/Regie,83
5602,2021,NATA,GESM,SF092,"Kunstgeschichte, Kunstwissenschaft",28
5603,2021,NATD,GESW,SF264,Sozialversicherung,489
5604,2022,NATD,GESW,SF134,Raumplanung,238
5605,2023,NATD,GESM,SF138,Agrarbiologie,10
5606,2023,NATA,GESM,SF076,Hütten- und Gießereiwesen,12
5607,2021,NATA,GESW,SF082,Holz-/Fasertechnik,4
5608,2018,NATA,GESW,SF146,Slawistik (Slawische Philologie),53
5609,2018,NATD,GESM,SF277,Wirtschaftsinformatik,6810
5610,2021,NATD,GESW,SF024,Europäische Ethnologie und Kulturwissenschaft,227
5611,2021,NATA,GESM,SF094,Wasserbau,64
5612,2021,NATD,GESM,SF178,Wirtschafts-/Sozialgeografie,0
5613,2022,NATA,GESW,SF270,Berufs- und Wirtschaftspädagogik,19
5614,2019,NATD,GESM,SF223,Nautik/Seefahrt,104
5615,2018,NATD,GESM,SF037,Archiv- und Dokumentationswissenschaft,22
5616,2023,NATA,GESW,SF162,Caritaswissenschaft,0
5617,2022,NATA,GESW,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",526
5618,2023,NATD,GESW,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),645
5619,2023,NATD,GESM,SF232,Gesundheitswissenschaften/-management,854
5620,2020,NATD,GESW,SF134,Raumplanung,290
5621,2018,NATD,GESM,SF371,Tierproduktion,0
5622,2020,NATD,GESM,SF333,Haushaltswissenschaft,7
5623,2019,NATA,GESM,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),2
5624,2018,NATA,GESM,SF095,Latein,9
5625,2022,NATA,GESW,SF176,Werkerziehung,0
5626,2018,NATA,GESM,SF105,Mathematik,706
5627,2018,NATD,GESM,SF131,Portugiesisch,4
5628,2023,NATA,GESW,SF068,Geschichte,277
5629,2022,NATD,GESM,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),43
5630,2020,NATD,GESM,SF083,Islamwissenschaft,20
5631,2019,NATA,GESW,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,714
5632,2022,NATD,GESM,SF043,Neugriechisch,4
5633,2020,NATA,GESM,SF154,Lernbereich Gesellschaftslehre,1
5634,2022,NATA,GESM,SF234,Pflegewissenschaft/-management,36
5635,2019,NATA,GESM,SF044,Ost- und Südosteuropa-Studien,11
5636,2020,NATA,GESW,SF204,Malerei,26
5637,2023,NATD,GESW,SF073,Judaistik/Hebräisch,24
5638,2019,NATA,GESW,SF130,Westslawisch (allgemein und a.n.g.),0
5639,2020,NATA,GESW,SF194,Tonmeister,5
5640,2019,NATA,GESW,SF036,Sonstige Regionalwissenschaften,53
5641,2018,NATD,GESM,SF038,Lateinamerika-Studien,11
5642,2018,NATD,GESW,SF074,Transport-/Fördertechnik,9
5643,2021,NATD,GESM,SF032,Chemie,2227
5644,2022,NATD,GESM,SF189,Niederdeutsch,0
5645,2018,NATA,GESW,SF385,Geoökologie,15
5646,2019,NATA,GESW,SF276,Wirtschaftsmathematik,114
5647,2021,NATD,GESM,SF272,Alte Geschichte,11
5648,2018,NATA,GESW,SF145,Sinologie/Koreanistik,99
5649,2019,NATD,GESM,SF129,Politikwissenschaft/Politologie,1709
5650,2021,NATA,GESM,SF093,Landespflege/Landschaftsgestaltung,10
5651,2021,NATA,GESW,SF081,Iranistik,7
5652,2021,NATA,GESM,SF103,Markscheidewesen,0
5653,2019,NATD,GESW,SF215,Gesundheitstechnik,879
5654,2018,NATD,GESM,SF034,Dänisch,2
5655,2018,NATA,GESW,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),207
5656,2023,NATD,GESW,SF321,Erwachsenenbildung und außerschulische Jugendbild.,121
5657,2021,NATA,GESM,SF007,Angewandte Kunst,25
5658,2018,NATA,GESM,SF094,Wasserbau,42
5659,2018,NATD,GESW,SF077,Wasserwirtschaft,47
5660,2023,NATD,GESM,SF139,Russisch,5
5661,2021,NATD,GESM,SF035,Darstellende Kunst/Bühnenkunst/Regie,28
5662,2018,NATA,GESM,SF104,Maschinenbau/-wesen,3849
5663,2019,NATD,GESM,SF320,Ernährungswissenschaft,100
5664,2023,NATA,GESW,SF163,Rhythmik,1
5665,2021,NATD,GESW,SF265,Bankwesen,38
5666,2021,NATD,GESM,SF275,Wissenschaftsgeschichte/Technikgeschichte,0
5667,2022,NATD,GESW,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
5668,2021,NATA,GESW,SF085,Japanologie,43
5669,2023,NATA,GESM,SF173,Ethnologie,45
5670,2019,NATA,GESM,SF042,Wirtschaftsrecht,103
5671,2023,NATD,GESW,SF227,Weinbau und Kellerwirtschaft,39
5672,2023,NATD,GESW,SF071,Haushalts- und Ernährungswissenschaft,555
5673,2022,NATA,GESW,SF273,Mittlere und neuere Geschichte,2
5674,2023,NATD,GESM,SF233,Nichtärztliche Heilberufe/Therapien,515
5675,2023,NATA,GESW,SF069,Grafikdesign/Kommunikationsgestaltung,709
5676,2022,NATA,GESM,SF230,Gesang,52
5677,2018,NATD,GESM,SF274,Tourismuswirtschaft,381
5678,2021,NATD,GESW,SF025,Biochemie,705
5679,2019,NATA,GESM,SF282,Biotechnologie,152
5680,2022,NATA,GESW,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,151
5681,2022,NATA,GESW,SF429,Stahlbau,1
5682,2022,NATD,GESW,SF039,Geowissenschaften allgemein,610
5683,2020,NATA,GESM,SF152,Allg. Sprachwissenschaft/Indogermanistik,66
5684,2020,NATD,GESW,SF135,Rechtswissenschaft,8299
5685,2023,NATA,GESM,SF079,Informatik,5564
5686,2019,NATD,GESW,SF060,Gartenbau,117
5687,2022,NATA,GESW,SF034,Dänisch,0
5688,2019,NATA,GESW,SF273,Mittlere und neuere Geschichte,6
5689,2020,NATA,GESM,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
5690,2020,NATA,GESM,SF548,Ur- und Frühgeschichte,6
5691,2021,NATA,GESW,SF019-07,Friesisch (2007 aufgelöst),0
5692,2022,NATA,GESM,SF231,Druck- und Reproduktionstechnik,29
5693,2019,NATA,GESW,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,178
5694,2019,NATA,GESM,SF189,Niederdeutsch,0
5695,2018,NATA,GESM,SF019-07,Friesisch (2007 aufgelöst),0
5696,2022,NATD,GESM,SF044,Ost- und Südosteuropa-Studien,6
5697,2019,NATD,GESW,SF310,Regenerative Energien,123
5698,2020,NATA,GESW,SF097,Lebensmitteltechnologie,55
5699,2020,NATA,GESW,SF107,Medizin (Allgemein-Medizin),927
5700,2019,NATA,GESW,SF429,Stahlbau,0
5701,2019,NATA,GESM,SF043,Neugriechisch,4
5702,2020,NATD,GESM,SF180,Kaukasistik,0
5703,2019,NATD,GESM,SF070,Griechisch,16
5704,2018,NATD,GESW,SF171,Vermessungswesen (Geodäsie),225
5705,2019,NATA,GESW,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,271
5706,2020,NATA,GESM,SF059,Französisch,25
5707,2021,NATA,GESM,SF090,Lernbereich Geisteswissenschaften,30
5708,2018,NATA,GESW,SF142,Schiffbau/Schiffstechnik,6
5709,2020,NATA,GESW,SF201,Werken (technisch)/Technologie,0
5710,2021,NATA,GESM,SF006,Amerikanistik/Amerikakunde,95
5711,2019,NATD,GESM,SF226,Verfahrenstechnik,698
5712,2020,NATA,GESW,SF191,Komposition,14
5713,2022,NATA,GESM,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",39
5714,2019,NATD,GESW,SF216,Glastechnik/Keramik,2
5715,2022,NATD,GESM,SF284,Angewandte Sprachwissenschaft,45
5716,2020,NATD,GESM,SF086,"Katholische Theologie, - Religionslehre",169
5717,2023,NATD,GESW,SF320,Ernährungswissenschaft,696
5718,2018,NATA,GESM,SF093,Landespflege/Landschaftsgestaltung,32
5719,2021,NATA,GESM,SF008,Anglistik/Englisch,273
5720,2018,NATA,GESM,SF103,Markscheidewesen,0
5721,2018,NATD,GESM,SF035,Darstellende Kunst/Bühnenkunst/Regie,33
5722,2021,NATD,GESW,SF266,Finanzverwaltung,388
5723,2022,NATD,GESW,SF132,Psychologie,8736
5724,2018,NATD,GESW,SF076,Hütten- und Gießereiwesen,7
5725,2021,NATD,GESM,SF034,Dänisch,4
5726,2021,NATA,GESW,SF084,Italienisch,63
5727,2020,NATD,GESW,SF230,Gesang,37
5728,2023,NATA,GESM,SF172,Verwaltungswissenschaft/-wesen,86
5729,2021,NATD,GESW,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",108
5730,2022,NATD,GESM,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
5731,2022,NATA,GESW,SF272,Alte Geschichte,4
5732,2018,NATA,GESM,SF009,Anthropologie (Humanbiologie),18
5733,2019,NATA,GESM,SF041,Sonstiges Orientierungsstudium,0
5734,2023,NATA,GESW,SF164,Jazz und Popularmusik,27
5735,2023,NATD,GESW,SF226,Verfahrenstechnik,321
5736,2023,NATD,GESW,SF070,Griechisch,19
5737,2022,NATD,GESW,SF038,Lateinamerika-Studien,11
5738,2022,NATA,GESW,SF032,Chemie,646
5739,2020,NATA,GESM,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
5740,2023,NATD,GESM,SF234,Pflegewissenschaft/-management,284
5741,2020,NATD,GESW,SF136,Religionswissenschaft,86
5742,2023,NATA,GESM,SF078,Indologie,4
5743,2018,NATD,GESM,SF275,Wissenschaftsgeschichte/Technikgeschichte,5
5744,2021,NATD,GESW,SF026,Biologie,4611
5745,2022,NATA,GESM,SF232,Gesundheitswissenschaften/-management,193
5746,2019,NATD,GESW,SF061,Meliorationswesen,0
5747,2020,NATA,GESW,SF098,Sportpädagogik/Sportpsychologie,19
5748,2022,NATA,GESW,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,189
5749,2020,NATA,GESW,SF108,Metalltechnik,0
5750,2020,NATA,GESM,SF058,"Forstwissenschaft, -wirtschaft",138
5751,2019,NATA,GESM,SF188,Allgemeine Literaturwissenschaft,38
5752,2019,NATA,GESW,SF274,Tourismuswirtschaft,244
5753,2018,NATA,GESW,SF143,Augenoptik,8
5754,2021,NATD,GESM,SF274,Tourismuswirtschaft,316
5755,2021,NATA,GESM,SF091,Kunsterziehung,20
5756,2020,NATA,GESW,SF202,Fertigungs-/Produktionstechnik,37
5757,2018,NATD,GESW,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
5758,2019,NATD,GESM,SF225,Textil- und Bekleidungstechnik/-gewerbe,37
5759,2022,NATD,GESW,SF131,Portugiesisch,5
5760,2020,NATA,GESW,SF192,Dirigieren,6
5761,2021,NATA,GESM,SF101,Restaurierungskunde,2
