,year,subj_grp_code,subj_grp_name,gender,number
979,2023,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,m,228
980,2018,SB-SKW-10,"Anglistik, Amerikanistik",m,715
981,2018,SB-SKW-11,Romanistik,m,435
982,2022,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,f,830
983,2023,SF013,Architektur,m,1642
984,2020,MEDVET-ALLG-01,Veterinärmedizin allgemein,f,10
985,2022,SB-AGRW-01,"Landespflege, Umweltgestaltung",f,194
986,2019,HS-VERW-01,Zentrale Hochschulverwaltung,f,1955
987,2020,SB-NATW-05,Chemie,f,3544
988,2021,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,m,159
989,2019,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,f,0
990,2020,SB-RWSW-11,Erziehungswissenschaften,m,2115
991,2021,SB-NATW-01,"Mathematik, Naturwissenschaften allgemein",f,299
992,2020,SB-SKW-19,Medienwissenschaft,m,310
993,2019,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,f,758
994,2018,SB-RWSW-02,Regionalwissenschaften,m,72
995,2021,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,f,464
996,2019,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",m,3175
997,2023,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),f,1716
998,2019,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),f,7148
999,2020,FACHGR-SKW,Geisteswissenschaften,f,10797
1000,2021,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),f,7565
1001,2021,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",f,3547
1002,2023,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",f,3663
1003,2023,FACHGR-INGW,Ingenieurwissenschaften,f,12947
1004,2018,FACHGR-INGW,Ingenieurwissenschaften,m,41395
1005,2018,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,m,31384
1006,2023,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",m,3274
1007,2020,FACHGR-INGW,Ingenieurwissenschaften,m,43421
1008,2022,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",m,3295
1009,2023,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",m,25274
1010,2019,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",f,3177
1011,2018,FACHGR-SKW,Geisteswissenschaften,m,9746
1012,2020,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),f,7393
1013,2019,FACHGR-SKW,Geisteswissenschaften,f,10523
1014,2019,FACHGR-NATW,"Mathematik, Naturwissenschaften",m,30715
1015,2020,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,f,35503
1016,2018,FACHGR-NATW,"Mathematik, Naturwissenschaften",m,30546
1017,2023,FACHGR-NATW,"Mathematik, Naturwissenschaften",f,15720
1018,2020,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",m,25381
1019,2021,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,f,36796
1020,2022,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),f,7891
1021,2019,FACHGR-SKW,Geisteswissenschaften,m,9795
1022,2021,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",m,4366
1023,2018,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),f,7196
1024,2023,FACHGR-INGW,Ingenieurwissenschaften,m,43973
1025,2019,FACHGR-INGW,Ingenieurwissenschaften,m,41940
1026,2018,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),f,918
1027,2020,FACHGR-NATW,"Mathematik, Naturwissenschaften",f,14668
1028,2021,FACHGR-INGW,Ingenieurwissenschaften,m,44189
1029,2023,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,f,39574
1030,2020,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),f,1118
1031,2021,FACHGR-SKW,Geisteswissenschaften,m,9634
1032,2022,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),f,1555
1033,2022,FACHGR-SKW,Geisteswissenschaften,m,9504
1034,2018,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",m,3240
1035,2023,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",m,4357
1036,2018,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",m,4314
1037,2019,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",m,24837
1038,2019,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",m,4284
1039,2018,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",m,24734
1040,2020,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",m,4302
1041,2018,FACHGR-SKW,Geisteswissenschaften,f,10437
1042,2023,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),f,7987
1043,2020,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",m,3261
1044,2018,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",f,19644
1045,2022,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,f,38076
1046,2020,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",f,21269
1047,2023,FACHGR-NATW,"Mathematik, Naturwissenschaften",m,30062
1048,2022,FACHGR-INGW,Ingenieurwissenschaften,m,43836
1049,2022,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",m,4383
1050,2021,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),f,1537
1051,2021,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",f,3426
1052,2021,FACHGR-SKW,Geisteswissenschaften,f,11067
1053,2019,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),f,910
1054,2019,FACHGR-INGW,Ingenieurwissenschaften,f,10595
1055,2023,FACHGR-SKW,Geisteswissenschaften,m,9295
1056,2018,FACHGR-INGW,Ingenieurwissenschaften,f,10124
1057,2022,FACHGR-NATW,"Mathematik, Naturwissenschaften",f,15323
1058,2023,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",f,3754
1059,2018,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,f,31840
1060,2020,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",f,3259
1061,2021,FACHGR-NATW,"Mathematik, Naturwissenschaften",f,14969
1062,2019,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,f,33225
1063,2022,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",m,25390
1064,2018,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",f,3069
1065,2021,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",m,25494
1066,2021,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",m,3310
1067,2022,FACHGR-KUNSTW,"Kunst, Kunstwissenschaft",f,3584
1068,2023,FACHGR-SKW,Geisteswissenschaften,f,11047
1069,2020,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,m,33555
1070,2019,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",f,20417
1071,2021,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",f,22081
1072,2020,FACHGR-SKW,Geisteswissenschaften,m,9771
1073,2023,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),m,1255
1074,2022,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",f,3543
1075,2019,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,m,32285
1076,2022,FACHGR-INGW,Ingenieurwissenschaften,f,12513
1077,2021,FACHGR-INGW,Ingenieurwissenschaften,f,12143
1078,2020,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),m,7200
1079,2018,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),m,637
1080,2019,FACHGR-NATW,"Mathematik, Naturwissenschaften",f,14586
1081,2021,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),m,1172
1082,2020,FACHGR-NATW,"Mathematik, Naturwissenschaften",m,30751
1083,2020,FACHGR-INGW,Ingenieurwissenschaften,f,11401
1084,2023,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,m,34825
1085,2019,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),m,656
1086,2022,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),m,1136
1087,2018,FACHGR-NATW,"Mathematik, Naturwissenschaften",f,14210
1088,2020,FACHGR-ZE-02,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),m,755
1089,2022,FACHGR-SKW,Geisteswissenschaften,f,11058
1090,2018,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",f,3212
1091,2019,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",f,3263
1092,2022,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),m,7629
1093,2018,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),m,6874
1094,2019,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),m,6986
1095,2023,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",f,22993
1096,2022,FACHGR-NATW,"Mathematik, Naturwissenschaften",m,30342
1097,2021,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,m,33843
1098,2023,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),m,7700
1099,2021,FACHGR-ZE-01,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),m,7507
1100,2022,FACHGR-MEDHUM,Humanmedizin/Gesundheitswissenschaften,m,34325
1101,2022,FACHGR-RWSW,"Rechts-, Wirtschafts- und Sozialwissenschaften",f,22639
1102,2020,FACHGR-AGRVET,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",f,3374
1103,2021,FACHGR-NATW,"Mathematik, Naturwissenschaften",m,30781
