,year,nationality,gender,subj_code,subj_name,number
1727,2022,domestic,m,020,Bergbau/Bergtechnik,54
1728,2020,domestic,m,458,Umweltschutz,114
1729,2018,foreign,f,020,Bergbau/Bergtechnik,33
1730,2022,foreign,m,211,Energieverfahrenstechnik,154
1731,2022,domestic,f,019,Orientierungsstudium MINT,2
1732,2023,domestic,m,253,Sozialwesen,580
1733,2019,foreign,m,067,Germanistik/Deutsch,693
1734,2023,domestic,f,096,Lebensmittelchemie,164
1735,2020,foreign,m,303,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
1736,2020,domestic,m,312,Statistik,177
1737,2018,domestic,f,107,Medizin (Allgemein-Medizin),5100
1738,2018,foreign,f,166,Sportmanagement/Sportökonomie,23
1739,2021,foreign,f,458,Umweltschutz,100
1740,2019,foreign,f,013,Architektur,1053
1741,2018,domestic,m,015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,12
1742,2018,domestic,f,097,Lebensmitteltechnologie,383
1743,2021,domestic,m,055,Orientierungsstudium Gesellschaftswissenschaften,0
1744,2022,domestic,m,166,Sportmanagement/Sportökonomie,1170
1745,2019,domestic,m,006,Amerikanistik/Amerikakunde,91
1746,2020,foreign,f,225,Textil- und Bekleidungstechnik/-gewerbe,38
1747,2019,foreign,f,253,Sozialwesen,218
1748,2022,foreign,m,117,Ausländerpädagogik,8
1749,2021,foreign,m,124,Ozeanografie,3
1750,2021,domestic,m,305,Medientechnik,576
1751,2020,foreign,m,039,Geowissenschaften allgemein,181
1752,2020,domestic,m,190,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
1753,2023,foreign,m,202,Fertigungs-/Produktionstechnik,205
1754,2019,domestic,f,182,Internationale Betriebswirtschaft/Management,3317
1755,2021,foreign,f,312,Statistik,92
1756,2018,domestic,f,191,Komposition,2
1757,2023,foreign,m,192,Dirigieren,15
1758,2020,foreign,f,320,Ernährungswissenschaft,123
1759,2022,foreign,f,302,Medienwissenschaft,237
1760,2023,foreign,f,380,Mechatronik,180
1761,2022,foreign,f,292,Islamische Studien/Islamische Theologie,7
1762,2021,foreign,f,060,Gartenbau,13
1763,2019,domestic,m,245,Sozialpädagogik,325
1764,2023,foreign,m,108,Metalltechnik,0
1765,2018,domestic,m,255,Archivwesen,20
1766,2022,foreign,m,118,Technomathematik,74
1767,2023,foreign,f,140,Angewandte Systemwissenschaften,77
1768,2022,domestic,m,168,Justizvollzug,15
1769,2022,foreign,f,052,Erziehungswissenschaft (Pädagogik),559
1770,2021,domestic,f,242,Innenarchitektur,538
1771,2020,domestic,f,010,Arabisch/Arabistik,49
1772,2023,foreign,m,098,Sportpädagogik/Sportpsychologie,57
1773,2019,foreign,m,065,Geologie/Paläontologie,13
1774,2021,domestic,f,148,Sozialwissenschaften,1352
1775,2023,foreign,f,286,Mikrosystemtechnik,55
1776,2023,domestic,f,094,Wasserbau,33
1777,2022,foreign,f,232,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
1778,2022,domestic,f,018,Berufsbezogene Fremdsprachenausbildung,92
1779,2020,domestic,f,156,Tiermedizin/Veterinärmedizin,779
1780,2022,foreign,f,208,Soziale Arbeit,637
1781,2023,domestic,m,014,Astrophysik und Astronomie,1
1782,2023,foreign,f,232,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
1783,2023,domestic,f,104,Maschinenbau/-wesen,963
1784,2021,domestic,f,002,Afrikanistik,66
1785,2018,foreign,m,073,Judaistik/Hebräisch,5
1786,2022,domestic,f,258,Arbeitsverwaltung,152
1787,2020,foreign,m,371,Tierproduktion,6
1788,2018,domestic,f,190,Sonderpädagogik,1709
1789,2020,domestic,m,457,Umwelttechnik (einschließlich Recycling),592
1790,2018,domestic,f,200,Computer- und Kommunikationstechniken,250
1791,2021,domestic,m,304,Medienwirtschaft/Medienmanagement,508
1792,2023,foreign,m,201,Werken (technisch)/Technologie,0
1793,2021,foreign,f,219,Kunststofftechnik,0
1794,2020,domestic,m,061,Meliorationswesen,0
1795,2022,domestic,m,021,Betriebswirtschaftslehre,14385
1796,2020,foreign,m,132,Psychologie,307
1797,2021,foreign,m,365,Pädagogik der frühen Kindheit,6
1798,2023,domestic,m,254,Sachunterricht (einschließlich Schulgarten),32
1799,2018,foreign,f,261,Innere Verwaltung,24
1800,2019,foreign,m,066,Geophysik,34
1801,2021,domestic,m,544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",31
1802,2020,foreign,f,226,Verfahrenstechnik,142
1803,2019,foreign,f,254,Sachunterricht (einschließlich Schulgarten),3
1804,2021,foreign,m,125,Agrarökonomie,102
1805,2018,domestic,f,106,Tanzpädagogik,13
1806,2018,foreign,f,021,Betriebswirtschaftslehre,3723
1807,2023,foreign,m,107,Medizin (Allgemein-Medizin),755
1808,2019,foreign,f,014,Astrophysik und Astronomie,25
1809,2018,domestic,m,016,Baltistik,2
1810,2022,foreign,m,212,Feinwerktechnik,6
1811,2018,domestic,f,096,Lebensmittelchemie,252
1812,2021,domestic,m,054,Film und Fernsehen,137
1813,2019,domestic,f,183,Wirtschafts-/Sozialgeschichte,3
1814,2019,domestic,m,005,Klassische Philologie,13
1815,2020,foreign,f,070,Griechisch,8
1816,2023,foreign,m,191,Komposition,26
1817,2018,foreign,f,167,Europäische Wirtschaft,78
1818,2021,domestic,m,294,Materialwissenschaften,96
1819,2022,domestic,m,261,Innere Verwaltung,377
1820,2020,foreign,m,038,Lateinamerika-Studien,6
1821,2022,domestic,f,111,Mineralogie,8
1822,2018,domestic,m,012,Archäologie,432
1823,2022,domestic,m,169,Ethik,20
1824,2018,domestic,f,303,Publizistik (ab 2008 zu SF303),0
1825,2020,domestic,f,011,Arbeitslehre/Wirtschaftslehre,204
1826,2018,domestic,f,190,Lernbehindertenpädagogik (ab 2016 zu SF190),0
1827,2021,domestic,m,057,Luft- und Raumfahrttechnik,681
1828,2023,foreign,m,195,Gesundheitspädagogik,17
1829,2019,domestic,m,102,Schauspiel,24
1830,2018,domestic,m,158,Turkologie,5
1831,2022,domestic,m,023,Bildende Kunst/Grafik,80
1832,2022,foreign,f,305,Medientechnik,55
1833,2022,domestic,f,017,Bauingenieurwesen/Ingenieurbau,2059
1834,2023,domestic,m,255,Archivwesen,24
1835,2020,domestic,f,157,Mikroelektronik,0
1836,2021,foreign,f,190,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
1837,2019,foreign,m,064,Naturschutz,28
1838,2023,foreign,f,141,Abfallwirtschaft,1
1839,2021,domestic,f,149,Soziologie,1613
1840,2022,foreign,f,055,Orientierungsstudium Gesellschaftswissenschaften,0
1841,2023,domestic,f,093,Landespflege/Landschaftsgestaltung,402
1842,2018,foreign,m,072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),576
1843,2020,foreign,m,370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,1386
1844,2022,domestic,f,257,Arbeits- und Berufsberatung,81
1845,2023,domestic,m,015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,6
1846,2018,domestic,m,303,Journalistik (ab 2008 zu SF303),0
1847,2021,domestic,f,003,Agrarwissenschaft/Landwirtschaft,755
1848,2023,domestic,f,103,Markscheidewesen,0
1849,2023,foreign,f,287,Neue Medien,77
1850,2023,foreign,f,234,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
1851,2020,foreign,m,131,Portugiesisch,0
1852,2018,foreign,f,164,Jazz und Popularmusik,18
1853,2022,domestic,m,022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),89
1854,2020,foreign,m,277,Wirtschaftsinformatik,844
1855,2020,foreign,f,129,Politikwissenschaft/Politologie,644
1856,2021,foreign,m,122,"Orientalistik, Altorientalistik",16
1857,2018,domestic,m,159,Edelstein- und Schmuckdesign,3
1858,2020,foreign,m,037,Archiv- und Dokumentationswissenschaft,4
1859,2021,foreign,f,216,Glastechnik/Keramik,0
1860,2020,domestic,m,064,Naturschutz,13
1861,2023,foreign,m,204,Malerei,13
1862,2019,domestic,f,184,Wirtschaftswissenschaften,4046
1863,2018,domestic,f,193,Kirchenmusik,15
1864,2019,domestic,m,092,"Kunstgeschichte, Kunstwissenschaft",320
1865,2021,foreign,m,268,Verkehrswesen,0
1866,2022,foreign,f,545,"Kath. Religionspäd., kirchliche Bildungsarbeit",79
1867,2023,foreign,m,194,Tonmeister,27
1868,2018,domestic,f,203,Industriedesign/Produktgestaltung,203
1869,2021,domestic,m,190,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
1870,2022,domestic,m,262,Bibliothekswesen,2
1871,2019,foreign,f,011,Arbeitslehre/Wirtschaftslehre,8
1872,2019,domestic,m,008,Anglistik/Englisch,1666
1873,2020,foreign,f,223,Nautik/Seefahrt,9
1874,2021,foreign,m,028,Brauwesen/Getränketechnologie,12
1875,2019,foreign,f,157,Mikroelektronik,5
1876,2022,foreign,m,115,Grundschul-/Primärstufenpädagogik,5
1877,2018,domestic,m,253,Sozialwesen,654
1878,2023,domestic,f,102,Schauspiel,29
1879,2021,foreign,f,310,Regenerative Energien,40
1880,2018,foreign,m,071,Haushalts- und Ernährungswissenschaft,29
1881,2020,foreign,f,464,Facility Management,21
1882,2022,domestic,f,256,Rechtspflege,691
1883,2018,domestic,m,013,Architektur,1735
1884,2019,domestic,m,091,Kunsterziehung,90
1885,2018,domestic,f,108,Metalltechnik,23
1886,2022,foreign,f,304,Medienwirtschaft/Medienmanagement,198
1887,2019,domestic,f,186,Lernbereich Naturwissenschaft/Sachunterricht,872
1888,2022,domestic,f,110,Meteorologie,98
1889,2018,foreign,m,321,Erwachsenenbildung und außerschulische Jugendbild.,6
1890,2022,foreign,f,294,Materialwissenschaften,75
1891,2018,domestic,f,098,Sportpädagogik/Sportpsychologie,561
1892,2021,domestic,m,056,Finno-Ugristik,5
1893,2021,foreign,f,190,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
1894,2019,domestic,m,101,Restaurierungskunde,13
1895,2020,domestic,f,303,Journalistik (ab 2008 zu SF303),0
1896,2019,foreign,m,219,Kunststofftechnik,8
1897,2021,domestic,f,004,Interdisz. Studien (Schwerpunkt Geisteswiss.),1204
1898,2023,foreign,f,142,Schiffbau/Schiffstechnik,2
1899,2023,domestic,f,008,Anglistik/Englisch,4381
1900,2022,domestic,m,024,Europäische Ethnologie und Kulturwissenschaft,69
1901,2022,foreign,f,054,Film und Fernsehen,78
1902,2023,domestic,m,256,Rechtspflege,219
1903,2020,domestic,f,012,Archäologie,587
1904,2019,foreign,m,190,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
1905,2023,domestic,f,092,"Kunstgeschichte, Kunstwissenschaft",1010
1906,2022,domestic,f,016,Baltistik,1
1907,2018,foreign,m,227,Weinbau und Kellerwirtschaft,41
1908,2020,domestic,f,158,Turkologie,25
1909,2023,domestic,m,016,Baltistik,0
1910,2023,foreign,f,048,Elektrotechnik/Elektronik,790
1911,2020,foreign,m,130,Westslawisch (allgemein und a.n.g.),0
1912,2021,domestic,m,390,Archäometrie (Ingenieurarchäologie),1
1913,2020,foreign,m,276,Wirtschaftsmathematik,80
1914,2019,foreign,f,303,Journalistik (ab 2008 zu SF303),0
1915,2021,foreign,m,123,Ingenieurinformatik/Technische Informatik,596
1916,2022,foreign,m,210,Verkehrswirtschaft,43
1917,2023,domestic,m,110,Meteorologie,116
1918,2023,domestic,f,009,Anthropologie (Humanbiologie),59
1919,2020,domestic,m,219,Kunststofftechnik,71
1920,2019,domestic,f,185,Zahnmedizin,843
1921,2019,domestic,m,247,Medizinische Informatik,225
1922,2021,foreign,m,269,Zoll- und Steuerverwaltung,3
1923,2022,foreign,m,116,Textilgestaltung,20
1924,2023,foreign,m,193,Kirchenmusik,2
1925,2018,foreign,f,165,Orchestermusik,145
1926,2021,foreign,f,457,Umwelttechnik (einschließlich Recycling),111
1927,2022,domestic,m,263,Polizei/Verfassungsschutz,3159
1928,2020,foreign,m,036,Sonstige Regionalwissenschaften,7
1929,2020,foreign,f,224,Physikal. Technik/Mechanische Verfahrenstechnik,33
1930,2018,domestic,f,192,Dirigieren,2
1931,2021,foreign,m,029,Sportwissenschaft,165
1932,2019,foreign,f,158,Turkologie,14
1933,2022,foreign,f,544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",3
1934,2019,foreign,f,012,Archäologie,47
1935,2018,domestic,f,202,Fertigungs-/Produktionstechnik,92
1936,2021,domestic,m,150,Spanisch,107
1937,2019,domestic,m,007,Angewandte Kunst,116
1938,2020,domestic,m,190,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
1939,2023,foreign,m,203,Industriedesign/Produktgestaltung,61
1940,2018,foreign,m,070,Griechisch,11
1941,2021,domestic,m,059,Französisch,87
1942,2022,domestic,f,255,Archivwesen,25
1943,2023,foreign,m,197,Holzbau,2
1944,2023,domestic,m,017,Bauingenieurwesen/Ingenieurbau,4807
1945,2021,foreign,m,129,Politikwissenschaft/Politologie,583
1946,2018,domestic,m,156,Tiermedizin/Veterinärmedizin,143
1947,2018,foreign,f,025,Biochemie,210
1948,2018,foreign,m,320,Ernährungswissenschaft,20
1949,2023,foreign,m,190,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
1950,2020,domestic,f,253,Sozialwesen,2734
1951,2023,foreign,f,041,Sonstiges Orientierungsstudium,4
1952,2021,domestic,f,143,Augenoptik,87
1953,2023,foreign,m,207,Sorabistik,0
1954,2021,foreign,f,119,Niederländisch,7
1955,2022,domestic,m,069,Grafikdesign/Kommunikationsgestaltung,839
1956,2022,foreign,f,190,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
1957,2023,domestic,f,193,Kirchenmusik,9
1958,2020,domestic,f,013,Architektur,3045
1959,2023,domestic,m,111,Mineralogie,12
1960,2023,foreign,f,187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,57
1961,2023,domestic,f,203,Industriedesign/Produktgestaltung,198
1962,2022,domestic,f,015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,8
1963,2018,foreign,m,226,Verfahrenstechnik,227
1964,2023,domestic,m,257,Arbeits- und Berufsberatung,29
1965,2020,domestic,f,159,Edelstein- und Schmuckdesign,1
1966,2018,domestic,m,010,Arabisch/Arabistik,13
1967,2021,domestic,f,049,Interdisz. Studien (Schwerp. Naturwissenschaften),326
1968,2022,foreign,m,353,Pflanzenproduktion,2
1969,2022,domestic,m,162,Caritaswissenschaft,1
1970,2019,domestic,f,084,Italienisch,74
1971,2022,foreign,f,058,"Forstwissenschaft, -wirtschaft",114
1972,2020,foreign,m,275,Wissenschaftsgeschichte/Technikgeschichte,0
1973,2022,foreign,m,113,Musikerziehung,27
1974,2020,foreign,m,035,Darstellende Kunst/Bühnenkunst/Regie,20
1975,2019,foreign,m,165,Orchestermusik,95
1976,2022,domestic,m,068,Geschichte,1907
1977,2020,foreign,f,073,Judaistik/Hebräisch,2
1978,2023,domestic,f,194,Tonmeister,6
1979,2018,domestic,f,205,Bildhauerei/Plastik,10
1980,2018,foreign,f,264,Sozialversicherung,11
1981,2021,domestic,m,153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
1982,2022,foreign,m,259,Auswärtige Angelegenheiten,0
1983,2019,domestic,m,104,Maschinenbau/-wesen,9473
1984,2018,domestic,f,195,Gesundheitspädagogik,701
1985,2019,foreign,f,155,Theaterwissenschaft,65
1986,2023,foreign,m,050,Geografie/Erdkunde,108
1987,2021,foreign,m,222,Kommunikations- und Informationstechnik,362
1988,2022,foreign,m,019,Orientierungsstudium MINT,0
1989,2023,foreign,m,300,Biomedizin,42
1990,2018,foreign,f,024,Europäische Ethnologie und Kulturwissenschaft,121
1991,2023,foreign,f,280,Kartografie,20
1992,2019,domestic,m,094,Wasserbau,103
1993,2023,foreign,m,290,Sonstige Fächer,498
1994,2018,domestic,m,011,Arbeitslehre/Wirtschaftslehre,88
1995,2021,domestic,f,144,Technische Kybernetik,8
1996,2023,foreign,f,282,Biotechnologie,423
1997,2018,foreign,f,026,Biologie,949
1998,2022,domestic,f,014,Astrophysik und Astronomie,0
1999,2018,foreign,m,225,Textil- und Bekleidungstechnik/-gewerbe,53
2000,2021,domestic,m,058,"Forstwissenschaft, -wirtschaft",525
2001,2022,foreign,f,390,Archäometrie (Ingenieurarchäologie),1
2002,2023,domestic,m,018,Berufsbezogene Fremdsprachenausbildung,21
2003,2018,domestic,m,157,Mikroelektronik,0
2004,2023,foreign,f,042,Wirtschaftsrecht,176
2005,2023,foreign,m,206,Polnisch,0
2006,2021,foreign,f,118,Technomathematik,26
2007,2022,foreign,f,150,Spanisch,134
2008,2022,domestic,f,254,Sachunterricht (einschließlich Schulgarten),136
2009,2023,foreign,m,196,Studienkolleg,0
2010,2023,foreign,f,188,Allgemeine Literaturwissenschaft,143
2011,2019,foreign,m,163,Rhythmik,0
2012,2023,domestic,f,192,Dirigieren,1
2013,2020,domestic,f,254,Sachunterricht (einschließlich Schulgarten),77
2014,2023,domestic,f,202,Fertigungs-/Produktionstechnik,43
2015,2022,foreign,f,056,Finno-Ugristik,1
2016,2020,foreign,m,273,Mittlere und neuere Geschichte,4
2017,2023,domestic,m,258,Arbeitsverwaltung,67
2018,2020,domestic,f,014,Astrophysik und Astronomie,0
2019,2022,foreign,f,057,Luft- und Raumfahrttechnik,75
2020,2023,domestic,f,190,Lernbehindertenpädagogik (ab 2016 zu SF190),0
2021,2020,foreign,m,274,Tourismuswirtschaft,128
2022,2019,foreign,f,010,Arabisch/Arabistik,10
2023,2019,domestic,m,009,Anthropologie (Humanbiologie),6
2024,2023,domestic,f,303,Publizistik (ab 2008 zu SF303),0
2025,2019,domestic,f,085,Japanologie,309
2026,2020,foreign,f,074,Transport-/Fördertechnik,0
2027,2020,domestic,m,213,Versorgungstechnik,375
2028,2020,foreign,m,034,Dänisch,0
2029,2019,foreign,m,164,Jazz und Popularmusik,42
2030,2019,domestic,m,093,Landespflege/Landschaftsgestaltung,301
2031,2018,domestic,f,194,Tonmeister,6
2032,2019,foreign,f,156,Tiermedizin/Veterinärmedizin,113
2033,2021,foreign,m,223,Nautik/Seefahrt,58
2034,2018,domestic,f,204,Malerei,18
2035,2021,domestic,m,152,Allg. Sprachwissenschaft/Indogermanistik,120
2036,2019,domestic,m,103,Markscheidewesen,2
2037,2021,foreign,f,215,Gesundheitstechnik,323
2038,2023,foreign,m,205,Bildhauerei/Plastik,5
2039,2020,domestic,m,119,Niederländisch,14
2040,2022,foreign,m,114,Musikwissenschaft/-geschichte,30
2041,2018,foreign,f,265,Bankwesen,1
2042,2022,domestic,m,163,Rhythmik,0
2043,2021,domestic,m,548,Ur- und Frühgeschichte,23
2044,2022,domestic,f,013,Architektur,2710
2045,2018,foreign,m,224,Physikal. Technik/Mechanische Verfahrenstechnik,208
2046,2023,domestic,m,259,Auswärtige Angelegenheiten,30
2047,2021,domestic,f,385,Geoökologie,64
2048,2023,foreign,m,053,"Evangelische Theologie, - Religionslehre",39
2049,2018,foreign,f,169,Ethik,11
2050,2018,foreign,m,464,Facility Management,10
2051,2021,foreign,f,211,Energieverfahrenstechnik,30
2052,2021,domestic,f,145,Sinologie/Koreanistik,299
2053,2023,foreign,m,209,Tschechisch,0
2054,2018,domestic,f,207,Sorabistik,6
2055,2021,domestic,m,155,Theaterwissenschaft,59
2056,2022,domestic,f,253,Sozialwesen,2411
2057,2018,domestic,f,197,Holzbau,21
2058,2023,domestic,m,019,Orientierungsstudium MINT,4
2059,2019,domestic,m,200,Computer- und Kommunikationstechniken,410
2060,2018,domestic,f,190,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
2061,2023,foreign,f,283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),5
2062,2023,domestic,m,353,Pflanzenproduktion,28
2063,2020,domestic,f,255,Archivwesen,29
2064,2023,foreign,f,043,Neugriechisch,2
2065,2019,foreign,m,162,Caritaswissenschaft,2
2066,2020,domestic,m,310,Regenerative Energien,407
2067,2020,domestic,f,015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,11
2068,2020,foreign,m,272,Alte Geschichte,2
2069,2023,domestic,f,191,Komposition,2
2070,2022,foreign,f,153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
2071,2022,domestic,f,159,Edelstein- und Schmuckdesign,5
2072,2023,foreign,m,199,Lernbereich Technik,1
2073,2023,domestic,m,113,Musikerziehung,216
2074,2018,domestic,m,154,Lernbereich Gesellschaftslehre,11
2075,2023,foreign,f,189,Niederdeutsch,0
2076,2023,domestic,f,201,Werken (technisch)/Technologie,24
2077,2020,foreign,m,033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,195
2078,2019,foreign,m,069,Grafikdesign/Kommunikationsgestaltung,299
2079,2019,domestic,f,180,Kaukasistik,0
2080,2020,domestic,m,060,Gartenbau,141
2081,2019,domestic,m,096,Lebensmittelchemie,99
2082,2020,foreign,m,429,Stahlbau,0
2083,2023,domestic,f,098,Sportpädagogik/Sportpsychologie,483
2084,2020,domestic,m,216,Glastechnik/Keramik,15
2085,2022,foreign,m,257,Arbeits- und Berufsberatung,2
2086,2018,foreign,f,262,Bibliothekswesen,0
2087,2019,domestic,f,086,"Katholische Theologie, - Religionslehre",419
2088,2023,domestic,f,108,Metalltechnik,4
2089,2020,foreign,m,179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,551
2090,2019,foreign,f,153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
2091,2020,foreign,f,227,Weinbau und Kellerwirtschaft,28
2092,2021,foreign,m,220,Milch- und Molkereiwirtschaft,2
2093,2022,foreign,m,111,Mineralogie,12
2094,2019,foreign,f,059,Französisch,123
2095,2023,foreign,m,302,Medienwissenschaft,72
2096,2018,foreign,f,022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),34
2097,2023,foreign,m,292,Islamische Studien/Islamische Theologie,27
2098,2020,foreign,f,071,Haushalts- und Ernährungswissenschaft,81
2099,2019,domestic,m,190,Sonderpädagogik,282
2100,2022,domestic,f,303,Journalistik (ab 2008 zu SF303),0
2101,2018,foreign,f,168,Justizvollzug,0
2102,2019,domestic,m,106,Tanzpädagogik,6
2103,2022,domestic,m,164,Jazz und Popularmusik,75
2104,2020,foreign,f,321,Erwachsenenbildung und außerschulische Jugendbild.,15
2105,2021,foreign,m,126,Pharmazie,130
2106,2022,foreign,m,017,Bauingenieurwesen/Ingenieurbau,1415
2107,2018,domestic,m,155,Theaterwissenschaft,66
2108,2021,foreign,f,212,Feinwerktechnik,1
2109,2023,domestic,f,200,Computer- und Kommunikationstechniken,296
2110,2023,foreign,m,208,Soziale Arbeit,127
2111,2022,domestic,f,158,Turkologie,19
2112,2023,foreign,m,232,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
2113,2021,foreign,m,128,Physik,1083
2114,2023,foreign,f,284,Angewandte Sprachwissenschaft,131
2115,2022,domestic,f,012,Archäologie,717
2116,2018,foreign,m,223,Nautik/Seefahrt,46
2117,2018,domestic,f,206,Polnisch,2
2118,2021,domestic,m,154,Lernbereich Gesellschaftslehre,11
2119,2023,foreign,m,052,Erziehungswissenschaft (Pädagogik),132
2120,2018,domestic,f,196,Studienkolleg,0
2121,2023,foreign,f,044,Ost- und Südosteuropa-Studien,3
2122,2019,domestic,f,088,Optoelektronik,9
2123,2023,domestic,f,106,Tanzpädagogik,11
2124,2020,foreign,m,271,Deutsch als Fremdsprache oder als Zweitsprache,72
2125,2022,foreign,f,152,Allg. Sprachwissenschaft/Indogermanistik,224
2126,2020,domestic,f,110,Meteorologie,90
2127,2020,foreign,m,031,Byzantinistik,2
2128,2021,domestic,f,146,Slawistik (Slawische Philologie),85
2129,2019,foreign,m,161,Diakoniewissenschaft,0
2130,2023,domestic,f,190,Sonderpädagogik,1532
2131,2018,foreign,m,129,Politikwissenschaft/Politologie,720
2132,2023,domestic,m,114,Musikwissenschaft/-geschichte,160
2133,2020,domestic,f,256,Rechtspflege,717
2134,2020,domestic,m,215,Gesundheitstechnik,845
2135,2020,domestic,f,016,Baltistik,2
2136,2019,foreign,m,068,Geschichte,325
2137,2020,foreign,m,032,Chemie,454
2138,2023,domestic,f,097,Lebensmitteltechnologie,182
2139,2022,foreign,f,059,Französisch,121
2140,2020,foreign,m,178,Wirtschafts-/Sozialgeografie,2
2141,2019,foreign,f,154,Lernbereich Gesellschaftslehre,0
2142,2021,foreign,m,221,Bioinformatik,58
2143,2022,foreign,f,548,Ur- und Frühgeschichte,10
2144,2019,domestic,f,190,Körperbehindertenpädagogik (ab 2016 zu SF190),0
2145,2023,domestic,f,107,Medizin (Allgemein-Medizin),5787
2146,2020,foreign,f,072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),233
2147,2018,domestic,f,050,Geografie/Erdkunde,1545
2148,2022,foreign,m,018,Berufsbezogene Fremdsprachenausbildung,45
2149,2022,foreign,m,258,Arbeitsverwaltung,1
2150,2018,foreign,f,263,Polizei/Verfassungsschutz,8
2151,2022,domestic,m,165,Orchestermusik,27
2152,2019,domestic,m,095,Latein,90
2153,2018,domestic,f,300,Biomedizin,136
2154,2021,foreign,m,127,Philosophie,260
2155,2019,domestic,m,105,Mathematik,3512
2156,2021,foreign,f,213,Versorgungstechnik,23
2157,2019,domestic,f,181,Wirtschaftspädagogik,506
2158,2018,foreign,f,023,Bildende Kunst/Grafik,183
2159,2018,domestic,f,290,Sonstige Fächer,260
2160,2021,foreign,f,115,Grundschul-/Primärstufenpädagogik,27
2161,2022,foreign,m,190,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
2162,2023,domestic,m,115,Grundschul-/Primärstufenpädagogik,248
2163,2022,domestic,m,123,Ingenieurinformatik/Technische Informatik,1305
2164,2022,foreign,f,097,Lebensmitteltechnologie,71
2165,2022,domestic,m,029,Sportwissenschaft,1129
2166,2022,foreign,m,219,Kunststofftechnik,9
2167,2022,foreign,f,107,Medizin (Allgemein-Medizin),1224
2168,2018,domestic,m,210,Verkehrswirtschaft,130
2169,2019,foreign,f,115,Grundschul-/Primärstufenpädagogik,35
2170,2023,foreign,m,305,Medientechnik,93
2171,2020,foreign,m,270,Berufs- und Wirtschaftspädagogik,11
2172,2021,domestic,m,202,Fertigungs-/Produktionstechnik,267
2173,2018,foreign,m,270,Berufs- und Wirtschaftspädagogik,5
2174,2020,domestic,f,111,Mineralogie,7
2175,2020,foreign,f,078,Indologie,1
2176,2020,domestic,f,257,Arbeits- und Berufsberatung,93
2177,2023,foreign,m,055,Orientierungsstudium Gesellschaftswissenschaften,0
2178,2021,foreign,m,262,Bibliothekswesen,0
2179,2022,domestic,m,269,Zoll- und Steuerverwaltung,1050
2180,2020,foreign,m,030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",228
2181,2023,foreign,f,211,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
2182,2020,domestic,m,210,Verkehrswirtschaft,142
2183,2018,foreign,f,064,Naturschutz,42
2184,2020,domestic,f,017,Bauingenieurwesen/Ingenieurbau,2175
2185,2018,domestic,m,117,Ausländerpädagogik,0
2186,2018,domestic,f,005,Klassische Philologie,31
2187,2018,foreign,m,176,Werkerziehung,0
2188,2019,domestic,m,108,Metalltechnik,92
2189,2019,foreign,m,023,Bildende Kunst/Grafik,91
2190,2023,domestic,f,208,Soziale Arbeit,8000
2191,2021,foreign,m,022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),7
2192,2023,domestic,f,052,Erziehungswissenschaft (Pädagogik),5314
2193,2020,foreign,m,177,Werkstofftechnik,258
2194,2023,foreign,f,001,Ägyptologie,9
