,year,nationality,gender,subj_code,subj_name,number
6012,2019,domestic,f,162,Caritaswissenschaft,0
6013,2021,domestic,f,068,Geschichte,1433
6014,2018,foreign,m,190,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
6015,2020,foreign,f,057,Luft- und Raumfahrttechnik,53
6016,2023,foreign,m,178,Wirtschafts-/Sozialgeografie,1
6017,2020,domestic,m,137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",62
6018,2020,foreign,m,190,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
6019,2020,foreign,m,197,Holzbau,2
6020,2020,foreign,m,207,Sorabistik,2
6021,2023,foreign,m,032,Chemie,457
6022,2022,domestic,f,080,Instrumentalmusik,90
6023,2023,foreign,f,264,Sozialversicherung,20
6024,2019,domestic,f,068,Geschichte,1652
6025,2018,foreign,f,283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),5
6026,2023,foreign,f,024,Europäische Ethnologie und Kulturwissenschaft,111
6027,2020,foreign,f,150,Spanisch,109
6028,2021,foreign,m,211,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
6029,2020,domestic,f,080,Instrumentalmusik,118
6030,2021,domestic,m,190,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
6031,2018,foreign,f,043,Neugriechisch,7
6032,2018,foreign,m,197,Holzbau,7
6033,2018,foreign,m,207,Sorabistik,1
6034,2018,domestic,f,222,Kommunikations- und Informationstechnik,117
6035,2019,domestic,m,075,Holzwirtschaft,13
6036,2021,foreign,m,001,Ägyptologie,10
6037,2020,foreign,f,390,Archäometrie (Ingenieurarchäologie),0
6038,2018,foreign,f,189,Niederdeutsch,0
6039,2022,foreign,m,180,Kaukasistik,0
6040,2022,domestic,m,385,Geoökologie,51
6041,2019,domestic,f,161,Diakoniewissenschaft,40
6042,2018,domestic,m,234,Pflegewissenschaft/-management,314
6043,2021,foreign,f,135,Rechtswissenschaft,1364
6044,2021,foreign,m,147,Sozialkunde,16
6045,2018,domestic,f,128,Physik,1838
6046,2019,foreign,m,146,Slawistik (Slawische Philologie),26
6047,2021,domestic,m,076,Hütten- und Gießereiwesen,7
6048,2023,domestic,f,175,Volkswirtschaftslehre,678
6049,2019,foreign,f,232,Gesundheitswissenschaften/-management,424
6050,2021,domestic,f,162,Caritaswissenschaft,0
6051,2018,domestic,m,230,Gesang,22
6052,2022,domestic,m,147,Sozialkunde,116
6053,2019,domestic,f,069,Grafikdesign/Kommunikationsgestaltung,1611
6054,2021,domestic,f,069,Grafikdesign/Kommunikationsgestaltung,1918
6055,2020,foreign,m,290,Sonstige Fächer,374
6056,2020,foreign,m,300,Biomedizin,61
6057,2022,foreign,f,171,Vermessungswesen (Geodäsie),87
6058,2021,foreign,f,139,Russisch,34
6059,2018,foreign,m,300,Biomedizin,51
6060,2018,foreign,m,290,Sonstige Fächer,915
6061,2020,foreign,m,050,Geografie/Erdkunde,82
6062,2023,domestic,m,085,Japanologie,157
6063,2019,domestic,f,163,Rhythmik,0
6064,2021,domestic,m,079,Informatik,11083
6065,2020,domestic,m,234,Pflegewissenschaft/-management,326
6066,2022,domestic,m,001,Ägyptologie,121
6067,2022,foreign,f,077,Wasserwirtschaft,71
6068,2018,foreign,m,196,Studienkolleg,0
6069,2018,foreign,m,206,Polnisch,1
6070,2020,foreign,m,196,Studienkolleg,0
6071,2020,foreign,m,206,Polnisch,1
6072,2023,foreign,m,035,Darstellende Kunst/Bühnenkunst/Regie,25
6073,2023,foreign,f,265,Bankwesen,13
6074,2019,domestic,m,079,Informatik,11149
6075,2018,foreign,m,050,Geografie/Erdkunde,145
6076,2023,foreign,m,275,Wissenschaftsgeschichte/Technikgeschichte,0
6077,2020,foreign,f,054,Film und Fernsehen,40
6078,2018,foreign,f,280,Kartografie,14
6079,2022,domestic,f,235,Fahrzeugtechnik,93
6080,2019,foreign,m,385,Geoökologie,14
6081,2023,foreign,f,025,Biochemie,224
6082,2020,foreign,f,053,"Evangelische Theologie, - Religionslehre",23
6083,2023,domestic,f,174,Volkskunde,74
6084,2019,domestic,m,172,Verwaltungswissenschaft/-wesen,1464
6085,2021,foreign,m,144,Technische Kybernetik,7
6086,2020,domestic,f,081,Iranistik,3
6087,2018,foreign,f,040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",39
6088,2020,foreign,f,303,Kommunikationswissenschaft/Publizistik,205
6089,2020,domestic,f,312,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0
6090,2018,foreign,f,186,Lernbereich Naturwissenschaft/Sachunterricht,25
6091,2023,domestic,m,086,"Katholische Theologie, - Religionslehre",135
6092,2021,domestic,f,163,Rhythmik,2
6093,2022,foreign,m,333,Haushaltswissenschaft,0
6094,2018,domestic,m,137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",85
6095,2022,foreign,m,083,Islamwissenschaft,8
6096,2019,foreign,f,135,Rechtswissenschaft,1477
6097,2018,domestic,f,225,Textil- und Bekleidungstechnik/-gewerbe,231
6098,2021,domestic,m,173,Ethnologie,74
6099,2019,foreign,m,145,Sinologie/Koreanistik,30
6100,2022,foreign,f,190,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
6101,2023,domestic,m,180,Kaukasistik,0
6102,2021,foreign,f,138,Agrarbiologie,60
6103,2019,foreign,f,136,Religionswissenschaft,19
6104,2018,domestic,m,231,Druck- und Reproduktionstechnik,92
6105,2019,domestic,f,164,Jazz und Popularmusik,42
6106,2022,foreign,m,084,Italienisch,14
6107,2022,domestic,m,242,Innenarchitektur,64
6108,2019,domestic,m,078,Indologie,8
6109,2022,foreign,f,076,Hütten- und Gießereiwesen,1
6110,2018,foreign,m,205,Bildhauerei/Plastik,12
6111,2018,foreign,m,195,Gesundheitspädagogik,4
6112,2020,foreign,m,195,Gesundheitspädagogik,8
6113,2020,foreign,m,205,Bildhauerei/Plastik,16
6114,2023,foreign,m,034,Dänisch,0
6115,2021,foreign,f,230,Gesang,68
6116,2022,domestic,m,002,Afrikanistik,44
6117,2023,foreign,m,274,Tourismuswirtschaft,97
6118,2020,foreign,f,055,Orientierungsstudium Gesellschaftswissenschaften,0
6119,2022,domestic,f,234,Pflegewissenschaft/-management,1149
6120,2023,foreign,f,120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",5
6121,2020,domestic,m,233,Nichtärztliche Heilberufe/Therapien,378
6122,2022,domestic,m,148,Sozialwissenschaften,772
6123,2018,foreign,f,041,Sonstiges Orientierungsstudium,0
6124,2021,foreign,m,385,Geoökologie,9
6125,2018,domestic,f,224,Physikal. Technik/Mechanische Verfahrenstechnik,103
6126,2021,domestic,m,172,Verwaltungswissenschaft/-wesen,1647
6127,2019,foreign,m,144,Technische Kybernetik,4
6128,2020,foreign,f,304,Medienwirtschaft/Medienmanagement,170
6129,2019,domestic,m,171,Vermessungswesen (Geodäsie),478
6130,2023,domestic,f,173,Ethnologie,240
6131,2020,foreign,f,294,Materialwissenschaften,41
6132,2023,foreign,f,266,Finanzverwaltung,2
6133,2018,foreign,f,187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,90
6134,2020,foreign,f,544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",1
6135,2020,domestic,m,139,Russisch,14
6136,2023,foreign,f,026,Biologie,1175
6137,2021,foreign,m,145,Sinologie/Koreanistik,39
6138,2018,domestic,f,464,Facility Management,171
6139,2020,domestic,f,082,Holz-/Fasertechnik,31
6140,2022,domestic,m,211,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
6141,2021,domestic,m,078,Indologie,4
6142,2023,domestic,m,190,Körperbehindertenpädagogik (ab 2016 zu SF190),0
6143,2023,domestic,f,079,Informatik,2394
6144,2019,foreign,f,230,Gesang,72
6145,2021,domestic,f,164,Jazz und Popularmusik,32
6146,2018,domestic,m,138,Agrarbiologie,71
6147,2021,foreign,f,137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",149
6148,2020,domestic,m,211,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
6149,2021,foreign,m,280,Kartografie,14
6150,2021,domestic,m,220,Milch- und Molkereiwirtschaft,5
6151,2019,foreign,m,138,Agrarbiologie,82
6152,2020,foreign,m,061,Meliorationswesen,0
6153,2018,foreign,m,159,Edelstein- und Schmuckdesign,3
6154,2021,foreign,m,040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",37
6155,2020,foreign,m,457,Umwelttechnik (einschließlich Recycling),96
6156,2020,foreign,f,234,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
6157,2019,domestic,f,014,Astrophysik und Astronomie,0
6158,2022,domestic,m,095,Latein,70
6159,2018,foreign,f,105,Mathematik,526
6160,2020,foreign,f,287,Neue Medien,49
6161,2019,foreign,f,074,Transport-/Fördertechnik,0
6162,2020,domestic,m,147,Sozialkunde,150
6163,2021,foreign,m,186,Lernbereich Naturwissenschaft/Sachunterricht,10
6164,2022,domestic,m,105,Mathematik,2969
6165,2023,foreign,m,024,Europäische Ethnologie und Kulturwissenschaft,55
6166,2018,domestic,f,035,Darstellende Kunst/Bühnenkunst/Regie,81
6167,2021,domestic,m,126,Pharmazie,426
6168,2019,domestic,f,254,Sachunterricht (einschließlich Schulgarten),94
6169,2020,domestic,m,001,Ägyptologie,58
6170,2020,foreign,f,141,Abfallwirtschaft,0
6171,2018,domestic,m,089,Verkehrsingenieurwesen,438
6172,2018,foreign,f,095,Latein,14
6173,2019,domestic,m,068,Geschichte,2038
6174,2020,domestic,f,320,Ernährungswissenschaft,827
6175,2023,foreign,m,264,Sozialversicherung,18
6176,2018,domestic,f,275,Wissenschaftsgeschichte/Technikgeschichte,4
6177,2020,domestic,f,070,Griechisch,24
6178,2023,domestic,f,261,Innere Verwaltung,787
6179,2019,domestic,m,161,Diakoniewissenschaft,22
6180,2020,foreign,f,380,Mechatronik,147
6181,2018,foreign,m,303,Journalistik (ab 2008 zu SF303),0
6182,2020,domestic,f,226,Verfahrenstechnik,438
6183,2022,foreign,f,232,Gesundheitswissenschaften/-management,486
6184,2022,foreign,m,232,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
6185,2021,foreign,f,132,Psychologie,1176
6186,2018,domestic,m,183,Wirtschafts-/Sozialgeschichte,22
6187,2023,foreign,f,210,Verkehrswirtschaft,32
6188,2022,domestic,f,187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,119
6189,2023,domestic,f,167,Europäische Wirtschaft,189
6190,2018,foreign,m,158,Turkologie,9
6191,2023,domestic,m,075,Holzwirtschaft,22
6192,2022,foreign,f,138,Agrarbiologie,60
6193,2021,foreign,f,038,Lateinamerika-Studien,13
6194,2019,foreign,m,232,Gesundheitswissenschaften/-management,185
6195,2023,domestic,f,021,Betriebswirtschaftslehre,12515
6196,2022,domestic,f,041,Sonstiges Orientierungsstudium,15
6197,2021,domestic,f,190,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
6198,2023,foreign,f,116,Textilgestaltung,87
6199,2018,foreign,m,012,Archäologie,37
6200,2021,domestic,f,219,Kunststofftechnik,21
6201,2018,domestic,f,274,Tourismuswirtschaft,1423
6202,2023,foreign,f,118,Technomathematik,55
6203,2021,domestic,m,365,Pädagogik der frühen Kindheit,71
6204,2020,foreign,f,048,Elektrotechnik/Elektronik,743
6205,2018,foreign,f,190,Sonderpädagogik,43
6206,2019,foreign,m,137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",64
6207,2020,foreign,m,216,Glastechnik/Keramik,2
6208,2020,foreign,m,060,Gartenbau,20
6209,2018,foreign,f,200,Computer- und Kommunikationstechniken,90
6210,2022,foreign,m,380,Mechatronik,1128
6211,2023,foreign,m,023,Bildende Kunst/Grafik,63
6212,2019,domestic,m,067,Germanistik/Deutsch,1515
6213,2021,foreign,m,041,Sonstiges Orientierungsstudium,0
6214,2019,foreign,f,075,Holzwirtschaft,4
6215,2019,domestic,f,255,Archivwesen,32
6216,2020,foreign,f,142,Schiffbau/Schiffstechnik,3
6217,2022,foreign,m,140,Angewandte Systemwissenschaften,157
6218,2018,foreign,f,096,Lebensmittelchemie,29
6219,2018,domestic,f,034,Dänisch,11
6220,2023,foreign,m,263,Polizei/Verfassungsschutz,99
6221,2021,domestic,m,125,Agrarökonomie,91
6222,2018,foreign,f,106,Tanzpädagogik,47
6223,2022,domestic,m,190,Sonderpädagogik,293
6224,2022,domestic,m,200,Computer- und Kommunikationstechniken,409
6225,2020,domestic,m,146,Slawistik (Slawische Philologie),37
6226,2021,foreign,m,187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,46
6227,2022,foreign,m,286,Mikrosystemtechnik,244
6228,2020,domestic,f,321,Erwachsenenbildung und außerschulische Jugendbild.,189
6229,2021,foreign,f,131,Portugiesisch,5
6230,2022,foreign,f,231,Druck- und Reproduktionstechnik,22
6231,2022,domestic,f,040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",50
6232,2019,domestic,m,160,Computerlinguistik,63
6233,2023,domestic,f,260,Bundeswehrverwaltung,51
6234,2023,foreign,m,169,Ethik,10
6235,2023,foreign,f,211,Energieverfahrenstechnik,46
6236,2019,domestic,m,316,Elektronische Energietechnik,142
6237,2019,foreign,f,076,Hütten- und Gießereiwesen,18
6238,2022,domestic,f,280,Kartografie,23
6239,2022,foreign,m,234,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
6240,2020,domestic,f,071,Haushalts- und Ernährungswissenschaft,893
6241,2018,domestic,m,184,Wirtschaftswissenschaften,4984
6242,2022,domestic,m,106,Tanzpädagogik,6
6243,2018,foreign,m,157,Mikroelektronik,24
6244,2019,domestic,f,015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,9
6245,2022,domestic,m,096,Lebensmittelchemie,99
6246,2020,domestic,f,227,Weinbau und Kellerwirtschaft,76
6247,2022,foreign,f,137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",159
6248,2021,foreign,f,037,Archiv- und Dokumentationswissenschaft,11
6249,2023,domestic,f,166,Sportmanagement/Sportökonomie,398
6250,2023,foreign,f,117,Ausländerpädagogik,8
6251,2018,foreign,m,011,Arbeitslehre/Wirtschaftslehre,4
6252,2023,domestic,m,076,Hütten- und Gießereiwesen,8
6253,2019,foreign,m,231,Druck- und Reproduktionstechnik,14
6254,2023,domestic,f,020,Bergbau/Bergtechnik,20
6255,2022,domestic,f,186,Lernbereich Naturwissenschaft/Sachunterricht,695
6256,2020,foreign,m,310,Regenerative Energien,150
6257,2021,domestic,f,064,Naturschutz,12
6258,2023,foreign,f,119,Niederländisch,8
6259,2018,domestic,f,371,Tierproduktion,1
6260,2020,foreign,m,215,Gesundheitstechnik,340
6261,2018,foreign,f,103,Markscheidewesen,1
6262,2022,foreign,m,283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),5
6263,2021,foreign,m,184,Wirtschaftswissenschaften,1226
6264,2023,domestic,m,190,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
6265,2021,foreign,f,277,Wirtschaftsinformatik,553
6266,2019,domestic,f,256,Rechtspflege,667
6267,2020,domestic,m,003,Agrarwissenschaft/Landwirtschaft,1080
6268,2018,domestic,m,190,Körperbehindertenpädagogik (ab 2016 zu SF190),0
6269,2022,foreign,m,189,Niederdeutsch,0
6270,2018,foreign,f,093,Landespflege/Landschaftsgestaltung,74
6271,2023,foreign,m,266,Finanzverwaltung,0
6272,2018,domestic,f,277,Wirtschaftsinformatik,1681
6273,2019,domestic,m,164,Jazz und Popularmusik,101
6274,2022,domestic,m,191,Komposition,7
6275,2019,domestic,f,110,Meteorologie,154
6276,2022,domestic,m,201,Werken (technisch)/Technologie,24
6277,2019,foreign,f,072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),303
6278,2018,foreign,f,009,Anthropologie (Humanbiologie),36
6279,2023,foreign,m,120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",2
6280,2022,foreign,m,043,Neugriechisch,0
6281,2018,domestic,f,131,Portugiesisch,8
6282,2021,domestic,m,222,Kommunikations- und Informationstechnik,465
6283,2019,foreign,m,230,Gesang,56
6284,2021,foreign,f,371,Tierproduktion,3
6285,2018,domestic,m,181,Wirtschaftspädagogik,327
6286,2018,foreign,m,010,Arabisch/Arabistik,10
6287,2020,domestic,f,072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),612
6288,2018,domestic,f,038,Lateinamerika-Studien,18
6289,2020,domestic,m,149,Soziologie,703
6290,2021,domestic,m,129,Politikwissenschaft/Politologie,1529
6291,2019,domestic,m,163,Rhythmik,0
6292,2022,domestic,m,107,Medizin (Allgemein-Medizin),2721
6293,2023,foreign,m,026,Biologie,547
6294,2019,foreign,m,136,Religionswissenschaft,20
6295,2022,foreign,f,234,Pflegewissenschaft/-management,93
6296,2021,foreign,f,134,Raumplanung,232
6297,2021,domestic,f,065,Geologie/Paläontologie,6
6298,2023,foreign,f,212,Feinwerktechnik,2
6299,2019,domestic,f,016,Baltistik,0
6300,2022,domestic,m,097,Lebensmitteltechnologie,173
6301,2022,domestic,f,185,Zahnmedizin,848
6302,2023,domestic,f,165,Orchestermusik,26
6303,2018,foreign,m,156,Tiermedizin/Veterinärmedizin,42
6304,2023,domestic,m,077,Wasserwirtschaft,54
6305,2018,domestic,f,130,Westslawisch (allgemein und a.n.g.),2
6306,2021,domestic,m,221,Bioinformatik,128
6307,2018,domestic,f,370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,1790
6308,2020,domestic,m,242,Innenarchitektur,64
6309,2023,domestic,m,171,Vermessungswesen (Geodäsie),463
6310,2020,foreign,f,232,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
6311,2022,foreign,m,044,Ost- und Südosteuropa-Studien,5
6312,2018,foreign,f,094,Wasserbau,33
6313,2018,domestic,f,036,Sonstige Regionalwissenschaften,36
6314,2021,domestic,m,127,Philosophie,840
6315,2023,foreign,m,265,Bankwesen,13
6316,2018,foreign,f,104,Maschinenbau/-wesen,689
6317,2020,foreign,f,286,Mikrosystemtechnik,57
6318,2022,domestic,m,192,Dirigieren,3
6319,2022,foreign,m,284,Angewandte Sprachwissenschaft,74
6320,2019,domestic,f,111,Mineralogie,0
6321,2020,domestic,m,148,Sozialwissenschaften,946
6322,2022,domestic,m,202,Fertigungs-/Produktionstechnik,238
6323,2021,foreign,m,185,Zahnmedizin,77
6324,2018,domestic,m,088,Optoelektronik,32
6325,2019,domestic,m,069,Grafikdesign/Kommunikationsgestaltung,734
6326,2018,domestic,f,276,Wirtschaftsmathematik,427
6327,2019,foreign,f,073,Judaistik/Hebräisch,4
6328,2020,foreign,f,140,Angewandte Systemwissenschaften,41
6329,2020,domestic,m,002,Afrikanistik,40
6330,2023,domestic,m,078,Indologie,5
6331,2018,domestic,m,182,Internationale Betriebswirtschaft/Management,2378
6332,2021,domestic,f,160,Computerlinguistik,29
6333,2022,domestic,m,108,Metalltechnik,55
6334,2022,domestic,f,184,Wirtschaftswissenschaften,3806
6335,2023,foreign,m,025,Biochemie,107
6336,2022,foreign,f,233,Nichtärztliche Heilberufe/Therapien,176
6337,2021,foreign,f,303,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
6338,2018,domestic,f,037,Archiv- und Dokumentationswissenschaft,41
6339,2019,domestic,f,257,Arbeits- und Berufsberatung,99
6340,2021,domestic,m,128,Physik,3680
6341,2019,domestic,m,162,Caritaswissenschaft,0
6342,2023,foreign,f,213,Versorgungstechnik,28
6343,2021,domestic,f,316,Elektronische Energietechnik,26
6344,2023,domestic,m,172,Verwaltungswissenschaft/-wesen,1750
6345,2019,foreign,m,135,Rechtswissenschaft,868
6346,2020,domestic,f,073,Judaistik/Hebräisch,28
6347,2021,domestic,f,066,Geophysik,65
6348,2019,domestic,f,017,Bauingenieurwesen/Ingenieurbau,1971
6349,2018,foreign,m,155,Theaterwissenschaft,17
6350,2022,domestic,m,098,Sportpädagogik/Sportpsychologie,572
6351,2022,foreign,f,139,Russisch,25
6352,2021,foreign,f,039,Geowissenschaften allgemein,130
6353,2023,domestic,f,164,Jazz und Popularmusik,36
6354,2020,foreign,m,213,Versorgungstechnik,84
6355,2020,domestic,m,143,Augenoptik,38
6356,2019,foreign,f,070,Griechisch,19
6357,2022,domestic,m,101,Restaurierungskunde,14
6358,2022,foreign,m,041,Sonstiges Orientierungsstudium,14
6359,2019,foreign,f,226,Verfahrenstechnik,179
6360,2023,domestic,f,025,Biochemie,654
6361,2020,foreign,f,145,Sinologie/Koreanistik,63
6362,2022,domestic,m,007,Angewandte Kunst,120
6363,2018,foreign,f,203,Industriedesign/Produktgestaltung,112
6364,2020,foreign,f,385,Geoökologie,12
6365,2020,foreign,m,119,Niederländisch,1
6366,2021,foreign,m,284,Angewandte Sprachwissenschaft,57
6367,2020,domestic,m,049,Interdisz. Studien (Schwerp. Naturwissenschaften),351
6368,2023,foreign,m,122,"Orientalistik, Altorientalistik",13
6369,2021,domestic,m,224,Physikal. Technik/Mechanische Verfahrenstechnik,161
6370,2018,domestic,f,303,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
6371,2019,domestic,m,020,Bergbau/Bergtechnik,76
6372,2021,domestic,m,464,Facility Management,262
6373,2021,foreign,m,044,Ost- und Südosteuropa-Studien,10
6374,2022,domestic,m,247,Medizinische Informatik,187
6375,2019,domestic,f,156,Tiermedizin/Veterinärmedizin,772
6376,2021,foreign,f,275,Wissenschaftsgeschichte/Technikgeschichte,1
6377,2022,foreign,m,187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,31
6378,2018,foreign,f,193,Kirchenmusik,6
6379,2019,domestic,f,010,Arabisch/Arabistik,38
6380,2022,domestic,m,091,Kunsterziehung,58
6381,2019,domestic,m,166,Sportmanagement/Sportökonomie,553
6382,2018,foreign,f,303,Publizistik (ab 2008 zu SF303),0
6383,2018,foreign,f,190,Lernbehindertenpädagogik (ab 2016 zu SF190),0
6384,2022,domestic,f,183,Wirtschafts-/Sozialgeschichte,3
6385,2023,foreign,m,028,Brauwesen/Getränketechnologie,10
6386,2018,foreign,m,154,Lernbereich Gesellschaftslehre,1
6387,2023,domestic,m,079,Informatik,11150
6388,2021,foreign,f,034,Dänisch,0
6389,2018,domestic,m,085,Japanologie,182
6390,2023,foreign,m,268,Verkehrswesen,0
6391,2021,domestic,f,215,Gesundheitstechnik,676
6392,2020,domestic,f,074,Transport-/Fördertechnik,4
6393,2022,domestic,f,089,Verkehrsingenieurwesen,67
6394,2019,foreign,m,080,Instrumentalmusik,363
6395,2023,domestic,f,265,Bankwesen,44
6396,2022,foreign,f,080,Instrumentalmusik,403
6397,2023,foreign,f,258,Arbeitsverwaltung,1
6398,2023,domestic,m,173,Ethnologie,73
6399,2019,foreign,f,320,Ernährungswissenschaft,124
6400,2023,foreign,f,018,Berufsbezogene Fremdsprachenausbildung,59
6401,2019,domestic,f,011,Arbeitslehre/Wirtschaftslehre,204
6402,2022,domestic,m,092,"Kunstgeschichte, Kunstwissenschaft",276
6403,2019,foreign,f,321,Erwachsenenbildung und außerschulische Jugendbild.,13
6404,2019,foreign,f,071,Haushalts- und Ernährungswissenschaft,102
6405,2020,foreign,f,146,Slawistik (Slawische Philologie),56
6406,2019,foreign,m,235,Fahrzeugtechnik,437
6407,2020,foreign,m,118,Technomathematik,53
6408,2022,foreign,m,282,Biotechnologie,280
6409,2020,domestic,m,142,Schiffbau/Schiffstechnik,81
6410,2023,domestic,f,024,Europäische Ethnologie und Kulturwissenschaft,222
6411,2023,foreign,m,121,Medieninformatik,237
6412,2022,foreign,m,188,Allgemeine Literaturwissenschaft,35
6413,2019,domestic,m,165,Orchestermusik,43
6414,2019,foreign,f,227,Weinbau und Kellerwirtschaft,34
6415,2019,domestic,f,157,Mikroelektronik,0
6416,2021,foreign,f,276,Wirtschaftsmathematik,74
6417,2022,foreign,m,042,Wirtschaftsrecht,83
6418,2018,foreign,f,194,Tonmeister,2
6419,2021,domestic,m,223,Nautik/Seefahrt,78
6420,2018,domestic,f,132,Psychologie,7131
6421,2023,foreign,m,361,Schulpädagogik,4
6422,2018,foreign,f,204,Malerei,35
6423,2022,domestic,m,102,Schauspiel,11
6424,2020,domestic,m,048,Elektrotechnik/Elektronik,5391
6425,2023,foreign,m,190,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
6426,2018,foreign,m,153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
6427,2021,foreign,f,033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,150
6428,2023,foreign,f,353,Pflanzenproduktion,3
6429,2018,domestic,f,039,Geowissenschaften allgemein,650
6430,2021,foreign,f,370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,605
6431,2023,foreign,f,113,Musikerziehung,85
6432,2021,domestic,f,216,Glastechnik/Keramik,3
6433,2021,foreign,f,179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,197
6434,2021,domestic,f,060,Gartenbau,162
6435,2018,domestic,m,086,"Katholische Theologie, - Religionslehre",198
6436,2022,domestic,f,182,Internationale Betriebswirtschaft/Management,2826
6437,2018,foreign,m,059,Französisch,41
6438,2022,domestic,m,008,Anglistik/Englisch,1526
6439,2023,foreign,f,259,Auswärtige Angelegenheiten,0
6440,2022,foreign,f,235,Fahrzeugtechnik,36
6441,2023,domestic,f,264,Sozialversicherung,481
6442,2023,domestic,m,174,Volkskunde,14
6443,2023,foreign,f,019,Orientierungsstudium MINT,0
6444,2020,foreign,m,212,Feinwerktechnik,17
6445,2020,domestic,f,075,Holzwirtschaft,3
6446,2022,domestic,f,088,Optoelektronik,19
6447,2018,domestic,m,180,Kaukasistik,0
6448,2020,domestic,m,385,Geoökologie,84
6449,2019,foreign,f,224,Physikal. Technik/Mechanische Verfahrenstechnik,32
6450,2019,domestic,f,303,Journalistik (ab 2008 zu SF303),0
6451,2020,foreign,f,049,Interdisz. Studien (Schwerp. Naturwissenschaften),225
6452,2022,foreign,m,185,Zahnmedizin,107
6453,2020,domestic,f,077,Wasserwirtschaft,45
6454,2019,domestic,f,012,Archäologie,546
6455,2022,domestic,m,093,Landespflege/Landschaftsgestaltung,270
6456,2019,domestic,m,168,Justizvollzug,30
6457,2020,foreign,m,117,Ausländerpädagogik,7
6458,2018,foreign,f,201,Werken (technisch)/Technologie,8
6459,2021,foreign,m,282,Biotechnologie,245
6460,2023,domestic,f,169,Ethik,44
6461,2021,foreign,m,042,Wirtschaftsrecht,68
6462,2019,domestic,m,262,Bibliothekswesen,0
6463,2019,domestic,f,158,Turkologie,31
6464,2021,domestic,m,070,Griechisch,8
6465,2020,foreign,f,143,Augenoptik,20
6466,2018,foreign,f,191,Komposition,27
6467,2018,foreign,f,107,Medizin (Allgemein-Medizin),1301
6468,2021,domestic,m,320,Ernährungswissenschaft,160
6469,2020,domestic,m,145,Sinologie/Koreanistik,101
6470,2021,foreign,m,188,Allgemeine Literaturwissenschaft,44
6471,2021,domestic,f,310,Regenerative Energien,72
6472,2022,domestic,m,103,Markscheidewesen,2
6473,2019,domestic,m,022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),59
6474,2021,foreign,f,429,Stahlbau,0
6475,2021,foreign,f,130,Westslawisch (allgemein und a.n.g.),3
6476,2021,foreign,f,273,Mittlere und neuere Geschichte,4
6477,2021,domestic,f,061,Meliorationswesen,0
6478,2018,domestic,m,083,Islamwissenschaft,42
6479,2018,foreign,m,548,Ur- und Frühgeschichte,4
6480,2018,foreign,f,097,Lebensmitteltechnologie,60
6481,2020,domestic,f,190,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
