,year,subj_grp_code,subj_grp_name,gender,number
12,2020,SB-INGW-02,"Bergbau, Hüttenwesen",GESW,133
13,2019,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,GESW,3810
14,2020,MEDHUM-KP-01,Klinisch-prakt. Humanmedizin (ohne Zahnmedizin),GESW,24088
15,2019,SB-NATW-07,Biologie,GESM,5052
16,2022,SF013,Architektur,GESM,1663
17,2020,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESM,1389
18,2021,SB-AGRW-01,"Landespflege, Umweltgestaltung",GESW,257
19,2020,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",GESW,259
20,2019,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",GESM,469
21,2019,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,GESW,89
22,2018,SB-INGW-04,Elektro- und Informationstechnik,GESM,7818
23,2022,SB-SKW-01,Geisteswissenschaften allgemein,GESW,522
24,2022,SB-RWSW-10,Psychologie,GESW,3586
25,2022,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,GESM,709
26,2019,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),GESM,2166
27,2020,MEDHUM-ALLG-01,Humanmedizin allgemein,GESW,442
28,2023,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,GESM,1914
29,2021,SB-INGW-08,Bauingenieurwesen,GESM,3572
30,2018,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,GESW,590
31,2021,SB-MEDHUM-01,Gesundheitswissenschaften,GESM,823
32,2023,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",GESW,427
33,2019,HRZ-01,Hochschulrechenzentrum,GESW,213
34,2022,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,GESM,49
35,2021,PHIL-KLASS-01,Altphilologie (klassische Philologie),GESM,287
36,2020,SB-SKW-01,Geisteswissenschaften allgemein,GESW,549
37,2021,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,GESW,410
38,2019,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESM,1389
39,2021,SB-SKW-01,Geisteswissenschaften allgemein,GESW,536
40,2018,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESM,1384
41,2022,SB-INGW-07,Raumplanung,GESM,367
42,2018,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,GESM,709
43,2023,SB-RWSW-02,Regionalwissenschaften,GESM,78
44,2023,SB-NATW-02,Mathematik,GESW,1704
45,2020,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,GESW,361
46,2021,SB-RWSW-11,Erziehungswissenschaften,GESW,4371
47,2023,EINR-SOZ-01,Soziale Einrichtungen,GESM,9
48,2020,MEDVET-ALLG-01,Veterinärmedizin allgemein,GESM,0
49,2023,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,GESW,129
50,2022,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,GESM,25
51,2020,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",GESW,1328
52,2022,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",GESM,1058
53,2018,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),GESW,5421
54,2018,MEDHUM-ALLG-01,Humanmedizin allgemein,GESM,332
55,2019,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),GESM,1083
56,2022,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),GESW,6878
57,2022,SB-INGW-12,Informatik,GESW,2665
58,2021,FACHGR-RWSW-01,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",GESW,325
59,2020,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",GESW,86
60,2022,SB-RWSW-04,Sozialwissenschaften/Soziologie,GESM,1534
61,2022,SB-MEDHUM-01,Gesundheitswissenschaften,GESW,1569
62,2019,SB-KUNSTW-02,Bildende Kunst,GESW,324
63,2018,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,GESM,191
64,2023,SB-INGW-05,"Verkehrstechnik, Nautik",GESM,2172
65,2020,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,GESW,14
66,2020,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",GESW,768
67,2023,THEOL-EV-01,Evangelische Theologie,GESM,646
68,2022,SB-NATW-04,"Physik, Astronomie",GESW,2291
69,2018,SB-MEDHUM-01,Gesundheitswissenschaften,GESW,1120
70,2023,PHIL-KLASS-01,Altphilologie (klassische Philologie),GESM,274
71,2022,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESM,2120
72,2021,SF013,Architektur,GESM,1628
73,2022,SB-RWSW-03,Politikwissenschaft,GESM,1174
74,2020,SB-SKW-14,Kulturwissenschaften i.e.S.,GESW,315
75,2022,SB-SKW-14,Kulturwissenschaften i.e.S.,GESW,334
76,2018,SB-NATW-07,Biologie,GESM,5042
77,2023,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESW,1221
78,2023,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),GESM,2187
79,2018,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",GESM,413
80,2019,MEDVET-VK-01,Vorklinische Veterinärmedizin,GESM,106
81,2018,SB-NATW-09,Geographie,GESM,1099
82,2020,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,GESW,112
83,2022,SB-RWSW-05,Sozialwesen,GESM,1029
84,2019,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",GESM,1579
85,2019,SB-SKW-17,Sonderpädagogik,GESW,0
86,2020,MEDVET-VK-01,Vorklinische Veterinärmedizin,GESM,103
87,2018,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,GESW,347
88,2019,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,GESM,197
89,2023,SB-KUNSTW-03,Gestaltung,GESW,774
90,2018,SB-SKW-01,Geisteswissenschaften allgemein,GESW,741
91,2022,SB-INGW-05,"Verkehrstechnik, Nautik",GESM,2201
92,2022,MEDVET-ALLG-01,Veterinärmedizin allgemein,GESW,12
93,2021,SB-INGW-09,Vermessungswesen,GESM,479
94,2021,SB-INGW-07,Raumplanung,GESM,367
95,2021,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),GESM,6126
96,2019,SB-NATW-08,Geowissenschaften (ohne Geographie),GESM,2066
97,2023,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,GESW,547
98,2018,SB-INGW-03,Maschinenbau/Verfahrenstechnik,GESM,13406
99,2023,SB-RWSW-03,Politikwissenschaft,GESM,1066
100,2018,SB-KUNSTW-02,Bildende Kunst,GESM,459
101,2023,SB-NATW-04,"Physik, Astronomie",GESW,2387
102,2019,FACHGR-RWSW-01,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",GESM,658
103,2021,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,GESM,630
104,2022,BIB-ZENTRAL-01,Zentralbibliothek,GESM,213
105,2021,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",GESM,1108
106,2023,SB-RWSW-04,Sozialwissenschaften/Soziologie,GESM,1584
107,2018,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,GESM,9
108,2019,SB-INGW-04,Elektro- und Informationstechnik,GESM,7865
109,2022,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,GESM,4007
110,2023,SB-INGW-12,Informatik,GESW,2854
111,2019,SB-NATW-05,Chemie,GESM,7493
112,2019,EINR-SOZ-01,Soziale Einrichtungen,GESM,14
113,2021,MEDHUM-ALLG-01,Humanmedizin allgemein,GESM,790
114,2023,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESM,1322
115,2019,SB-NATW-06,Pharmazie,GESM,1021
116,2018,SB-INGW-05,"Verkehrstechnik, Nautik",GESM,1707
117,2023,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,GESW,827
118,2019,SB-INGW-02,"Bergbau, Hüttenwesen",GESM,375
119,2020,SB-INGW-07,Raumplanung,GESM,332
120,2019,SB-SKW-18,Islamische Studien/Islamische Theologie,GESW,55
121,2021,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESM,1382
122,2019,SB-INGW-03,Maschinenbau/Verfahrenstechnik,GESM,13482
123,2023,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,GESM,626
124,2022,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),GESW,1120
125,2020,SB-INGW-08,Bauingenieurwesen,GESM,3456
126,2018,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,GESM,93
127,2020,BIB-ZENTRAL-01,Zentralbibliothek,GESW,233
128,2019,SB-AGRW-01,"Landespflege, Umweltgestaltung",GESM,289
129,2020,SB-INGW-04,Elektro- und Informationstechnik,GESW,1377
130,2019,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESW,1068
131,2022,SB-KUNSTW-02,Bildende Kunst,GESM,440
132,2019,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,GESW,431
133,2020,SB-RWSW-04,Sozialwissenschaften/Soziologie,GESM,1601
134,2023,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,GESW,0
135,2021,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESW,1116
136,2023,MEDHUM-ALLG-01,Humanmedizin allgemein,GESW,624
137,2018,SB-NATW-06,Pharmazie,GESM,1008
138,2021,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,GESM,245
139,2019,SB-SKW-14,Kulturwissenschaften i.e.S.,GESW,320
140,2018,SB-INGW-12,Informatik,GESW,1823
141,2022,SB-SKW-17,Sonderpädagogik,GESW,0
142,2019,SB-RWSW-11,Erziehungswissenschaften,GESM,2095
143,2019,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,GESM,1665
144,2021,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,GESM,196
145,2019,SB-NATW-02,Mathematik,GESW,1629
146,2021,THEOL-KT-01,Katholische Theologie,GESW,348
147,2021,SB-SKW-17,Sonderpädagogik,GESW,0
148,2021,SB-INGW-03,Maschinenbau/Verfahrenstechnik,GESW,3365
149,2021,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,GESW,20
150,2023,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),GESM,6397
151,2023,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,GESM,208
152,2018,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,GESM,0
153,2022,EINR-SOZ-01,Soziale Einrichtungen,GESW,5
154,2023,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",GESM,1165
155,2021,HRZ-01,Hochschulrechenzentrum,GESM,842
156,2019,MEDHUM-KP-01,Klinisch-prakt. Humanmedizin (ohne Zahnmedizin),GESW,22762
157,2018,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,GESM,636
158,2022,EINR-SONST-01,Übrige Ausbildungseinrichtungen,GESM,236
159,2019,THEOL-EV-01,Evangelische Theologie,GESM,697
160,2021,SB-RWSW-03,Politikwissenschaft,GESM,1198
161,2020,THEOL-KT-01,Katholische Theologie,GESW,343
162,2018,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",GESM,110
163,2020,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",GESM,695
164,2022,SB-INGW-02,"Bergbau, Hüttenwesen",GESW,158
165,2018,SB-RWSW-10,Psychologie,GESW,3125
166,2020,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,GESM,672
167,2023,SB-NATW-08,Geowissenschaften (ohne Geographie),GESM,1893
168,2022,SB-RWSW-02,Regionalwissenschaften,GESM,72
169,2020,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,GESM,643
170,2023,SB-NATW-07,Biologie,GESM,4883
171,2020,SB-RWSW-08,Wirtschaftswissenschaften,GESM,11021
172,2019,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,GESM,619
173,2023,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",GESW,361
174,2021,BIB-ZENTRAL-01,Zentralbibliothek,GESW,249
175,2018,SB-SKW-04,Philosophie,GESW,553
176,2020,PHIL-KLASS-01,Altphilologie (klassische Philologie),GESW,181
177,2020,SB-SKW-06,Informations- und Bibliothekswissenschaften,GESM,90
178,2021,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),GESW,2239
179,2019,MEDVET-ALLG-01,Veterinärmedizin allgemein,GESW,5
180,2018,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",GESM,1569
181,2018,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,GESM,190
182,2022,SB-SKW-18,Islamische Studien/Islamische Theologie,GESW,62
183,2023,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,GESW,4353
184,2021,SB-RWSW-08,Wirtschaftswissenschaften,GESM,10938
185,2018,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",GESM,493
186,2020,EINR-SOZ-01,Soziale Einrichtungen,GESM,11
187,2022,SB-NATW-08,Geowissenschaften (ohne Geographie),GESM,2008
188,2023,HRZ-01,Hochschulrechenzentrum,GESM,852
189,2021,SB-RWSW-07,Verwaltungswissenschaften,GESM,1341
190,2018,SB-SKW-05,Geschichte,GESW,1438
191,2022,SB-NATW-09,Geographie,GESM,1077
192,2021,MEDVET-VK-01,Vorklinische Veterinärmedizin,GESW,179
193,2019,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",GESW,765
194,2018,EINR-SOZ-01,Soziale Einrichtungen,GESW,14
195,2020,SB-RWSW-03,Politikwissenschaft,GESM,1066
196,2021,SB-SKW-14,Kulturwissenschaften i.e.S.,GESW,350
197,2022,SB-KUNSTW-03,Gestaltung,GESM,999
198,2019,SB-INGW-12,Informatik,GESW,1952
199,2023,HS-VERW-01,Zentrale Hochschulverwaltung,GESW,2206
200,2019,SB-RWSW-10,Psychologie,GESM,2111
201,2020,SB-INGW-05,"Verkehrstechnik, Nautik",GESW,251
202,2022,SB-SKW-19,Medienwissenschaft,GESM,310
203,2018,SB-NATW-02,Mathematik,GESW,1553
204,2019,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",GESW,379
205,2020,SB-INGW-03,Maschinenbau/Verfahrenstechnik,GESW,3369
206,2018,SB-NATW-04,"Physik, Astronomie",GESW,2017
207,2021,SB-RWSW-04,Sozialwissenschaften/Soziologie,GESM,1605
208,2018,MEDVET-ALLG-01,Veterinärmedizin allgemein,GESW,5
209,2018,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,GESW,423
210,2019,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,GESM,0
211,2020,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,GESW,13
212,2021,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,GESM,3
213,2020,SB-RWSW-05,Sozialwesen,GESM,1030
214,2021,SB-RWSW-02,Regionalwissenschaften,GESM,75
215,2018,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,GESM,206
216,2022,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,GESW,0
217,2021,SB-SKW-18,Islamische Studien/Islamische Theologie,GESW,68
218,2021,SB-INGW-04,Elektro- und Informationstechnik,GESW,1483
219,2023,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,GESW,36
220,2021,HS-01,Hochschule insgesamt,GESW,364
221,2023,SB-SKW-05,Geschichte,GESW,1521
222,2018,SB-AGRW-01,"Landespflege, Umweltgestaltung",GESM,344
223,2018,THEOL-EV-01,Evangelische Theologie,GESM,707
224,2019,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),GESM,5603
225,2019,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,GESW,146
226,2021,EINR-SOZ-01,Soziale Einrichtungen,GESW,4
227,2022,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",GESM,454
228,2018,SB-SKW-06,Informations- und Bibliothekswissenschaften,GESM,73
229,2020,HS-VERW-01,Zentrale Hochschulverwaltung,GESM,1474
230,2020,SF013,Architektur,GESM,1620
231,2020,SB-RWSW-07,Verwaltungswissenschaften,GESM,1343
232,2023,SB-NATW-09,Geographie,GESM,1108
233,2022,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,GESM,4
234,2023,SB-SKW-01,Geisteswissenschaften allgemein,GESW,536
235,2019,SB-NATW-01,"Mathematik, Naturwissenschaften allgemein",GESW,276
236,2023,SB-SKW-04,Philosophie,GESW,661
237,2021,SB-INGW-02,"Bergbau, Hüttenwesen",GESW,155
238,2022,MEDHUM-KP-01,Klinisch-prakt. Humanmedizin (ohne Zahnmedizin),GESM,23368
239,2018,SB-RWSW-11,Erziehungswissenschaften,GESM,2057
240,2020,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,GESW,473
241,2023,MEDVET-ALLG-01,Veterinärmedizin allgemein,GESM,1
242,2021,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",GESW,271
243,2020,HRZ-01,Hochschulrechenzentrum,GESM,878
244,2020,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,GESM,89
245,2020,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,GESW,778
246,2018,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,GESW,142
247,2023,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,GESW,557
248,2021,BIB-ZENTRAL-01,Zentralbibliothek,GESM,223
249,2021,HS-VERW-01,Zentrale Hochschulverwaltung,GESM,1547
250,2018,MEDVET-VK-01,Vorklinische Veterinärmedizin,GESW,161
251,2018,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,GESW,19
252,2020,SB-RWSW-02,Regionalwissenschaften,GESM,76
253,2019,SB-NATW-04,"Physik, Astronomie",GESW,2035
254,2021,SB-INGW-05,"Verkehrstechnik, Nautik",GESW,275
255,2020,EINR-SONST-01,Übrige Ausbildungseinrichtungen,GESW,322
256,2019,SB-INGW-08,Bauingenieurwesen,GESW,1247
257,2020,SB-KUNSTW-03,Gestaltung,GESM,944
258,2021,MEDVET-ALLG-01,Veterinärmedizin allgemein,GESM,0
259,2021,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,GESW,173
260,2020,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,GESM,0
261,2022,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",GESM,408
262,2019,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,GESM,5
263,2018,SB-NATW-05,Chemie,GESW,3389
264,2023,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,GESM,12
265,2019,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,GESW,927
266,2022,SB-SKW-04,Philosophie,GESM,1091
267,2021,SB-SKW-11,Romanistik,GESW,822
268,2018,SB-RWSW-07,Verwaltungswissenschaften,GESW,641
269,2023,SB-INGW-02,"Bergbau, Hüttenwesen",GESW,151
270,2018,MEDHUM-KP-01,Klinisch-prakt. Humanmedizin (ohne Zahnmedizin),GESW,21835
271,2021,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,GESM,262
272,2019,SB-SKW-19,Medienwissenschaft,GESM,0
273,2021,SB-NATW-08,Geowissenschaften (ohne Geographie),GESM,2102
274,2021,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",GESM,169
275,2019,MEDHUM-ALLG-01,Humanmedizin allgemein,GESW,322
276,2019,SB-RWSW-05,Sozialwesen,GESW,1521
277,2021,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",GESM,441
278,2018,FACHGR-RWSW-01,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",GESM,686
279,2020,SB-SKW-11,Romanistik,GESW,835
280,2023,SB-SKW-06,Informations- und Bibliothekswissenschaften,GESW,86
281,2022,LB-RW-01,Rechtswissenschaften,GESM,3586
282,2021,SB-KUNSTW-02,Bildende Kunst,GESM,436
283,2022,SB-INGW-03,Maschinenbau/Verfahrenstechnik,GESW,3423
284,2020,SB-NATW-01,"Mathematik, Naturwissenschaften allgemein",GESM,620
285,2019,SB-RWSW-11,Erziehungswissenschaften,GESW,4089
286,2020,SB-SKW-19,Medienwissenschaft,GESW,281
287,2020,SB-SKW-05,Geschichte,GESM,1866
288,2022,SB-NATW-06,Pharmazie,GESM,1053
289,2018,SB-RWSW-11,Erziehungswissenschaften,GESW,3912
290,2019,SB-RWSW-10,Psychologie,GESW,3279
291,2018,SB-SKW-11,Romanistik,GESW,841
292,2022,SB-KUNSTW-02,Bildende Kunst,GESW,396
293,2019,LB-RW-01,Rechtswissenschaften,GESM,3502
294,2022,SB-NATW-07,Biologie,GESM,4960
295,2023,SB-SKW-19,Medienwissenschaft,GESW,324
296,2019,SB-SKW-06,Informations- und Bibliothekswissenschaften,GESW,81
297,2018,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",GESW,311
298,2020,THEOL-EV-01,Evangelische Theologie,GESM,691
299,2021,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,GESW,389
300,2021,EINR-SONST-01,Übrige Ausbildungseinrichtungen,GESW,313
301,2023,SB-RWSW-08,Wirtschaftswissenschaften,GESW,6020
302,2022,SB-SKW-10,"Anglistik, Amerikanistik",GESM,712
303,2022,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",GESW,824
304,2020,SB-MEDHUM-01,Gesundheitswissenschaften,GESW,1339
305,2020,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",GESM,387
306,2020,HS-01,Hochschule insgesamt,GESW,370
307,2023,SB-NATW-06,Pharmazie,GESM,1027
308,2022,SB-INGW-04,Elektro- und Informationstechnik,GESW,1509
309,2018,SB-INGW-09,Vermessungswesen,GESW,148
310,2022,THEOL-EV-01,Evangelische Theologie,GESM,659
311,2020,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),GESW,6316
312,2019,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESM,2033
313,2022,EINR-SONST-01,Übrige Ausbildungseinrichtungen,GESW,339
314,2020,SB-SKW-04,Philosophie,GESM,1107
315,2018,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,GESW,0
316,2023,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,GESW,235
317,2021,SB-SKW-10,"Anglistik, Amerikanistik",GESM,708
318,2018,LB-RW-01,Rechtswissenschaften,GESW,2007
319,2023,MEDVET-VK-01,Vorklinische Veterinärmedizin,GESW,187
320,2023,SB-NATW-05,Chemie,GESM,7050
321,2018,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),GESM,1084
322,2021,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,GESM,0
323,2021,SB-SKW-19,Medienwissenschaft,GESM,312
324,2022,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,GESM,218
325,2019,SB-INGW-07,Raumplanung,GESW,347
326,2021,LB-RW-01,Rechtswissenschaften,GESM,3576
327,2018,BIB-ZENTRAL-01,Zentralbibliothek,GESW,224
328,2019,MEDVET-ALLG-01,Veterinärmedizin allgemein,GESM,3
329,2020,SB-NATW-08,Geowissenschaften (ohne Geographie),GESM,2079
330,2020,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",GESW,287
331,2018,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),GESW,2228
332,2021,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",GESM,468
333,2019,SB-SKW-11,Romanistik,GESM,420
334,2022,HS-VERW-01,Zentrale Hochschulverwaltung,GESM,1705
335,2023,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",GESM,391
336,2019,SB-INGW-09,Vermessungswesen,GESW,165
337,2019,SF013,Architektur,GESM,1620
338,2018,SB-INGW-12,Informatik,GESM,8781
339,2022,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",GESM,1402
340,2020,SB-SKW-10,"Anglistik, Amerikanistik",GESW,1303
341,2023,SB-INGW-03,Maschinenbau/Verfahrenstechnik,GESW,3490
342,2021,SB-NATW-09,Geographie,GESM,1046
343,2023,BIB-ZENTRAL-01,Zentralbibliothek,GESM,205
344,2023,SB-MEDHUM-01,Gesundheitswissenschaften,GESM,900
345,2022,SB-NATW-05,Chemie,GESM,7139
346,2020,SB-SKW-18,Islamische Studien/Islamische Theologie,GESW,64
347,2020,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,GESM,3832
348,2019,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,GESM,384
349,2023,THEOL-KT-01,Katholische Theologie,GESM,562
350,2023,SB-INGW-04,Elektro- und Informationstechnik,GESW,1618
351,2020,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,GESM,229
352,2018,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,GESW,435
353,2019,SB-INGW-12,Informatik,GESM,8958
354,2021,THEOL-KT-01,Katholische Theologie,GESM,587
355,2021,SB-NATW-07,Biologie,GESM,5017
356,2022,FACHGR-RWSW-01,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",GESW,389
357,2023,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",GESM,1400
358,2021,SB-NATW-06,Pharmazie,GESM,1038
359,2019,SB-SKW-10,"Anglistik, Amerikanistik",GESM,712
360,2018,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,GESM,17
361,2021,SB-SKW-18,Islamische Studien/Islamische Theologie,GESM,91
362,2021,SB-SKW-17,Sonderpädagogik,GESM,0
363,2021,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,GESM,22
364,2020,SB-NATW-09,Geographie,GESM,1096
365,2019,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,GESM,1526
366,2023,SB-AGRW-01,"Landespflege, Umweltgestaltung",GESM,262
367,2021,SB-INGW-12,Informatik,GESW,2472
368,2020,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",GESM,462
369,2023,SB-RWSW-11,Erziehungswissenschaften,GESW,4535
370,2019,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,GESM,0
371,2018,SB-INGW-03,Maschinenbau/Verfahrenstechnik,GESW,3004
372,2021,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",GESM,1556
373,2018,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",GESM,506
374,2019,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,GESM,726
375,2019,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESW,2188
376,2023,SB-INGW-09,Vermessungswesen,GESW,208
377,2020,SB-NATW-07,Biologie,GESM,5063
378,2022,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,GESW,721
379,2018,PHIL-KLASS-01,Altphilologie (klassische Philologie),GESM,303
380,2020,SB-SKW-17,Sonderpädagogik,GESW,0
