,year,subj_grp_code,subj_grp_name,gender,number
381,2018,HS-01,Hochschule insgesamt,GESW,372
382,2018,HRZ-01,Hochschulrechenzentrum,GESW,196
383,2022,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),GESM,1083
384,2021,SB-NATW-01,"Mathematik, Naturwissenschaften allgemein",GESM,593
385,2019,SB-RWSW-03,Politikwissenschaft,GESW,741
386,2019,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",GESM,166
387,2018,SB-SKW-18,Islamische Studien/Islamische Theologie,GESW,57
388,2019,PHIL-KLASS-01,Altphilologie (klassische Philologie),GESM,297
389,2018,SB-INGW-07,Raumplanung,GESW,310
390,2021,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,GESW,707
391,2018,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,GESW,207
392,2018,SB-SKW-10,"Anglistik, Amerikanistik",GESW,1243
393,2022,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,GESW,112
394,2019,SB-INGW-02,"Bergbau, Hüttenwesen",GESW,138
395,2021,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),GESM,1079
396,2022,SB-AGRW-01,"Landespflege, Umweltgestaltung",GESM,247
397,2020,SB-RWSW-10,Psychologie,GESW,3302
398,2021,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,GESW,153
399,2019,BIB-ZENTRAL-01,Zentralbibliothek,GESW,229
400,2023,EINR-SONST-01,Übrige Ausbildungseinrichtungen,GESM,221
401,2023,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,GESW,185
402,2021,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,GESW,120
403,2019,MEDVET-VK-01,Vorklinische Veterinärmedizin,GESW,161
404,2020,SB-NATW-02,Mathematik,GESM,4396
405,2019,SB-SKW-04,Philosophie,GESW,592
406,2018,SB-RWSW-04,Sozialwissenschaften/Soziologie,GESW,1564
407,2023,LB-RW-01,Rechtswissenschaften,GESW,2223
408,2022,MEDHUM-ALLG-01,Humanmedizin allgemein,GESW,658
409,2020,SB-RWSW-11,Erziehungswissenschaften,GESW,4316
410,2019,SB-SKW-05,Geschichte,GESW,1459
411,2022,HS-01,Hochschule insgesamt,GESM,360
412,2023,FACHGR-RWSW-01,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",GESW,395
413,2018,SB-INGW-08,Bauingenieurwesen,GESW,1192
414,2018,EINR-SONST-01,Übrige Ausbildungseinrichtungen,GESW,318
415,2019,THEOL-KT-01,Katholische Theologie,GESM,602
416,2021,SB-KUNSTW-03,Gestaltung,GESM,994
417,2022,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,GESW,361
418,2020,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",GESM,459
419,2023,SB-KUNSTW-02,Bildende Kunst,GESW,413
420,2022,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,GESW,520
421,2020,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,GESM,30
422,2018,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESM,2019
423,2019,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",GESW,793
424,2022,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,GESW,184
425,2023,SB-SKW-18,Islamische Studien/Islamische Theologie,GESW,63
426,2020,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,GESM,234
427,2021,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",GESM,390
428,2019,SB-SKW-17,Sonderpädagogik,GESM,0
429,2023,SB-SKW-17,Sonderpädagogik,GESW,0
430,2018,SB-SKW-14,Kulturwissenschaften i.e.S.,GESW,344
431,2023,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",GESW,828
432,2021,SB-RWSW-10,Psychologie,GESW,3500
433,2021,SB-AGRW-01,"Landespflege, Umweltgestaltung",GESM,306
434,2018,SB-RWSW-05,Sozialwesen,GESW,1431
435,2019,HS-01,Hochschule insgesamt,GESW,382
436,2020,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESM,2069
437,2022,MEDVET-VK-01,Vorklinische Veterinärmedizin,GESW,189
438,2018,SB-INGW-04,Elektro- und Informationstechnik,GESW,1162
439,2019,EINR-SONST-01,Übrige Ausbildungseinrichtungen,GESW,327
440,2023,SB-RWSW-10,Psychologie,GESW,3797
441,2021,MEDHUM-ALLG-01,Humanmedizin allgemein,GESW,858
442,2020,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,GESW,138
443,2019,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,GESW,444
444,2020,SB-KUNSTW-02,Bildende Kunst,GESM,440
445,2023,HS-01,Hochschule insgesamt,GESM,374
446,2019,SB-INGW-05,"Verkehrstechnik, Nautik",GESW,223
447,2021,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,GESW,1026
448,2023,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,GESW,434
449,2018,THEOL-KT-01,Katholische Theologie,GESM,618
450,2019,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,GESW,370
451,2021,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,GESM,4044
452,2020,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),GESW,2323
453,2019,SB-SKW-18,Islamische Studien/Islamische Theologie,GESM,94
454,2019,SB-INGW-03,Maschinenbau/Verfahrenstechnik,GESW,3092
455,2023,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",GESW,286
456,2022,SB-RWSW-11,Erziehungswissenschaften,GESW,4502
457,2019,SB-SKW-01,Geisteswissenschaften allgemein,GESW,743
458,2022,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",GESM,478
459,2020,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",GESM,1568
460,2019,SB-RWSW-04,Sozialwissenschaften/Soziologie,GESW,1600
461,2023,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),GESM,1093
462,2018,SB-SKW-17,Sonderpädagogik,GESW,0
463,2020,LB-RW-01,Rechtswissenschaften,GESW,2077
464,2020,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),GESM,1110
465,2023,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,GESM,767
466,2023,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,GESW,110
467,2023,SB-SKW-14,Kulturwissenschaften i.e.S.,GESW,337
468,2022,SB-SKW-05,Geschichte,GESM,1805
469,2018,SB-RWSW-08,Wirtschaftswissenschaften,GESW,5330
470,2021,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,GESW,490
471,2021,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESW,2293
472,2019,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,GESW,13
473,2021,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",GESW,1357
474,2022,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,GESM,638
475,2019,SB-RWSW-07,Verwaltungswissenschaften,GESW,710
476,2018,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,GESM,3546
477,2021,SB-SKW-04,Philosophie,GESW,650
478,2022,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,GESW,531
479,2022,SB-SKW-06,Informations- und Bibliothekswissenschaften,GESM,79
480,2019,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,GESM,89
481,2022,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,GESM,101
482,2018,SB-SKW-19,Medienwissenschaft,GESW,0
483,2021,SB-SKW-05,Geschichte,GESW,1480
484,2022,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,GESW,413
485,2018,SF013,Architektur,GESM,1627
486,2023,SB-SKW-11,Romanistik,GESW,793
487,2019,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,GESW,222
488,2021,SB-SKW-06,Informations- und Bibliothekswissenschaften,GESW,95
489,2020,SB-INGW-12,Informatik,GESW,2223
490,2023,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,GESW,698
491,2019,SB-RWSW-08,Wirtschaftswissenschaften,GESW,5482
492,2022,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESM,1351
493,2023,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,GESM,53
494,2020,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,GESW,435
495,2018,SB-INGW-02,"Bergbau, Hüttenwesen",GESW,136
496,2023,SB-SKW-10,"Anglistik, Amerikanistik",GESW,1333
497,2023,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,GESM,136
498,2021,SB-RWSW-10,Psychologie,GESM,2203
499,2020,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",GESW,949
500,2020,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),GESW,995
501,2018,SB-INGW-05,"Verkehrstechnik, Nautik",GESW,206
502,2022,SB-INGW-08,Bauingenieurwesen,GESW,1326
503,2022,PHIL-KLASS-01,Altphilologie (klassische Philologie),GESM,277
504,2018,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,GESW,122
505,2023,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,GESW,368
506,2023,SB-RWSW-04,Sozialwissenschaften/Soziologie,GESW,1711
507,2023,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,GESM,4119
508,2018,SB-SKW-01,Geisteswissenschaften allgemein,GESM,714
509,2023,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,GESM,479
510,2019,SB-INGW-04,Elektro- und Informationstechnik,GESW,1232
511,2018,HS-VERW-01,Zentrale Hochschulverwaltung,GESM,1453
512,2021,SB-INGW-09,Vermessungswesen,GESW,186
513,2020,SB-RWSW-08,Wirtschaftswissenschaften,GESW,5758
514,2020,SB-NATW-05,Chemie,GESM,7456
515,2019,SB-RWSW-08,Wirtschaftswissenschaften,GESM,10867
516,2022,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,GESM,1439
517,2018,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,GESW,104
518,2018,SB-RWSW-02,Regionalwissenschaften,GESW,86
519,2019,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",GESM,506
520,2023,SB-KUNSTW-02,Bildende Kunst,GESM,440
521,2020,SB-AGRW-01,"Landespflege, Umweltgestaltung",GESM,305
522,2021,SB-SKW-14,Kulturwissenschaften i.e.S.,GESM,237
523,2018,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESW,1049
524,2019,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",GESM,620
525,2023,SB-NATW-01,"Mathematik, Naturwissenschaften allgemein",GESM,592
526,2019,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",GESM,102
527,2018,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",GESW,386
528,2018,SB-NATW-09,Geographie,GESW,678
529,2019,SB-SKW-14,Kulturwissenschaften i.e.S.,GESM,252
530,2020,SB-NATW-04,"Physik, Astronomie",GESM,9038
531,2020,SB-SKW-14,Kulturwissenschaften i.e.S.,GESM,226
532,2023,SB-KUNSTW-03,Gestaltung,GESM,983
533,2018,SB-RWSW-03,Politikwissenschaft,GESW,713
534,2022,MEDVET-ALLG-01,Veterinärmedizin allgemein,GESM,1
535,2022,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,GESW,6
536,2019,SB-NATW-08,Geowissenschaften (ohne Geographie),GESW,1008
537,2019,THEOL-EV-01,Evangelische Theologie,GESW,473
538,2019,EINR-SOZ-01,Soziale Einrichtungen,GESW,13
539,2020,SB-RWSW-07,Verwaltungswissenschaften,GESW,739
540,2021,THEOL-EV-01,Evangelische Theologie,GESM,664
541,2019,SB-RWSW-02,Regionalwissenschaften,GESW,86
542,2023,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,GESM,1389
543,2018,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,GESM,1
544,2020,MEDVET-VK-01,Vorklinische Veterinärmedizin,GESW,178
545,2019,FACHGR-RWSW-01,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",GESW,640
546,2023,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),GESW,7084
547,2018,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,GESM,646
548,2021,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESM,2105
549,2022,SB-SKW-01,Geisteswissenschaften allgemein,GESM,398
550,2022,SB-INGW-09,Vermessungswesen,GESW,189
551,2023,SB-NATW-02,Mathematik,GESM,4377
552,2022,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESW,2232
553,2023,SB-SKW-01,Geisteswissenschaften allgemein,GESM,403
554,2021,SB-INGW-08,Bauingenieurwesen,GESW,1338
555,2021,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,GESW,510
556,2022,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,GESW,129
557,2020,PHIL-KLASS-01,Altphilologie (klassische Philologie),GESM,283
558,2020,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESW,2208
559,2019,SB-RWSW-07,Verwaltungswissenschaften,GESM,1292
560,2019,HS-VERW-01,Zentrale Hochschulverwaltung,GESM,1429
561,2023,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",GESM,478
562,2023,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",GESM,429
563,2019,SB-NATW-09,Geographie,GESW,762
564,2023,SF013,Architektur,GESW,1162
565,2020,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,GESM,205
566,2018,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",GESM,596
567,2020,SB-NATW-06,Pharmazie,GESM,1003
568,2018,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,GESM,359
569,2021,SB-NATW-02,Mathematik,GESM,4424
570,2023,THEOL-EV-01,Evangelische Theologie,GESW,514
571,2020,SB-SKW-01,Geisteswissenschaften allgemein,GESM,434
572,2020,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,GESW,641
573,2022,SB-INGW-07,Raumplanung,GESW,401
574,2022,SB-INGW-12,Informatik,GESM,10206
575,2019,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,GESM,644
576,2022,HRZ-01,Hochschulrechenzentrum,GESW,252
577,2020,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,GESM,7
578,2021,SB-NATW-04,"Physik, Astronomie",GESM,9165
579,2023,SB-INGW-05,"Verkehrstechnik, Nautik",GESW,332
580,2023,SB-SKW-14,Kulturwissenschaften i.e.S.,GESM,221
581,2021,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,GESM,1457
582,2023,HS-VERW-01,Zentrale Hochschulverwaltung,GESM,1682
583,2023,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",GESM,156
584,2022,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,GESM,462
585,2023,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,GESM,0
586,2021,HRZ-01,Hochschulrechenzentrum,GESW,242
587,2023,SB-INGW-08,Bauingenieurwesen,GESW,1330
588,2018,THEOL-KT-01,Katholische Theologie,GESW,326
589,2023,MEDHUM-KP-01,Klinisch-prakt. Humanmedizin (ohne Zahnmedizin),GESM,23696
590,2020,THEOL-KT-01,Katholische Theologie,GESM,603
591,2022,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,GESM,236
592,2021,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,GESM,97
593,2023,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,GESM,102
594,2019,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,GESM,3645
595,2022,SB-NATW-01,"Mathematik, Naturwissenschaften allgemein",GESM,581
596,2022,SB-NATW-02,Mathematik,GESM,4450
597,2019,SB-SKW-01,Geisteswissenschaften allgemein,GESM,771
598,2021,SB-NATW-05,Chemie,GESM,7396
599,2018,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,GESW,719
600,2021,SB-INGW-12,Informatik,GESM,10017
601,2023,SB-INGW-07,Raumplanung,GESW,372
602,2020,HRZ-01,Hochschulrechenzentrum,GESW,217
603,2022,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",GESW,1363
604,2021,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,GESM,728
605,2019,SB-NATW-06,Pharmazie,GESW,733
606,2022,SB-RWSW-03,Politikwissenschaft,GESW,967
607,2019,HRZ-01,Hochschulrechenzentrum,GESM,856
608,2023,SB-NATW-09,Geographie,GESW,839
609,2019,SB-INGW-09,Vermessungswesen,GESM,451
610,2021,HS-01,Hochschule insgesamt,GESM,365
611,2022,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,GESM,0
612,2018,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,GESW,370
613,2018,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,GESM,1461
614,2023,EINR-SOZ-01,Soziale Einrichtungen,GESW,9
615,2021,EINR-SONST-01,Übrige Ausbildungseinrichtungen,GESM,219
616,2022,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,GESW,23
617,2022,SB-NATW-04,"Physik, Astronomie",GESM,9074
618,2018,LB-RW-01,Rechtswissenschaften,GESM,3486
619,2020,SB-INGW-08,Bauingenieurwesen,GESW,1263
620,2021,SF013,Architektur,GESW,1119
621,2018,SB-NATW-07,Biologie,GESW,4551
622,2018,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESW,2173
623,2020,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",GESM,158
624,2021,MEDHUM-KP-01,Klinisch-prakt. Humanmedizin (ohne Zahnmedizin),GESW,24687
625,2019,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,GESW,0
626,2020,HS-VERW-01,Zentrale Hochschulverwaltung,GESW,2027
627,2019,SB-KUNSTW-03,Gestaltung,GESM,917
628,2020,SB-INGW-03,Maschinenbau/Verfahrenstechnik,GESM,14010
629,2019,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,GESM,16
630,2019,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),GESW,2230
631,2018,SB-NATW-01,"Mathematik, Naturwissenschaften allgemein",GESM,466
632,2020,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,GESM,23
633,2020,SB-INGW-02,"Bergbau, Hüttenwesen",GESM,402
634,2020,SB-RWSW-05,Sozialwesen,GESW,1640
635,2018,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,GESM,1650
636,2023,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",GESM,382
637,2018,SB-NATW-08,Geowissenschaften (ohne Geographie),GESW,996
638,2022,SB-KUNSTW-03,Gestaltung,GESW,768
639,2020,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,GESW,0
640,2022,SB-SKW-11,Romanistik,GESM,426
641,2019,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",GESM,385
642,2019,SB-SKW-10,"Anglistik, Amerikanistik",GESW,1280
643,2018,SB-KUNSTW-03,Gestaltung,GESW,607
644,2022,SB-INGW-05,"Verkehrstechnik, Nautik",GESW,308
645,2018,SB-NATW-02,Mathematik,GESM,4618
646,2021,SB-RWSW-04,Sozialwissenschaften/Soziologie,GESW,1733
647,2021,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",GESM,147
648,2020,SB-INGW-09,Vermessungswesen,GESW,158
649,2018,MEDVET-ALLG-01,Veterinärmedizin allgemein,GESM,4
650,2023,SB-INGW-12,Informatik,GESM,10600
651,2021,SB-MEDHUM-01,Gesundheitswissenschaften,GESW,1430
652,2021,EINR-SOZ-01,Soziale Einrichtungen,GESM,11
653,2021,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),GESW,6544
654,2021,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",GESW,804
655,2022,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,GESW,4229
656,2022,SF013,Architektur,GESW,1109
657,2023,SB-NATW-04,"Physik, Astronomie",GESM,9132
658,2018,SB-KUNSTW-02,Bildende Kunst,GESW,321
659,2021,SB-SKW-11,Romanistik,GESM,445
660,2019,SB-NATW-07,Biologie,GESW,4660
661,2019,SB-MEDHUM-01,Gesundheitswissenschaften,GESW,1269
662,2019,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),GESW,5687
663,2023,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,GESM,25
664,2018,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,GESW,15
665,2021,SB-INGW-07,Raumplanung,GESW,380
666,2023,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESM,2123
667,2023,SB-RWSW-05,Sozialwesen,GESW,1873
668,2019,SB-NATW-05,Chemie,GESW,3483
669,2023,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",GESW,2233
670,2022,BIB-ZENTRAL-01,Zentralbibliothek,GESW,261
671,2023,THEOL-KT-01,Katholische Theologie,GESW,378
672,2023,SB-RWSW-07,Verwaltungswissenschaften,GESW,818
673,2020,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,GESW,374
674,2022,EINR-SOZ-01,Soziale Einrichtungen,GESM,13
675,2022,SB-RWSW-04,Sozialwissenschaften/Soziologie,GESW,1672
676,2018,SB-NATW-06,Pharmazie,GESW,750
677,2021,SB-SKW-10,"Anglistik, Amerikanistik",GESW,1358
678,2021,MEDVET-VK-01,Vorklinische Veterinärmedizin,GESM,108
679,2023,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,GESW,965
680,2022,THEOL-KT-01,Katholische Theologie,GESW,354
681,2021,SB-RWSW-05,Sozialwesen,GESW,1704
682,2022,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),GESM,2146
683,2022,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,GESW,163
684,2023,PHIL-KLASS-01,Altphilologie (klassische Philologie),GESW,190
685,2022,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",GESM,155
686,2020,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,GESW,225
687,2022,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),GESM,6268
688,2020,SB-INGW-07,Raumplanung,GESW,357
689,2022,SB-RWSW-02,Regionalwissenschaften,GESW,92
690,2018,MEDHUM-ALLG-01,Humanmedizin allgemein,GESW,317
691,2018,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",GESW,245
692,2022,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",GESW,408
693,2019,SB-KUNSTW-02,Bildende Kunst,GESM,443
694,2020,EINR-SOZ-01,Soziale Einrichtungen,GESW,9
695,2022,SB-MEDHUM-01,Gesundheitswissenschaften,GESM,857
696,2023,MEDHUM-ALLG-01,Humanmedizin allgemein,GESM,552
697,2021,SB-RWSW-07,Verwaltungswissenschaften,GESW,764
698,2019,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",GESW,255
699,2022,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,GESW,248
700,2019,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",GESW,1337
701,2022,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESW,1188
702,2020,FACHGR-RWSW-01,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",GESW,306
703,2019,SB-AGRW-01,"Landespflege, Umweltgestaltung",GESW,237
704,2022,SB-RWSW-08,Wirtschaftswissenschaften,GESW,5954
705,2021,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,GESW,0
706,2021,SB-RWSW-08,Wirtschaftswissenschaften,GESW,5871
707,2022,SB-RWSW-07,Verwaltungswissenschaften,GESW,794
708,2020,BIB-ZENTRAL-01,Zentralbibliothek,GESM,227
709,2021,HS-VERW-01,Zentrale Hochschulverwaltung,GESW,2054
710,2019,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,GESW,382
711,2022,SB-SKW-14,Kulturwissenschaften i.e.S.,GESM,234
712,2018,MEDVET-VK-01,Vorklinische Veterinärmedizin,GESM,98
713,2020,HS-01,Hochschule insgesamt,GESM,331
714,2019,MEDHUM-KP-01,Klinisch-prakt. Humanmedizin (ohne Zahnmedizin),GESM,22380
715,2022,SB-RWSW-05,Sozialwesen,GESW,1789
716,2018,SB-SKW-04,Philosophie,GESM,1072
717,2018,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,GESM,225
718,2022,SB-SKW-17,Sonderpädagogik,GESM,0
719,2023,SB-RWSW-03,Politikwissenschaft,GESW,872
720,2021,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,GESW,221
721,2018,SB-RWSW-10,Psychologie,GESM,2085
722,2019,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,GESM,169
723,2023,SB-RWSW-02,Regionalwissenschaften,GESW,80
724,2022,SB-NATW-08,Geowissenschaften (ohne Geographie),GESW,1078
725,2022,SB-RWSW-08,Wirtschaftswissenschaften,GESM,10897
726,2018,EINR-SONST-01,Übrige Ausbildungseinrichtungen,GESM,193
727,2021,SB-KUNSTW-03,Gestaltung,GESW,738
728,2018,SB-INGW-08,Bauingenieurwesen,GESM,3436
729,2020,SB-NATW-02,Mathematik,GESW,1561
730,2020,SB-SKW-18,Islamische Studien/Islamische Theologie,GESM,105
731,2022,SB-SKW-18,Islamische Studien/Islamische Theologie,GESM,87
732,2022,SB-INGW-02,"Bergbau, Hüttenwesen",GESM,400
733,2022,HS-VERW-01,Zentrale Hochschulverwaltung,GESW,2203
734,2018,SB-SKW-19,Medienwissenschaft,GESM,0
735,2019,SB-RWSW-04,Sozialwissenschaften/Soziologie,GESM,1566
736,2018,THEOL-EV-01,Evangelische Theologie,GESW,463
737,2022,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),GESW,2350
738,2019,SB-MEDHUM-01,Gesundheitswissenschaften,GESM,716
739,2018,SB-SKW-05,Geschichte,GESM,1883
740,2023,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,GESM,360
741,2022,SB-SKW-06,Informations- und Bibliothekswissenschaften,GESW,85
742,2021,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,GESM,654
743,2020,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,GESW,114
744,2023,SB-SKW-04,Philosophie,GESM,1019
745,2022,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,GESM,195
746,2018,EINR-SOZ-01,Soziale Einrichtungen,GESM,14
747,2020,SB-KUNSTW-05,"Musik, Musikwissenschaft",GESW,1081
