,year,nationality,gender,passed,subj_code,subj_name,number
317,2019,NATA,GESM,PRUEFBESTN,SF039,Geowissenschaften allgemein,9
318,2021,NATD,GESM,PRUEFBESTN,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,36
319,2023,NATD,GESW,PRUEFBESTN,SF316,Elektronische Energietechnik,1
320,2021,NATD,GESM,PRUEFBESTN,SF273,Mittlere und neuere Geschichte,0
321,2023,NATA,GESW,PRUEFBESTN,SF054,Film und Fernsehen,0
322,2019,NATA,GESM,PRUEFBESTJ,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),312
323,2021,NATD,GESW,PRUEFBESTN,SF080,Instrumentalmusik,1
324,2021,NATA,GESM,PRUEFBESTN,SF043,Neugriechisch,0
325,2019,NATA,GESW,PRUEFBESTN,SF182,Internationale Betriebswirtschaft/Management,62
326,2019,NATD,GESM,PRUEFBESTN,SF025,Biochemie,44
327,2022,NATA,GESM,PRUEFBESTN,SF110,Meteorologie,0
328,2019,NATD,GESW,PRUEFBESTN,SF074,Transport-/Fördertechnik,0
329,2020,NATA,GESW,PRUEFBESTN,SF157,Mikroelektronik,0
330,2023,NATD,GESW,PRUEFBESTN,SF160,Computerlinguistik,4
331,2021,NATD,GESM,PRUEFBESTN,SF429,Stahlbau,0
332,2023,NATA,GESW,PRUEFBESTN,SF304,Medienwirtschaft/Medienmanagement,7
333,2018,NATD,GESW,PRUEFBESTN,SF115,Grundschul-/Primärstufenpädagogik,7
334,2020,NATD,GESW,PRUEFBESTN,SF121,Medieninformatik,25
335,2023,NATA,GESM,PRUEFBESTN,SF201,Werken (technisch)/Technologie,0
336,2022,NATD,GESM,PRUEFBESTN,SF122,"Orientalistik, Altorientalistik",0
337,2023,NATA,GESM,PRUEFBESTN,SF191,Komposition,0
338,2018,NATA,GESM,PRUEFBESTN,SF048,Elektrotechnik/Elektronik,242
339,2021,NATA,GESM,PRUEFBESTN,SF189,Niederdeutsch,0
340,2021,NATD,GESW,PRUEFBESTN,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0
341,2019,NATA,GESW,PRUEFBESTJ,SF036,Sonstige Regionalwissenschaften,11
342,2021,NATA,GESM,PRUEFBESTJ,SF139,Russisch,2
343,2021,NATA,GESW,PRUEFBESTJ,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),5
344,2019,NATD,GESW,PRUEFBESTN,SF076,Hütten- und Gießereiwesen,0
345,2022,NATD,GESW,PRUEFBESTJ,SF260,Bundeswehrverwaltung,83
346,2022,NATD,GESW,PRUEFBESTN,SF226,Verfahrenstechnik,19
347,2019,NATD,GESW,PRUEFBESTJ,SF144,Technische Kybernetik,15
348,2021,NATD,GESW,PRUEFBESTJ,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
349,2021,NATA,GESW,PRUEFBESTJ,SF043,Neugriechisch,3
350,2019,NATA,GESW,PRUEFBESTN,SF088,Optoelektronik,0
351,2019,NATA,GESW,PRUEFBESTJ,SF276,Wirtschaftsmathematik,79
352,2021,NATA,GESW,PRUEFBESTN,SF009,Anthropologie (Humanbiologie),0
353,2021,NATD,GESM,PRUEFBESTN,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,128
354,2022,NATA,GESM,PRUEFBESTN,SF254,Sachunterricht (einschließlich Schulgarten),0
355,2022,NATD,GESM,PRUEFBESTN,SF124,Ozeanografie,0
356,2021,NATA,GESW,PRUEFBESTN,SF093,Landespflege/Landschaftsgestaltung,0
357,2022,NATA,GESM,PRUEFBESTN,SF016,Baltistik,0
358,2021,NATD,GESW,PRUEFBESTN,SF081,Iranistik,0
359,2022,NATD,GESM,PRUEFBESTJ,SF312,Statistik,182
360,2022,NATA,GESW,PRUEFBESTN,SF184,Wirtschaftswissenschaften,34
361,2022,NATD,GESW,PRUEFBESTN,SF320,Ernährungswissenschaft,4
362,2021,NATA,GESW,PRUEFBESTJ,SF189,Niederdeutsch,0
363,2019,NATD,GESM,PRUEFBESTJ,SF216,Glastechnik/Keramik,31
364,2019,NATA,GESW,PRUEFBESTJ,SF130,Westslawisch (allgemein und a.n.g.),0
365,2021,NATD,GESM,PRUEFBESTJ,SF221,Bioinformatik,189
366,2018,NATD,GESM,PRUEFBESTN,SF174,Volkskunde,9
367,2020,NATA,GESW,PRUEFBESTJ,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),140
368,2022,NATD,GESW,PRUEFBESTJ,SF166,Sportmanagement/Sportökonomie,706
369,2022,NATD,GESM,PRUEFBESTJ,SF458,Umweltschutz,165
370,2018,NATD,GESW,PRUEFBESTJ,SF209,Tschechisch,3
371,2020,NATA,GESM,PRUEFBESTN,SF203,Industriedesign/Produktgestaltung,0
372,2019,NATA,GESM,PRUEFBESTN,SF371,Tierproduktion,1
373,2018,NATA,GESW,PRUEFBESTJ,SF065,Geologie/Paläontologie,24
374,2020,NATD,GESM,PRUEFBESTJ,SF156,Tiermedizin/Veterinärmedizin,217
375,2018,NATD,GESW,PRUEFBESTJ,SF053,"Evangelische Theologie, - Religionslehre",856
376,2022,NATD,GESW,PRUEFBESTJ,SF020,Bergbau/Bergtechnik,29
377,2020,NATD,GESW,PRUEFBESTJ,SF216,Glastechnik/Keramik,5
378,2019,NATA,GESM,PRUEFBESTN,SF131,Portugiesisch,0
379,2022,NATA,GESM,PRUEFBESTJ,SF074,Transport-/Fördertechnik,4
380,2018,NATD,GESW,PRUEFBESTJ,SF199,Lernbereich Technik,57
381,2020,NATA,GESM,PRUEFBESTJ,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),106
382,2023,NATD,GESW,PRUEFBESTJ,SF111,Mineralogie,7
383,2023,NATA,GESW,PRUEFBESTJ,SF464,Facility Management,6
384,2022,NATD,GESM,PRUEFBESTJ,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
385,2020,NATD,GESW,PRUEFBESTJ,SF060,Gartenbau,126
386,2021,NATD,GESM,PRUEFBESTJ,SF127,Philosophie,940
387,2019,NATD,GESM,PRUEFBESTN,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",1
388,2018,NATD,GESW,PRUEFBESTN,SF114,Musikwissenschaft/-geschichte,5
389,2020,NATD,GESW,PRUEFBESTN,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",0
390,2023,NATA,GESM,PRUEFBESTJ,SF286,Mikrosystemtechnik,205
391,2020,NATA,GESW,PRUEFBESTJ,SF321,Erwachsenenbildung und außerschulische Jugendbild.,21
392,2023,NATA,GESW,PRUEFBESTJ,SF003,Agrarwissenschaft/Landwirtschaft,202
393,2018,NATA,GESW,PRUEFBESTN,SF006,Amerikanistik/Amerikakunde,3
394,2023,NATD,GESW,PRUEFBESTN,SF067,Germanistik/Deutsch,187
395,2018,NATD,GESM,PRUEFBESTJ,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),576
396,2020,NATA,GESM,PRUEFBESTN,SF109,Publizistik (ab 2008 zu SF303),0
397,2020,NATA,GESW,PRUEFBESTN,SF252,Journalistik (ab 2008 zu SF303),0
398,2018,NATD,GESW,PRUEFBESTJ,SF303,Kommunikationswissenschaft/Publizistik,2653
399,2019,NATA,GESM,PRUEFBESTJ,SF321,Erwachsenenbildung und außerschulische Jugendbild.,3
400,2023,NATD,GESW,PRUEFBESTJ,SF257,Arbeits- und Berufsberatung,142
401,2019,NATA,GESM,PRUEFBESTN,SF132,Psychologie,11
402,2023,NATD,GESM,PRUEFBESTJ,SF154,Lernbereich Gesellschaftslehre,37
403,2022,NATD,GESM,PRUEFBESTJ,SF219,Kunststofftechnik,151
404,2023,NATA,GESW,PRUEFBESTN,SF209,Tschechisch,0
405,2022,NATA,GESW,PRUEFBESTJ,SF134,Raumplanung,140
406,2021,NATA,GESM,PRUEFBESTN,SF284,Angewandte Sprachwissenschaft,0
407,2021,NATD,GESM,PRUEFBESTN,SF272,Alte Geschichte,0
408,2019,NATD,GESM,PRUEFBESTN,SF266,Finanzverwaltung,9
409,2023,NATA,GESM,PRUEFBESTN,SF106,Tanzpädagogik,0
410,2023,NATA,GESW,PRUEFBESTN,SF199,Lernbereich Technik,0
411,2023,NATA,GESM,PRUEFBESTJ,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
412,2023,NATA,GESM,PRUEFBESTN,SF096,Lebensmittelchemie,0
413,2019,NATA,GESW,PRUEFBESTN,SF181,Wirtschaftspädagogik,7
414,2023,NATA,GESW,PRUEFBESTJ,SF149,Soziologie,213
415,2018,NATA,GESM,PRUEFBESTN,SF143,Augenoptik,0
416,2023,NATD,GESW,PRUEFBESTJ,SF017,Bauingenieurwesen/Ingenieurbau,2638
417,2020,NATA,GESM,PRUEFBESTN,SF193,Kirchenmusik,0
418,2018,NATD,GESM,PRUEFBESTN,SF175,Volkswirtschaftslehre,290
419,2020,NATD,GESM,PRUEFBESTN,SF181,Wirtschaftspädagogik,24
420,2018,NATA,GESM,PRUEFBESTJ,SF082,Holz-/Fasertechnik,11
421,2023,NATD,GESM,PRUEFBESTN,SF084,Italienisch,1
422,2018,NATA,GESW,PRUEFBESTN,SF090,Lernbereich Geisteswissenschaften,0
423,2020,NATD,GESM,PRUEFBESTJ,SF010,Arabisch/Arabistik,13
424,2021,NATA,GESM,PRUEFBESTJ,SF233,Nichtärztliche Heilberufe/Therapien,27
425,2020,NATD,GESW,PRUEFBESTN,SF026,Biologie,206
426,2019,NATA,GESM,PRUEFBESTJ,SF227,Weinbau und Kellerwirtschaft,28
427,2021,NATD,GESW,PRUEFBESTJ,SF057,Luft- und Raumfahrttechnik,164
428,2019,NATD,GESM,PRUEFBESTJ,SF215,Gesundheitstechnik,900
429,2021,NATA,GESM,PRUEFBESTN,SF044,Ost- und Südosteuropa-Studien,0
430,2019,NATD,GESM,PRUEFBESTN,SF026,Biologie,294
431,2023,NATD,GESW,PRUEFBESTN,SF161,Diakoniewissenschaft,1
432,2019,NATA,GESW,PRUEFBESTJ,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,477
433,2022,NATD,GESM,PRUEFBESTN,SF269,Zoll- und Steuerverwaltung,69
434,2019,NATA,GESM,PRUEFBESTN,SF038,Lateinamerika-Studien,0
435,2023,NATA,GESW,PRUEFBESTN,SF053,"Evangelische Theologie, - Religionslehre",0
436,2020,NATA,GESW,PRUEFBESTN,SF158,Turkologie,0
437,2019,NATA,GESW,PRUEFBESTN,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
438,2023,NATA,GESM,PRUEFBESTN,SF200,Computer- und Kommunikationstechniken,9
439,2019,NATA,GESM,PRUEFBESTJ,SF071,Haushalts- und Ernährungswissenschaft,18
440,2021,NATD,GESM,PRUEFBESTN,SF178,Wirtschafts-/Sozialgeografie,0
441,2023,NATA,GESW,PRUEFBESTN,SF303,Kommunikationswissenschaft/Publizistik,4
442,2021,NATA,GESW,PRUEFBESTN,SF103,Markscheidewesen,0
443,2020,NATD,GESW,PRUEFBESTN,SF266,Finanzverwaltung,9
444,2023,NATA,GESM,PRUEFBESTN,SF190,Sonderpädagogik,0
445,2018,NATA,GESM,PRUEFBESTN,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),8
446,2020,NATD,GESM,PRUEFBESTN,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
447,2020,NATA,GESW,PRUEFBESTN,SF012,Archäologie,0
448,2021,NATD,GESM,PRUEFBESTN,SF032,Chemie,63
449,2020,NATA,GESM,PRUEFBESTN,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
450,2022,NATD,GESW,PRUEFBESTN,SF070,Griechisch,0
451,2022,NATA,GESM,PRUEFBESTJ,SF071,Haushalts- und Ernährungswissenschaft,17
452,2021,NATA,GESW,PRUEFBESTJ,SF140,Angewandte Systemwissenschaften,45
453,2023,NATA,GESM,PRUEFBESTN,SF090,Lernbereich Geisteswissenschaften,0
454,2022,NATD,GESM,PRUEFBESTN,SF169,Ethik,2
455,2021,NATA,GESW,PRUEFBESTN,SF096,Lebensmittelchemie,1
456,2023,NATD,GESM,PRUEFBESTN,SF232,Gesundheitswissenschaften/-management,46
457,2023,NATA,GESM,PRUEFBESTJ,SF019-07,Friesisch (2007 aufgelöst),0
458,2020,NATD,GESW,PRUEFBESTN,SF029,Sportwissenschaft,16
459,2023,NATA,GESW,PRUEFBESTN,SF302,Medienwissenschaft,0
460,2019,NATA,GESW,PRUEFBESTJ,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,293
461,2021,NATA,GESM,PRUEFBESTJ,SF138,Agrarbiologie,30
462,2021,NATD,GESW,PRUEFBESTJ,SF152,Allg. Sprachwissenschaft/Indogermanistik,609
463,2021,NATA,GESW,PRUEFBESTJ,SF380,Mechatronik,156
464,2022,NATA,GESM,PRUEFBESTJ,SF227,Weinbau und Kellerwirtschaft,27
465,2023,NATA,GESM,PRUEFBESTJ,SF280,Kartografie,13
466,2020,NATA,GESW,PRUEFBESTN,SF017,Bauingenieurwesen/Ingenieurbau,45
467,2019,NATA,GESM,PRUEFBESTJ,SF173,Ethnologie,24
468,2019,NATA,GESW,PRUEFBESTJ,SF429,Stahlbau,0
469,2019,NATA,GESW,PRUEFBESTJ,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,200
470,2021,NATD,GESM,PRUEFBESTJ,SF124,Ozeanografie,3
471,2020,NATD,GESW,PRUEFBESTJ,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
472,2022,NATD,GESM,PRUEFBESTN,SF263,Polizei/Verfassungsschutz,16
473,2023,NATD,GESM,PRUEFBESTJ,SF302,Medienwissenschaft,518
474,2021,NATD,GESW,PRUEFBESTN,SF082,Holz-/Fasertechnik,0
475,2021,NATA,GESW,PRUEFBESTN,SF106,Tanzpädagogik,0
476,2020,NATA,GESW,PRUEFBESTJ,SF077,Wasserwirtschaft,48
477,2020,NATD,GESW,PRUEFBESTJ,SF219,Kunststofftechnik,36
478,2020,NATD,GESW,PRUEFBESTN,SF269,Zoll- und Steuerverwaltung,23
479,2022,NATA,GESW,PRUEFBESTN,SF185,Zahnmedizin,3
480,2022,NATD,GESM,PRUEFBESTJ,SF213,Versorgungstechnik,333
481,2023,NATD,GESM,PRUEFBESTJ,SF292,Islamische Studien/Islamische Theologie,31
482,2020,NATA,GESM,PRUEFBESTN,SF192,Dirigieren,1
483,2022,NATD,GESM,PRUEFBESTJ,SF119,Niederländisch,8
484,2018,NATD,GESM,PRUEFBESTJ,SF106,Tanzpädagogik,14
485,2020,NATA,GESM,PRUEFBESTJ,SF245,Sozialpädagogik,8
486,2023,NATA,GESM,PRUEFBESTJ,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",25
487,2023,NATA,GESW,PRUEFBESTJ,SF242,Innenarchitektur,91
488,2018,NATA,GESM,PRUEFBESTN,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,0
489,2023,NATD,GESM,PRUEFBESTJ,SF052,Erziehungswissenschaft (Pädagogik),1674
490,2021,NATA,GESW,PRUEFBESTJ,SF286,Mikrosystemtechnik,57
491,2020,NATA,GESM,PRUEFBESTN,SF202,Fertigungs-/Produktionstechnik,10
492,2021,NATD,GESW,PRUEFBESTJ,SF548,Ur- und Frühgeschichte,79
493,2023,NATA,GESM,PRUEFBESTJ,SF186,Lernbereich Naturwissenschaft/Sachunterricht,5
494,2019,NATA,GESM,PRUEFBESTJ,SF079,Informatik,1896
495,2020,NATA,GESM,PRUEFBESTJ,SF005,Klassische Philologie,3
496,2023,NATD,GESW,PRUEFBESTJ,SF254,Sachunterricht (einschließlich Schulgarten),282
497,2018,NATA,GESM,PRUEFBESTN,SF041,Sonstiges Orientierungsstudium,0
498,2018,NATD,GESM,PRUEFBESTJ,SF096,Lebensmittelchemie,141
499,2023,NATD,GESM,PRUEFBESTJ,SF208,Soziale Arbeit,2254
500,2022,NATD,GESW,PRUEFBESTJ,SF165,Orchestermusik,73
501,2021,NATD,GESM,PRUEFBESTJ,SF019-07,Friesisch (2007 aufgelöst),0
502,2023,NATA,GESW,PRUEFBESTJ,SF002,Afrikanistik,17
503,2020,NATA,GESW,PRUEFBESTJ,SF171,Vermessungswesen (Geodäsie),82
504,2023,NATD,GESM,PRUEFBESTJ,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
505,2019,NATD,GESM,PRUEFBESTJ,SF065,Geologie/Paläontologie,59
506,2018,NATD,GESW,PRUEFBESTJ,SF050,Geografie/Erdkunde,1882
507,2023,NATD,GESW,PRUEFBESTJ,SF014,Astrophysik und Astronomie,20
508,2023,NATD,GESM,PRUEFBESTJ,SF209,Tschechisch,4
509,2019,NATD,GESW,PRUEFBESTN,SF464,Facility Management,3
510,2018,NATA,GESM,PRUEFBESTJ,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",30
511,2023,NATD,GESM,PRUEFBESTJ,SF199,Lernbereich Technik,127
512,2020,NATA,GESM,PRUEFBESTN,SF098,Sportpädagogik/Sportpsychologie,0
513,2018,NATD,GESW,PRUEFBESTN,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,0
514,2018,NATD,GESM,PRUEFBESTN,SF276,Wirtschaftsmathematik,89
515,2023,NATA,GESW,PRUEFBESTJ,SF148,Sozialwissenschaften,268
516,2018,NATA,GESW,PRUEFBESTN,SF149,Soziologie,9
517,2020,NATA,GESM,PRUEFBESTN,SF108,Metalltechnik,1
518,2018,NATA,GESM,PRUEFBESTN,SF188,Allgemeine Literaturwissenschaft,1
519,2018,NATD,GESW,PRUEFBESTJ,SF196,Studienkolleg,0
520,2018,NATA,GESW,PRUEFBESTN,SF003,Agrarwissenschaft/Landwirtschaft,8
521,2018,NATD,GESM,PRUEFBESTN,SF130,Westslawisch (allgemein und a.n.g.),0
522,2018,NATA,GESW,PRUEFBESTJ,SF064,Naturschutz,32
523,2020,NATD,GESM,PRUEFBESTN,SF084,Italienisch,1
524,2018,NATD,GESW,PRUEFBESTN,SF255,Archivwesen,0
525,2020,NATD,GESM,PRUEFBESTJ,SF155,Theaterwissenschaft,117
526,2019,NATA,GESM,PRUEFBESTN,SF233,Nichtärztliche Heilberufe/Therapien,7
527,2019,NATA,GESW,PRUEFBESTN,SF082,Holz-/Fasertechnik,0
528,2021,NATD,GESM,PRUEFBESTN,SF173,Ethnologie,3
529,2022,NATA,GESW,PRUEFBESTJ,SF135,Rechtswissenschaft,788
530,2019,NATD,GESW,PRUEFBESTN,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,9
531,2021,NATA,GESM,PRUEFBESTN,SF041,Sonstiges Orientierungsstudium,0
532,2018,NATD,GESW,PRUEFBESTJ,SF206,Polnisch,11
533,2022,NATA,GESM,PRUEFBESTN,SF010,Arabisch/Arabistik,0
534,2021,NATA,GESW,PRUEFBESTJ,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
535,2020,NATA,GESW,PRUEFBESTN,SF257,Arbeits- und Berufsberatung,0
536,2019,NATA,GESW,PRUEFBESTJ,SF273,Mittlere und neuere Geschichte,8
537,2019,NATD,GESM,PRUEFBESTN,SF365,Pädagogik der frühen Kindheit,1
538,2023,NATA,GESW,PRUEFBESTN,SF052,Erziehungswissenschaft (Pädagogik),29
539,2021,NATA,GESM,PRUEFBESTJ,SF232,Gesundheitswissenschaften/-management,185
540,2023,NATA,GESW,PRUEFBESTN,SF208,Soziale Arbeit,11
541,2020,NATD,GESW,PRUEFBESTN,SF123,Ingenieurinformatik/Technische Informatik,26
542,2021,NATD,GESW,PRUEFBESTJ,SF058,"Forstwissenschaft, -wirtschaft",397
543,2022,NATD,GESM,PRUEFBESTN,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),0
544,2023,NATA,GESW,PRUEFBESTN,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
545,2023,NATA,GESM,PRUEFBESTN,SF007,Angewandte Kunst,0
546,2018,NATA,GESM,PRUEFBESTJ,SF231,Druck- und Reproduktionstechnik,22
547,2023,NATD,GESW,PRUEFBESTN,SF064,Naturschutz,1
548,2023,NATD,GESM,PRUEFBESTN,SF139,Russisch,0
549,2021,NATA,GESM,PRUEFBESTN,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,0
550,2022,NATA,GESM,PRUEFBESTJ,SF321,Erwachsenenbildung und außerschulische Jugendbild.,4
551,2018,NATD,GESW,PRUEFBESTJ,SF300,Biomedizin,189
552,2018,NATD,GESM,PRUEFBESTN,SF036,Sonstige Regionalwissenschaften,0
553,2023,NATA,GESW,PRUEFBESTN,SF292,Islamische Studien/Islamische Theologie,0
554,2022,NATA,GESM,PRUEFBESTN,SF156,Tiermedizin/Veterinärmedizin,2
555,2018,NATD,GESW,PRUEFBESTJ,SF290,Sonstige Fächer,20
556,2019,NATA,GESM,PRUEFBESTN,SF139,Russisch,0
557,2020,NATA,GESW,PRUEFBESTN,SF111,Mineralogie,0
558,2021,NATA,GESW,PRUEFBESTN,SF190,Sonderpädagogik,1
559,2019,NATD,GESM,PRUEFBESTN,SF125,Agrarökonomie,4
560,2023,NATA,GESM,PRUEFBESTN,SF247,Medizinische Informatik,11
561,2021,NATD,GESM,PRUEFBESTN,SF079,Informatik,301
562,2022,NATD,GESM,PRUEFBESTN,SF168,Justizvollzug,1
563,2021,NATA,GESW,PRUEFBESTN,SF200,Computer- und Kommunikationstechniken,1
564,2022,NATD,GESW,PRUEFBESTN,SF225,Textil- und Bekleidungstechnik/-gewerbe,0
565,2021,NATA,GESW,PRUEFBESTN,SF095,Latein,0
566,2021,NATD,GESW,PRUEFBESTN,SF083,Islamwissenschaft,0
567,2021,NATA,GESW,PRUEFBESTN,SF105,Mathematik,12
568,2022,NATD,GESM,PRUEFBESTJ,SF212,Feinwerktechnik,78
569,2022,NATA,GESM,PRUEFBESTJ,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),438
570,2020,NATA,GESM,PRUEFBESTJ,SF006,Amerikanistik/Amerikakunde,43
571,2023,NATA,GESM,PRUEFBESTN,SF245,Sozialpädagogik,0
572,2023,NATD,GESM,PRUEFBESTN,SF233,Nichtärztliche Heilberufe/Therapien,15
573,2019,NATD,GESM,PRUEFBESTJ,SF316,Elektronische Energietechnik,290
574,2020,NATA,GESW,PRUEFBESTN,SF018,Berufsbezogene Fremdsprachenausbildung,4
575,2019,NATA,GESW,PRUEFBESTJ,SF034,Dänisch,0
576,2021,NATD,GESM,PRUEFBESTJ,SF125,Agrarökonomie,156
577,2019,NATD,GESM,PRUEFBESTJ,SF160,Computerlinguistik,89
578,2020,NATD,GESW,PRUEFBESTN,SF028,Brauwesen/Getränketechnologie,6
579,2021,NATA,GESM,PRUEFBESTJ,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",23
580,2019,NATD,GESW,PRUEFBESTJ,SF044,Ost- und Südosteuropa-Studien,54
581,2020,NATA,GESW,PRUEFBESTJ,SF078,Indologie,2
582,2021,NATD,GESW,PRUEFBESTJ,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",2
583,2020,NATA,GESW,PRUEFBESTN,SF258,Arbeitsverwaltung,0
584,2021,NATD,GESM,PRUEFBESTJ,SF365,Pädagogik der frühen Kindheit,64
585,2019,NATA,GESW,PRUEFBESTJ,SF274,Tourismuswirtschaft,176
586,2022,NATA,GESW,PRUEFBESTN,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",0
587,2022,NATD,GESW,PRUEFBESTN,SF464,Facility Management,1
588,2022,NATA,GESM,PRUEFBESTN,SF252,Journalistik (ab 2008 zu SF303),0
589,2019,NATA,GESM,PRUEFBESTJ,SF172,Verwaltungswissenschaft/-wesen,52
590,2018,NATD,GESM,PRUEFBESTJ,SF095,Latein,211
591,2023,NATA,GESW,PRUEFBESTJ,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
592,2023,NATD,GESM,PRUEFBESTJ,SF303,Kommunikationswissenschaft/Publizistik,788
593,2022,NATD,GESM,PRUEFBESTN,SF262,Bibliothekswesen,0
594,2020,NATD,GESW,PRUEFBESTJ,SF312,Statistik,0
595,2022,NATA,GESW,PRUEFBESTJ,SF230,Gesang,128
596,2020,NATA,GESM,PRUEFBESTJ,SF090,Lernbereich Geisteswissenschaften,4
597,2022,NATA,GESW,PRUEFBESTN,SF186,Lernbereich Naturwissenschaft/Sachunterricht,0
598,2020,NATA,GESM,PRUEFBESTN,SF191,Komposition,0
599,2023,NATA,GESM,PRUEFBESTJ,SF185,Zahnmedizin,135
600,2018,NATD,GESW,PRUEFBESTJ,SF197,Holzbau,24
601,2018,NATD,GESW,PRUEFBESTN,SF254,Sachunterricht (einschließlich Schulgarten),0
602,2018,NATD,GESM,PRUEFBESTJ,SF105,Mathematik,3922
603,2018,NATA,GESM,PRUEFBESTN,SF042,Wirtschaftsrecht,5
604,2020,NATD,GESW,PRUEFBESTJ,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
605,2020,NATD,GESW,PRUEFBESTJ,SF458,Umweltschutz,217
606,2023,NATD,GESM,PRUEFBESTJ,SF053,"Evangelische Theologie, - Religionslehre",385
607,2018,NATA,GESM,PRUEFBESTN,SF282,Biotechnologie,2
608,2022,NATD,GESW,PRUEFBESTJ,SF164,Jazz und Popularmusik,49
609,2023,NATA,GESW,PRUEFBESTJ,SF001,Ägyptologie,9
610,2020,NATA,GESW,PRUEFBESTJ,SF172,Verwaltungswissenschaft/-wesen,70
611,2019,NATD,GESM,PRUEFBESTJ,SF066,Geophysik,85
612,2020,NATA,GESM,PRUEFBESTN,SF201,Werken (technisch)/Technologie,0
613,2022,NATD,GESM,PRUEFBESTJ,SF118,Technomathematik,212
614,2019,NATA,GESM,PRUEFBESTJ,SF078,Indologie,4
615,2023,NATD,GESW,PRUEFBESTJ,SF255,Archivwesen,49
616,2022,NATA,GESW,PRUEFBESTJ,SF136,Religionswissenschaft,20
617,2021,NATD,GESM,PRUEFBESTN,SF172,Verwaltungswissenschaft/-wesen,10
618,2019,NATA,GESW,PRUEFBESTN,SF081,Iranistik,0
619,2021,NATA,GESM,PRUEFBESTN,SF282,Biotechnologie,6
620,2018,NATD,GESM,PRUEFBESTN,SF275,Wissenschaftsgeschichte/Technikgeschichte,0
621,2023,NATA,GESW,PRUEFBESTJ,SF147,Sozialkunde,15
622,2023,NATD,GESW,PRUEFBESTJ,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,19
623,2018,NATA,GESW,PRUEFBESTN,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),22
624,2020,NATD,GESM,PRUEFBESTN,SF085,Japanologie,5
625,2020,NATA,GESM,PRUEFBESTN,SF097,Lebensmitteltechnologie,2
626,2018,NATD,GESW,PRUEFBESTN,SF014,Astrophysik und Astronomie,0
627,2019,NATD,GESW,PRUEFBESTN,SF225,Textil- und Bekleidungstechnik/-gewerbe,3
628,2018,NATA,GESW,PRUEFBESTJ,SF219,Kunststofftechnik,4
629,2019,NATD,GESM,PRUEFBESTN,SF220,Milch- und Molkereiwirtschaft,0
630,2018,NATD,GESM,PRUEFBESTJ,SF104,Maschinenbau/-wesen,16307
631,2021,NATA,GESM,PRUEFBESTN,SF042,Wirtschaftsrecht,11
632,2023,NATD,GESW,PRUEFBESTN,SF065,Geologie/Paläontologie,0
633,2020,NATA,GESM,PRUEFBESTN,SF107,Medizin (Allgemein-Medizin),6
634,2018,NATD,GESW,PRUEFBESTJ,SF207,Sorabistik,3
