,year,nationality,gender,subj_code,subj_name,number,subgroup
2910,2022,NATD,GESW,SF219,Kunststofftechnik,124,stud_all
2911,2022,NATA,GESW,SF116,Textilgestaltung,401,stud_all
2912,2023,NATD,GESM,SF209,Tschechisch,4,stud_all
2913,2020,NATA,GESM,SF333,Haushaltswissenschaft,1,stud_all
2914,2019,NATA,GESW,SF201,Werken (technisch)/Technologie,50,stud_all
2915,2022,NATD,GESM,SF222,Kommunikations- und Informationstechnik,4106,stud_all
2916,2019,NATD,GESW,SF131,Portugiesisch,54,stud_all
2917,2020,NATD,GESM,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),589,stud_all
2918,2020,NATA,GESW,SF026,Biologie,4841,stud_all
2919,2022,NATA,GESM,SF162,Caritaswissenschaft,8,stud_all
2920,2020,NATA,GESM,SF082,Holz-/Fasertechnik,34,stud_all
2921,2019,NATA,GESM,SF115,Grundschul-/Primärstufenpädagogik,29,stud_all
2922,2020,NATA,GESW,SF266,Finanzverwaltung,3,stud_all
2923,2020,NATD,GESM,SF262,Bibliothekswesen,18,stud_all
2924,2019,NATD,GESW,SF371,Tierproduktion,242,stud_all
2925,2019,NATA,GESW,SF191,Komposition,125,stud_all
2926,2019,NATD,GESW,SF037,Archiv- und Dokumentationswissenschaft,227,stud_all
2927,2023,NATD,GESM,SF303,Kommunikationswissenschaft/Publizistik,4413,stud_all
2928,2019,NATA,GESW,SF107,Medizin (Allgemein-Medizin),7360,stud_all
2929,2021,NATD,GESM,SF093,Landespflege/Landschaftsgestaltung,2032,stud_all
2930,2019,NATA,GESW,SF097,Lebensmitteltechnologie,238,stud_all
2931,2020,NATA,GESW,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",79,stud_all
2932,2022,NATD,GESM,SF128,Physik,28220,stud_all
2933,2022,NATA,GESM,SF068,Geschichte,1302,stud_all
2934,2023,NATA,GESM,SF001,Ägyptologie,22,stud_all
2935,2018,NATD,GESW,SF012,Archäologie,2787,stud_all
2936,2021,NATD,GESM,SF103,Markscheidewesen,17,stud_all
2937,2022,NATD,GESW,SF312,Statistik,1071,stud_all
2938,2020,NATD,GESM,SF168,Justizvollzug,94,stud_all
2939,2021,NATA,GESM,SF165,Orchestermusik,501,stud_all
2940,2019,NATD,GESW,SF277,Wirtschaftsinformatik,10648,stud_all
2941,2023,NATA,GESM,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0,stud_all
2942,2018,NATD,GESW,SF252,Journalistik (ab 2008 zu SF303),0,stud_all
2943,2022,NATD,GESW,SF458,Umweltschutz,949,stud_all
2944,2021,NATA,GESW,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",1,stud_all
2945,2022,NATD,GESW,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0,stud_all
2946,2018,NATD,GESM,SF060,Gartenbau,1230,stud_all
2947,2018,NATA,GESM,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,1068,stud_all
2948,2021,NATD,GESW,SF180,Kaukasistik,1,stud_all
2949,2018,NATA,GESW,SF074,Transport-/Fördertechnik,6,stud_all
2950,2018,NATD,GESM,SF216,Glastechnik/Keramik,137,stud_all
2951,2022,NATA,GESM,SF069,Grafikdesign/Kommunikationsgestaltung,1464,stud_all
2952,2018,NATA,GESM,SF429,Stahlbau,7,stud_all
2953,2018,NATD,GESW,SF159,Edelstein- und Schmuckdesign,51,stud_all
2954,2023,NATA,GESM,SF147,Sozialkunde,102,stud_all
2955,2019,NATD,GESM,SF284,Angewandte Sprachwissenschaft,966,stud_all
2956,2021,NATD,GESM,SF094,Wasserbau,604,stud_all
2957,2023,NATA,GESW,SF233,Nichtärztliche Heilberufe/Therapien,868,stud_all
2958,2018,NATA,GESM,SF273,Mittlere und neuere Geschichte,46,stud_all
2959,2020,NATD,GESW,SF205,Bildhauerei/Plastik,142,stud_all
2960,2021,NATA,GESW,SF059,Französisch,531,stud_all
2961,2020,NATD,GESW,SF195,Gesundheitspädagogik,4416,stud_all
2962,2023,NATD,GESM,SF304,Medienwirtschaft/Medienmanagement,3770,stud_all
2963,2023,NATD,GESW,SF144,Technische Kybernetik,69,stud_all
2964,2020,NATD,GESM,SF261,Innere Verwaltung,2506,stud_all
2965,2023,NATD,GESM,SF294,Materialwissenschaften,891,stud_all
2966,2018,NATD,GESM,SF310,Regenerative Energien,1839,stud_all
2967,2022,NATA,GESW,SF115,Grundschul-/Primärstufenpädagogik,195,stud_all
2968,2021,NATD,GESW,SF086,"Katholische Theologie, - Religionslehre",3370,stud_all
2969,2023,NATA,GESW,SF139,Russisch,120,stud_all
2970,2018,NATA,GESM,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,2704,stud_all
2971,2023,NATD,GESM,SF054,Film und Fernsehen,1229,stud_all
2972,2020,NATA,GESM,SF081,Iranistik,37,stud_all
2973,2019,NATD,GESM,SF048,Elektrotechnik/Elektronik,41001,stud_all
2974,2022,NATA,GESW,SF118,Technomathematik,167,stud_all
2975,2020,NATA,GESM,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0,stud_all
2976,2020,NATA,GESW,SF169,Ethik,76,stud_all
2977,2020,NATD,GESM,SF265,Bankwesen,517,stud_all
2978,2019,NATA,GESW,SF094,Wasserbau,147,stud_all
2979,2023,NATD,GESW,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),3559,stud_all
2980,2018,NATA,GESW,SF321,Erwachsenenbildung und außerschulische Jugendbild.,134,stud_all
2981,2019,NATA,GESM,SF114,Musikwissenschaft/-geschichte,306,stud_all
2982,2019,NATA,GESW,SF104,Maschinenbau/-wesen,3192,stud_all
2983,2020,NATA,GESW,SF023,Bildende Kunst/Grafik,784,stud_all
2984,2018,NATA,GESW,SF071,Haushalts- und Ernährungswissenschaft,383,stud_all
2985,2018,NATD,GESW,SF255,Archivwesen,128,stud_all
2986,2019,NATD,GESM,SF142,Schiffbau/Schiffstechnik,582,stud_all
2987,2021,NATD,GESM,SF190,Sonderpädagogik,3033,stud_all
2988,2020,NATA,GESW,SF263,Polizei/Verfassungsschutz,70,stud_all
2989,2023,NATD,GESM,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",186,stud_all
2990,2021,NATA,GESM,SF162,Caritaswissenschaft,8,stud_all
2991,2022,NATA,GESM,SF065,Geologie/Paläontologie,75,stud_all
2992,2021,NATD,GESM,SF200,Computer- und Kommunikationstechniken,3364,stud_all
2993,2018,NATA,GESW,SF227,Weinbau und Kellerwirtschaft,80,stud_all
2994,2022,NATD,GESM,SF223,Nautik/Seefahrt,620,stud_all
2995,2019,NATD,GESW,SF132,Psychologie,62646,stud_all
2996,2020,NATD,GESM,SF025,Biochemie,3087,stud_all
2997,2018,NATA,GESM,SF032,Chemie,3231,stud_all
2998,2021,NATD,GESW,SF181,Wirtschaftspädagogik,3872,stud_all
2999,2023,NATA,GESM,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),1231,stud_all
3000,2021,NATD,GESM,SF097,Lebensmitteltechnologie,1447,stud_all
3001,2023,NATD,GESM,SF055,Orientierungsstudium Gesellschaftswissenschaften,0,stud_all
3002,2021,NATA,GESM,SF068,Geschichte,1291,stud_all
3003,2021,NATA,GESW,SF010,Arabisch/Arabistik,91,stud_all
3004,2022,NATD,GESW,SF457,Umwelttechnik (einschließlich Recycling),2414,stud_all
3005,2018,NATD,GESW,SF016,Baltistik,2,stud_all
3006,2021,NATD,GESM,SF107,Medizin (Allgemein-Medizin),32452,stud_all
3007,2018,NATD,GESM,SF119,Niederländisch,107,stud_all
3008,2023,NATA,GESW,SF234,Pflegewissenschaft/-management,624,stud_all
3009,2018,NATA,GESM,SF272,Alte Geschichte,14,stud_all
3010,2020,NATD,GESW,SF300,Biomedizin,1516,stud_all
3011,2021,NATA,GESW,SF156,Tiermedizin/Veterinärmedizin,538,stud_all
3012,2022,NATD,GESW,SF061,Meliorationswesen,0,stud_all
3013,2020,NATD,GESW,SF290,Sonstige Fächer,1365,stud_all
3014,2018,NATD,GESW,SF256,Rechtspflege,1777,stud_all
3015,2022,NATD,GESM,SF129,Politikwissenschaft/Politologie,14958,stud_all
3016,2019,NATD,GESW,SF038,Lateinamerika-Studien,293,stud_all
3017,2022,NATA,GESW,SF212,Feinwerktechnik,31,stud_all
3018,2020,NATD,GESW,SF050,Geografie/Erdkunde,10409,stud_all
3019,2023,NATD,GESM,SF305,Medientechnik,4253,stud_all
3020,2023,NATD,GESW,SF143,Augenoptik,507,stud_all
3021,2018,NATA,GESM,SF178,Wirtschafts-/Sozialgeografie,16,stud_all
3022,2018,NATD,GESM,SF213,Versorgungstechnik,2715,stud_all
3023,2020,NATD,GESW,SF206,Polnisch,39,stud_all
3024,2020,NATD,GESW,SF196,Studienkolleg,0,stud_all
3025,2021,NATD,GESW,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0,stud_all
3026,2022,NATA,GESW,SF117,Ausländerpädagogik,57,stud_all
3027,2022,NATD,GESM,SF464,Facility Management,2104,stud_all
3028,2019,NATA,GESM,SF019,Orientierungsstudium MINT,0,stud_all
3029,2020,NATD,GESM,SF264,Sozialversicherung,697,stud_all
3030,2020,NATD,GESW,SF208,Soziale Arbeit,52320,stud_all
3031,2020,NATD,GESW,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0,stud_all
3032,2019,NATD,GESM,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0,stud_all
3033,2019,NATA,GESW,SF105,Mathematik,2588,stud_all
3034,2019,NATA,GESM,SF259,Auswärtige Angelegenheiten,1,stud_all
3035,2023,NATD,GESW,SF048,Elektrotechnik/Elektronik,4117,stud_all
3036,2020,NATA,GESW,SF024,Europäische Ethnologie und Kulturwissenschaft,455,stud_all
3037,2022,NATA,GESM,SF316,Elektronische Energietechnik,482,stud_all
3038,2022,NATA,GESM,SF160,Computerlinguistik,339,stud_all
3039,2020,NATA,GESW,SF264,Sozialversicherung,73,stud_all
3040,2023,NATD,GESM,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",94,stud_all
3041,2021,NATA,GESM,SF163,Rhythmik,2,stud_all
3042,2018,NATA,GESM,SF271,Deutsch als Fremdsprache oder als Zweitsprache,479,stud_all
3043,2018,NATD,GESW,SF254,Sachunterricht (einschließlich Schulgarten),406,stud_all
3044,2019,NATD,GESM,SF141,Abfallwirtschaft,66,stud_all
3045,2019,NATD,GESM,SF287,Neue Medien,1058,stud_all
3046,2022,NATD,GESM,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,1637,stud_all
3047,2019,NATD,GESW,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0,stud_all
3048,2019,NATA,GESW,SF095,Latein,54,stud_all
3049,2020,NATD,GESM,SF024,Europäische Ethnologie und Kulturwissenschaft,785,stud_all
3050,2022,NATA,GESM,SF066,Geophysik,120,stud_all
3051,2018,NATA,GESW,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),988,stud_all
3052,2022,NATD,GESW,SF310,Regenerative Energien,670,stud_all
3053,2021,NATA,GESM,SF069,Grafikdesign/Kommunikationsgestaltung,1326,stud_all
3054,2023,NATA,GESM,SF149,Soziologie,632,stud_all
3055,2021,NATD,GESM,SF096,Lebensmittelchemie,632,stud_all
3056,2018,NATA,GESM,SF177,Werkstofftechnik,1109,stud_all
3057,2019,NATD,GESM,SF380,Mechatronik,12024,stud_all
3058,2023,NATD,GESM,SF056,Finno-Ugristik,32,stud_all
3059,2021,NATA,GESW,SF155,Theaterwissenschaft,299,stud_all
3060,2018,NATD,GESW,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,167,stud_all
3061,2022,NATD,GESW,SF060,Gartenbau,863,stud_all
3062,2021,NATD,GESM,SF106,Tanzpädagogik,28,stud_all
3063,2019,NATD,GESM,SF140,Angewandte Systemwissenschaften,1708,stud_all
3064,2018,NATA,GESM,SF031,Byzantinistik,18,stud_all
3065,2021,NATD,GESW,SF182,Internationale Betriebswirtschaft/Management,19955,stud_all
3066,2023,NATA,GESM,SF003,Agrarwissenschaft/Landwirtschaft,1233,stud_all
3067,2022,NATD,GESW,SF216,Glastechnik/Keramik,37,stud_all
3068,2019,NATA,GESM,SF113,Musikerziehung,294,stud_all
3069,2020,NATD,GESW,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0,stud_all
3070,2022,NATA,GESW,SF211,Energieverfahrenstechnik,333,stud_all
3071,2021,NATD,GESW,SF088,Optoelektronik,110,stud_all
3072,2019,NATD,GESW,SF039,Geowissenschaften allgemein,4059,stud_all
3073,2023,NATA,GESW,SF235,Fahrzeugtechnik,273,stud_all
3074,2023,NATD,GESM,SF150,Spanisch,885,stud_all
3075,2020,NATD,GESW,SF207,Sorabistik,19,stud_all
3076,2020,NATD,GESW,SF197,Holzbau,132,stud_all
3077,2023,NATD,GESW,SF142,Schiffbau/Schiffstechnik,102,stud_all
3078,2019,NATA,GESM,SF353,Pflanzenproduktion,47,stud_all
3079,2020,NATA,GESM,SF080,Instrumentalmusik,2099,stud_all
3080,2020,NATD,GESW,SF209,Tschechisch,19,stud_all
3081,2018,NATD,GESW,SF209,Tschechisch,13,stud_all
3082,2022,NATD,GESW,SF024,Europäische Ethnologie und Kulturwissenschaft,2186,stud_all
3083,2020,NATD,GESW,SF199,Lernbereich Technik,336,stud_all
3084,2018,NATD,GESW,SF199,Lernbereich Technik,435,stud_all
3085,2018,NATA,GESW,SF123,Ingenieurinformatik/Technische Informatik,674,stud_all
3086,2023,NATA,GESW,SF183,Wirtschafts-/Sozialgeschichte,38,stud_all
3087,2023,NATD,GESW,SF003,Agrarwissenschaft/Landwirtschaft,5787,stud_all
3088,2020,NATA,GESW,SF123,Ingenieurinformatik/Technische Informatik,907,stud_all
3089,2022,NATD,GESW,SF264,Sozialversicherung,1830,stud_all
3090,2018,NATD,GESW,SF053,"Evangelische Theologie, - Religionslehre",6829,stud_all
3091,2021,NATD,GESM,SF144,Technische Kybernetik,303,stud_all
3092,2023,NATD,GESM,SF390,Archäometrie (Ingenieurarchäologie),18,stud_all
3093,2018,NATA,GESW,SF269,Zoll- und Steuerverwaltung,17,stud_all
3094,2020,NATD,GESM,SF165,Orchestermusik,344,stud_all
3095,2018,NATA,GESM,SF235,Fahrzeugtechnik,2461,stud_all
3096,2021,NATD,GESW,SF080,Instrumentalmusik,1179,stud_all
3097,2019,NATA,GESW,SF390,Archäometrie (Ingenieurarchäologie),4,stud_all
3098,2023,NATA,GESW,SF089,Verkehrsingenieurwesen,301,stud_all
3099,2021,NATA,GESW,SF150,Spanisch,643,stud_all
3100,2018,NATA,GESW,SF029,Sportwissenschaft,380,stud_all
3101,2019,NATA,GESW,SF150,Spanisch,673,stud_all
3102,2019,NATD,GESM,SF144,Technische Kybernetik,351,stud_all
3103,2018,NATD,GESM,SF165,Orchestermusik,462,stud_all
3104,2022,NATA,GESM,SF361,Schulpädagogik,23,stud_all
3105,2023,NATD,GESW,SF149,Soziologie,11003,stud_all
3106,2022,NATD,GESM,SF077,Wasserwirtschaft,453,stud_all
3107,2021,NATD,GESW,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0,stud_all
3108,2021,NATA,GESW,SF056,Finno-Ugristik,9,stud_all
3109,2022,NATA,GESW,SF156,Tiermedizin/Veterinärmedizin,547,stud_all
3110,2019,NATA,GESW,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0,stud_all
3111,2023,NATD,GESM,SF057,Luft- und Raumfahrttechnik,5020,stud_all
3112,2022,NATA,GESM,SF268,Verkehrswesen,0,stud_all
3113,2022,NATD,GESM,SF171,Vermessungswesen (Geodäsie),2873,stud_all
3114,2022,NATA,GESM,SF122,"Orientalistik, Altorientalistik",132,stud_all
3115,2023,NATA,GESM,SF090,Lernbereich Geisteswissenschaften,39,stud_all
3116,2020,NATD,GESW,SF302,Medienwissenschaft,8406,stud_all
3117,2019,NATD,GESW,SF080,Instrumentalmusik,1146,stud_all
3118,2022,NATD,GESW,SF263,Polizei/Verfassungsschutz,9436,stud_all
3119,2020,NATA,GESW,SF029,Sportwissenschaft,462,stud_all
3120,2018,NATD,GESW,SF303,Kommunikationswissenschaft/Publizistik,11949,stud_all
3121,2020,NATD,GESW,SF292,Islamische Studien/Islamische Theologie,506,stud_all
3122,2021,NATA,GESM,SF213,Versorgungstechnik,292,stud_all
3123,2018,NATA,GESW,SF122,"Orientalistik, Altorientalistik",161,stud_all
3124,2023,NATA,GESM,SF006,Amerikanistik/Amerikakunde,449,stud_all
3125,2019,NATA,GESW,SF057,Luft- und Raumfahrttechnik,231,stud_all
3126,2023,NATA,GESW,SF182,Internationale Betriebswirtschaft/Management,8267,stud_all
3127,2023,NATD,GESM,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0,stud_all
3128,2020,NATA,GESW,SF269,Zoll- und Steuerverwaltung,30,stud_all
3129,2020,NATA,GESM,SF235,Fahrzeugtechnik,2556,stud_all
3130,2020,NATD,GESW,SF052,Erziehungswissenschaft (Pädagogik),44881,stud_all
3131,2022,NATA,GESM,SF028,Brauwesen/Getränketechnologie,60,stud_all
3132,2021,NATA,GESM,SF215,Gesundheitstechnik,2312,stud_all
3133,2018,NATA,GESW,SF124,Ozeanografie,6,stud_all
3134,2023,NATA,GESW,SF184,Wirtschaftswissenschaften,7391,stud_all
3135,2018,NATD,GESM,SF166,Sportmanagement/Sportökonomie,3793,stud_all
3136,2020,NATA,GESW,SF124,Ozeanografie,5,stud_all
3137,2023,NATD,GESW,SF148,Sozialwissenschaften,10957,stud_all
3138,2018,NATD,GESW,SF208,Soziale Arbeit,42258,stud_all
3139,2020,NATD,GESW,SF054,Film und Fernsehen,1095,stud_all
3140,2018,NATD,GESW,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0,stud_all
3141,2022,NATD,GESW,SF169,Ethik,829,stud_all
3142,2019,NATA,GESM,SF213,Versorgungstechnik,204,stud_all
3143,2020,NATD,GESM,SF164,Jazz und Popularmusik,960,stud_all
3144,2018,NATA,GESM,SF234,Pflegewissenschaft/-management,115,stud_all
3145,2023,NATD,GESW,SF002,Afrikanistik,612,stud_all
3146,2018,NATD,GESW,SF052,Erziehungswissenschaft (Pädagogik),43818,stud_all
3147,2022,NATD,GESW,SF023,Bildende Kunst/Grafik,1666,stud_all
3148,2019,NATD,GESM,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),3067,stud_all
3149,2021,NATD,GESM,SF143,Augenoptik,227,stud_all
3150,2018,NATD,GESM,SF260,Bundeswehrverwaltung,246,stud_all
3151,2021,NATD,GESW,SF081,Iranistik,58,stud_all
3152,2019,NATA,GESM,SF119,Niederländisch,18,stud_all
3153,2018,NATD,GESM,SF020,Bergbau/Bergtechnik,988,stud_all
3154,2021,NATD,GESM,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),3332,stud_all
3155,2022,NATA,GESW,SF154,Lernbereich Gesellschaftslehre,1,stud_all
3156,2019,NATD,GESM,SF143,Augenoptik,230,stud_all
3157,2021,NATA,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0,stud_all
3158,2022,NATA,GESM,SF123,Ingenieurinformatik/Technische Informatik,3794,stud_all
3159,2022,NATA,GESW,SF155,Theaterwissenschaft,266,stud_all
3160,2019,NATA,GESW,SF152,Allg. Sprachwissenschaft/Indogermanistik,1013,stud_all
3161,2019,NATD,GESW,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),1047,stud_all
3162,2023,NATD,GESM,SF548,Ur- und Frühgeschichte,400,stud_all
3163,2023,NATA,GESM,SF005,Klassische Philologie,24,stud_all
3164,2021,NATA,GESW,SF548,Ur- und Frühgeschichte,42,stud_all
3165,2022,NATD,GESM,SF078,Indologie,35,stud_all
3166,2019,NATA,GESW,SF548,Ur- und Frühgeschichte,59,stud_all
3167,2022,NATD,GESM,SF172,Verwaltungswissenschaft/-wesen,7636,stud_all
3168,2021,NATD,GESW,SF082,Holz-/Fasertechnik,132,stud_all
3169,2023,NATD,GESM,SF058,"Forstwissenschaft, -wirtschaft",3630,stud_all
3170,2023,NATA,GESM,SF245,Sozialpädagogik,77,stud_all
3171,2022,NATD,GESW,SF262,Bibliothekswesen,37,stud_all
3172,2022,NATA,GESM,SF029,Sportwissenschaft,856,stud_all
3173,2018,NATD,GESW,SF302,Medienwissenschaft,7957,stud_all
3174,2023,NATD,GESW,SF242,Innenarchitektur,3562,stud_all
3175,2020,NATD,GESM,SF163,Rhythmik,1,stud_all
3176,2018,NATA,GESM,SF233,Nichtärztliche Heilberufe/Therapien,241,stud_all
3177,2020,NATD,GESW,SF303,Kommunikationswissenschaft/Publizistik,11895,stud_all
3178,2022,NATA,GESM,SF269,Zoll- und Steuerverwaltung,15,stud_all
3179,2018,NATD,GESW,SF292,Islamische Studien/Islamische Theologie,248,stud_all
3180,2019,NATD,GESW,SF081,Iranistik,89,stud_all
3181,2020,NATA,GESM,SF234,Pflegewissenschaft/-management,148,stud_all
3182,2020,NATD,GESW,SF053,"Evangelische Theologie, - Religionslehre",6092,stud_all
3183,2019,NATA,GESW,SF058,"Forstwissenschaft, -wirtschaft",379,stud_all
3184,2023,NATD,GESM,SF152,Allg. Sprachwissenschaft/Indogermanistik,1054,stud_all
3185,2020,NATD,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0,stud_all
3186,2018,NATD,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0,stud_all
3187,2021,NATD,GESM,SF146,Slawistik (Slawische Philologie),321,stud_all
3188,2022,NATD,GESW,SF168,Justizvollzug,108,stud_all
3189,2019,NATD,GESM,SF146,Slawistik (Slawische Philologie),358,stud_all
3190,2018,NATA,GESM,SF139,Russisch,47,stud_all
3191,2020,NATA,GESM,SF139,Russisch,39,stud_all
3192,2018,NATD,GESM,SF069,Grafikdesign/Kommunikationsgestaltung,6425,stud_all
3193,2020,NATD,GESM,SF167,Europäische Wirtschaft,907,stud_all
3194,2023,NATD,GESW,SF147,Sozialkunde,1872,stud_all
3195,2022,NATD,GESW,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),1913,stud_all
3196,2019,NATA,GESM,SF212,Feinwerktechnik,85,stud_all
3197,2021,NATA,GESM,SF118,Technomathematik,270,stud_all
3198,2018,NATD,GESW,SF305,Medientechnik,3053,stud_all
3199,2023,NATD,GESW,SF001,Ägyptologie,400,stud_all
3200,2023,NATA,GESW,SF185,Zahnmedizin,1331,stud_all
3201,2020,NATD,GESM,SF021,Betriebswirtschaftslehre,114157,stud_all
3202,2020,NATA,GESW,SF121,Medieninformatik,888,stud_all
3203,2018,NATA,GESW,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0,stud_all
3204,2023,NATD,GESM,SF059,Französisch,764,stud_all
3205,2020,NATA,GESW,SF361,Schulpädagogik,63,stud_all
3206,2018,NATD,GESM,SF163,Rhythmik,2,stud_all
3207,2019,NATA,GESW,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",3,stud_all
3208,2019,NATA,GESW,SF294,Materialwissenschaften,279,stud_all
3209,2019,NATA,GESW,SF304,Medienwirtschaft/Medienmanagement,641,stud_all
3210,2021,NATA,GESW,SF152,Allg. Sprachwissenschaft/Indogermanistik,966,stud_all
3211,2019,NATA,GESM,SF118,Technomathematik,184,stud_all
3212,2023,NATA,GESM,SF102,Schauspiel,68,stud_all
3213,2019,NATA,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0,stud_all
3214,2023,NATD,GESM,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",3,stud_all
3215,2022,NATA,GESM,SF266,Finanzverwaltung,5,stud_all
3216,2022,NATA,GESW,SF012,Archäologie,307,stud_all
3217,2022,NATD,GESM,SF173,Ethnologie,852,stud_all
3218,2022,NATA,GESM,SF026,Biologie,2965,stud_all
3219,2023,NATA,GESM,SF092,"Kunstgeschichte, Kunstwissenschaft",210,stud_all
3220,2021,NATA,GESW,SF305,Medientechnik,273,stud_all
3221,2022,NATD,GESM,SF079,Informatik,90141,stud_all
3222,2021,NATA,GESW,SF058,"Forstwissenschaft, -wirtschaft",327,stud_all
3223,2022,NATA,GESW,SF158,Turkologie,88,stud_all
3224,2021,NATD,GESW,SF083,Islamwissenschaft,652,stud_all
3225,2021,NATA,GESM,SF211,Energieverfahrenstechnik,1052,stud_all
3226,2020,NATD,GESM,SF260,Bundeswehrverwaltung,248,stud_all
3227,2023,NATA,GESM,SF008,Anglistik/Englisch,1607,stud_all
3228,2018,NATA,GESM,SF232,Gesundheitswissenschaften/-management,939,stud_all
3229,2020,NATD,GESW,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",490,stud_all
3230,2018,NATA,GESW,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",99,stud_all
3231,2021,NATA,GESW,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",99,stud_all
3232,2018,NATD,GESW,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",272,stud_all
3233,2020,NATA,GESM,SF233,Nichtärztliche Heilberufe/Therapien,186,stud_all
3234,2022,NATD,GESW,SF021,Betriebswirtschaftslehre,93471,stud_all
3235,2023,NATD,GESW,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0,stud_all
3236,2018,NATA,GESW,SF266,Finanzverwaltung,6,stud_all
3237,2020,NATD,GESW,SF304,Medienwirtschaft/Medienmanagement,7521,stud_all
3238,2019,NATD,GESW,SF082,Holz-/Fasertechnik,150,stud_all
3239,2022,NATD,GESW,SF261,Innere Verwaltung,5024,stud_all
3240,2020,NATA,GESW,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0,stud_all
3241,2020,NATD,GESW,SF294,Materialwissenschaften,428,stud_all
3242,2020,NATA,GESW,SF268,Verkehrswesen,0,stud_all
3243,2018,NATA,GESM,SF138,Agrarbiologie,184,stud_all
3244,2020,NATA,GESM,SF138,Agrarbiologie,282,stud_all
3245,2023,NATA,GESW,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",253,stud_all
3246,2018,NATA,GESW,SF268,Verkehrswesen,0,stud_all
3247,2019,NATA,GESM,SF117,Ausländerpädagogik,28,stud_all
3248,2020,NATD,GESM,SF166,Sportmanagement/Sportökonomie,6793,stud_all
3249,2018,NATD,GESW,SF054,Film und Fernsehen,1082,stud_all
3250,2019,NATD,GESM,SF145,Sinologie/Koreanistik,940,stud_all
3251,2021,NATD,GESM,SF145,Sinologie/Koreanistik,872,stud_all
3252,2018,NATD,GESW,SF294,Materialwissenschaften,304,stud_all
3253,2021,NATA,GESM,SF119,Niederländisch,12,stud_all
3254,2021,NATD,GESM,SF385,Geoökologie,547,stud_all
3255,2018,NATD,GESW,SF304,Medienwirtschaft/Medienmanagement,6076,stud_all
3256,2023,NATA,GESW,SF186,Lernbereich Naturwissenschaft/Sachunterricht,88,stud_all
3257,2020,NATD,GESM,SF020,Bergbau/Bergtechnik,845,stud_all
3258,2020,NATA,GESW,SF122,"Orientalistik, Altorientalistik",140,stud_all
3259,2018,NATA,GESW,SF028,Brauwesen/Getränketechnologie,17,stud_all
3260,2023,NATD,GESW,SF146,Slawistik (Slawische Philologie),563,stud_all
3261,2020,NATD,GESW,SF056,Finno-Ugristik,80,stud_all
3262,2022,NATD,GESW,SF167,Europäische Wirtschaft,959,stud_all
3263,2019,NATA,GESW,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",23,stud_all
