,year,nationality,gender,subj_code,subj_name,number,subgroup
13106,2021,NATD,GESW,SF069,Grafikdesign/Kommunikationsgestaltung,1918,stud_y1
13107,2020,NATA,GESM,SF290,Sonstige Fächer,374,stud_y1
13108,2020,NATA,GESM,SF300,Biomedizin,61,stud_y1
13109,2022,NATA,GESW,SF171,Vermessungswesen (Geodäsie),87,stud_y1
13110,2021,NATA,GESW,SF139,Russisch,34,stud_y1
13111,2018,NATA,GESM,SF300,Biomedizin,51,stud_y1
13112,2020,NATA,GESM,SF019-07,Friesisch (2007 aufgelöst),0,stud_y1
13113,2018,NATA,GESM,SF290,Sonstige Fächer,915,stud_y1
13114,2020,NATA,GESM,SF050,Geografie/Erdkunde,82,stud_y1
13115,2023,NATD,GESM,SF085,Japanologie,157,stud_y1
13116,2019,NATD,GESW,SF163,Rhythmik,0,stud_y1
13117,2021,NATD,GESM,SF079,Informatik,11083,stud_y1
13118,2020,NATD,GESM,SF234,Pflegewissenschaft/-management,326,stud_y1
13119,2022,NATD,GESM,SF001,Ägyptologie,121,stud_y1
13120,2022,NATA,GESW,SF077,Wasserwirtschaft,71,stud_y1
13121,2018,NATA,GESM,SF196,Studienkolleg,0,stud_y1
13122,2018,NATA,GESM,SF206,Polnisch,1,stud_y1
13123,2020,NATA,GESM,SF196,Studienkolleg,0,stud_y1
13124,2020,NATA,GESM,SF206,Polnisch,1,stud_y1
13125,2023,NATA,GESM,SF035,Darstellende Kunst/Bühnenkunst/Regie,25,stud_y1
13126,2023,NATA,GESW,SF265,Bankwesen,13,stud_y1
13127,2019,NATD,GESM,SF079,Informatik,11149,stud_y1
13128,2018,NATA,GESM,SF050,Geografie/Erdkunde,145,stud_y1
13129,2023,NATA,GESM,SF275,Wissenschaftsgeschichte/Technikgeschichte,0,stud_y1
13130,2020,NATA,GESW,SF054,Film und Fernsehen,40,stud_y1
13131,2018,NATA,GESW,SF280,Kartografie,14,stud_y1
13132,2022,NATD,GESW,SF235,Fahrzeugtechnik,93,stud_y1
13133,2019,NATA,GESM,SF385,Geoökologie,14,stud_y1
13134,2023,NATA,GESW,SF025,Biochemie,224,stud_y1
13135,2020,NATA,GESW,SF053,"Evangelische Theologie, - Religionslehre",23,stud_y1
13136,2023,NATD,GESW,SF174,Volkskunde,74,stud_y1
13137,2019,NATD,GESM,SF172,Verwaltungswissenschaft/-wesen,1464,stud_y1
13138,2021,NATA,GESM,SF144,Technische Kybernetik,7,stud_y1
13139,2020,NATD,GESW,SF081,Iranistik,3,stud_y1
13140,2018,NATA,GESW,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",39,stud_y1
13141,2020,NATA,GESW,SF303,Kommunikationswissenschaft/Publizistik,205,stud_y1
13142,2020,NATD,GESW,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0,stud_y1
13143,2018,NATA,GESW,SF186,Lernbereich Naturwissenschaft/Sachunterricht,25,stud_y1
13144,2023,NATD,GESM,SF086,"Katholische Theologie, - Religionslehre",135,stud_y1
13145,2021,NATD,GESW,SF163,Rhythmik,2,stud_y1
13146,2022,NATA,GESM,SF333,Haushaltswissenschaft,0,stud_y1
13147,2018,NATD,GESM,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",85,stud_y1
13148,2022,NATA,GESM,SF083,Islamwissenschaft,8,stud_y1
13149,2019,NATA,GESW,SF135,Rechtswissenschaft,1477,stud_y1
13150,2018,NATD,GESW,SF225,Textil- und Bekleidungstechnik/-gewerbe,231,stud_y1
13151,2021,NATD,GESM,SF173,Ethnologie,74,stud_y1
13152,2019,NATA,GESM,SF145,Sinologie/Koreanistik,30,stud_y1
13153,2022,NATA,GESW,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0,stud_y1
13154,2023,NATD,GESM,SF180,Kaukasistik,0,stud_y1
13155,2021,NATA,GESW,SF138,Agrarbiologie,60,stud_y1
13156,2020,NATD,GESM,SF019-07,Friesisch (2007 aufgelöst),0,stud_y1
13157,2019,NATA,GESW,SF136,Religionswissenschaft,19,stud_y1
13158,2018,NATD,GESM,SF231,Druck- und Reproduktionstechnik,92,stud_y1
13159,2018,NATA,GESW,SF019-07,Friesisch (2007 aufgelöst),0,stud_y1
13160,2019,NATD,GESW,SF164,Jazz und Popularmusik,42,stud_y1
13161,2022,NATA,GESM,SF084,Italienisch,14,stud_y1
13162,2022,NATD,GESM,SF242,Innenarchitektur,64,stud_y1
13163,2019,NATD,GESM,SF078,Indologie,8,stud_y1
13164,2022,NATA,GESW,SF076,Hütten- und Gießereiwesen,1,stud_y1
13165,2018,NATA,GESM,SF205,Bildhauerei/Plastik,12,stud_y1
13166,2018,NATA,GESM,SF195,Gesundheitspädagogik,4,stud_y1
13167,2020,NATA,GESM,SF195,Gesundheitspädagogik,8,stud_y1
13168,2020,NATA,GESM,SF205,Bildhauerei/Plastik,16,stud_y1
13169,2023,NATA,GESM,SF034,Dänisch,0,stud_y1
13170,2021,NATA,GESW,SF230,Gesang,68,stud_y1
13171,2022,NATD,GESM,SF002,Afrikanistik,44,stud_y1
13172,2023,NATA,GESM,SF274,Tourismuswirtschaft,97,stud_y1
13173,2020,NATA,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0,stud_y1
13174,2022,NATD,GESW,SF234,Pflegewissenschaft/-management,1149,stud_y1
13175,2023,NATA,GESW,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",5,stud_y1
13176,2020,NATD,GESM,SF233,Nichtärztliche Heilberufe/Therapien,378,stud_y1
13177,2022,NATD,GESM,SF148,Sozialwissenschaften,772,stud_y1
13178,2018,NATA,GESW,SF041,Sonstiges Orientierungsstudium,0,stud_y1
13179,2021,NATA,GESM,SF385,Geoökologie,9,stud_y1
13180,2018,NATD,GESW,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,103,stud_y1
13181,2021,NATD,GESM,SF172,Verwaltungswissenschaft/-wesen,1647,stud_y1
13182,2019,NATA,GESM,SF144,Technische Kybernetik,4,stud_y1
13183,2020,NATA,GESW,SF304,Medienwirtschaft/Medienmanagement,170,stud_y1
13184,2019,NATD,GESM,SF171,Vermessungswesen (Geodäsie),478,stud_y1
13185,2023,NATD,GESW,SF173,Ethnologie,240,stud_y1
13186,2020,NATA,GESW,SF294,Materialwissenschaften,41,stud_y1
13187,2023,NATA,GESW,SF266,Finanzverwaltung,2,stud_y1
13188,2018,NATA,GESW,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,90,stud_y1
13189,2020,NATA,GESW,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",1,stud_y1
13190,2020,NATD,GESM,SF139,Russisch,14,stud_y1
13191,2023,NATA,GESW,SF026,Biologie,1175,stud_y1
13192,2021,NATA,GESM,SF145,Sinologie/Koreanistik,39,stud_y1
13193,2018,NATD,GESW,SF464,Facility Management,171,stud_y1
13194,2020,NATD,GESW,SF082,Holz-/Fasertechnik,31,stud_y1
13195,2022,NATD,GESM,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0,stud_y1
13196,2021,NATD,GESM,SF078,Indologie,4,stud_y1
13197,2023,NATD,GESM,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0,stud_y1
13198,2023,NATD,GESW,SF079,Informatik,2394,stud_y1
13199,2019,NATA,GESW,SF230,Gesang,72,stud_y1
13200,2021,NATD,GESW,SF164,Jazz und Popularmusik,32,stud_y1
13201,2018,NATD,GESM,SF138,Agrarbiologie,71,stud_y1
13202,2021,NATA,GESW,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",149,stud_y1
13203,2020,NATD,GESM,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0,stud_y1
13204,2021,NATA,GESM,SF280,Kartografie,14,stud_y1
13205,2021,NATD,GESM,SF220,Milch- und Molkereiwirtschaft,5,stud_y1
13206,2019,NATA,GESM,SF138,Agrarbiologie,82,stud_y1
13207,2020,NATA,GESM,SF061,Meliorationswesen,0,stud_y1
13208,2018,NATA,GESM,SF159,Edelstein- und Schmuckdesign,3,stud_y1
13209,2021,NATA,GESM,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",37,stud_y1
13210,2020,NATA,GESM,SF457,Umwelttechnik (einschließlich Recycling),96,stud_y1
13211,2020,NATA,GESW,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0,stud_y1
13212,2019,NATD,GESW,SF014,Astrophysik und Astronomie,0,stud_y1
13213,2022,NATD,GESM,SF095,Latein,70,stud_y1
13214,2018,NATA,GESW,SF105,Mathematik,526,stud_y1
13215,2020,NATA,GESW,SF287,Neue Medien,49,stud_y1
13216,2019,NATA,GESW,SF074,Transport-/Fördertechnik,0,stud_y1
13217,2020,NATD,GESM,SF147,Sozialkunde,150,stud_y1
13218,2021,NATA,GESM,SF186,Lernbereich Naturwissenschaft/Sachunterricht,10,stud_y1
13219,2022,NATD,GESM,SF105,Mathematik,2969,stud_y1
13220,2023,NATA,GESM,SF024,Europäische Ethnologie und Kulturwissenschaft,55,stud_y1
13221,2018,NATD,GESW,SF035,Darstellende Kunst/Bühnenkunst/Regie,81,stud_y1
13222,2021,NATD,GESM,SF126,Pharmazie,426,stud_y1
13223,2019,NATD,GESW,SF254,Sachunterricht (einschließlich Schulgarten),94,stud_y1
13224,2020,NATD,GESM,SF001,Ägyptologie,58,stud_y1
13225,2020,NATA,GESW,SF141,Abfallwirtschaft,0,stud_y1
13226,2018,NATD,GESM,SF089,Verkehrsingenieurwesen,438,stud_y1
13227,2018,NATA,GESW,SF095,Latein,14,stud_y1
13228,2019,NATD,GESM,SF068,Geschichte,2038,stud_y1
13229,2020,NATD,GESW,SF320,Ernährungswissenschaft,827,stud_y1
13230,2023,NATA,GESM,SF264,Sozialversicherung,18,stud_y1
13231,2018,NATD,GESW,SF275,Wissenschaftsgeschichte/Technikgeschichte,4,stud_y1
13232,2020,NATD,GESW,SF070,Griechisch,24,stud_y1
13233,2023,NATD,GESW,SF261,Innere Verwaltung,787,stud_y1
13234,2019,NATD,GESM,SF161,Diakoniewissenschaft,22,stud_y1
13235,2020,NATA,GESW,SF380,Mechatronik,147,stud_y1
13236,2018,NATA,GESM,SF252,Journalistik (ab 2008 zu SF303),0,stud_y1
13237,2020,NATD,GESW,SF226,Verfahrenstechnik,438,stud_y1
13238,2022,NATA,GESW,SF232,Gesundheitswissenschaften/-management,486,stud_y1
13239,2022,NATA,GESM,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0,stud_y1
13240,2021,NATA,GESW,SF132,Psychologie,1176,stud_y1
13241,2018,NATD,GESM,SF183,Wirtschafts-/Sozialgeschichte,22,stud_y1
13242,2023,NATA,GESW,SF210,Verkehrswirtschaft,32,stud_y1
13243,2022,NATD,GESW,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,119,stud_y1
13244,2023,NATD,GESW,SF167,Europäische Wirtschaft,189,stud_y1
13245,2018,NATA,GESM,SF158,Turkologie,9,stud_y1
13246,2023,NATD,GESM,SF075,Holzwirtschaft,22,stud_y1
13247,2022,NATA,GESW,SF138,Agrarbiologie,60,stud_y1
13248,2021,NATA,GESW,SF038,Lateinamerika-Studien,13,stud_y1
13249,2019,NATA,GESM,SF232,Gesundheitswissenschaften/-management,185,stud_y1
13250,2023,NATD,GESW,SF021,Betriebswirtschaftslehre,12515,stud_y1
13251,2022,NATD,GESW,SF041,Sonstiges Orientierungsstudium,15,stud_y1
13252,2021,NATD,GESW,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0,stud_y1
13253,2023,NATA,GESW,SF116,Textilgestaltung,87,stud_y1
13254,2018,NATA,GESM,SF012,Archäologie,37,stud_y1
13255,2021,NATD,GESW,SF219,Kunststofftechnik,21,stud_y1
13256,2018,NATD,GESW,SF274,Tourismuswirtschaft,1423,stud_y1
13257,2023,NATA,GESW,SF118,Technomathematik,55,stud_y1
13258,2021,NATD,GESM,SF365,Pädagogik der frühen Kindheit,71,stud_y1
13259,2020,NATA,GESW,SF048,Elektrotechnik/Elektronik,743,stud_y1
13260,2018,NATA,GESW,SF190,Sonderpädagogik,43,stud_y1
13261,2019,NATA,GESM,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",64,stud_y1
13262,2020,NATA,GESM,SF216,Glastechnik/Keramik,2,stud_y1
13263,2020,NATA,GESM,SF060,Gartenbau,20,stud_y1
13264,2018,NATA,GESW,SF200,Computer- und Kommunikationstechniken,90,stud_y1
13265,2022,NATA,GESM,SF380,Mechatronik,1128,stud_y1
13266,2023,NATA,GESM,SF023,Bildende Kunst/Grafik,63,stud_y1
13267,2019,NATD,GESM,SF067,Germanistik/Deutsch,1515,stud_y1
13268,2021,NATA,GESM,SF041,Sonstiges Orientierungsstudium,0,stud_y1
13269,2019,NATA,GESW,SF075,Holzwirtschaft,4,stud_y1
13270,2019,NATD,GESW,SF255,Archivwesen,32,stud_y1
13271,2020,NATA,GESW,SF142,Schiffbau/Schiffstechnik,3,stud_y1
13272,2022,NATA,GESM,SF140,Angewandte Systemwissenschaften,157,stud_y1
13273,2018,NATA,GESW,SF096,Lebensmittelchemie,29,stud_y1
13274,2018,NATD,GESW,SF034,Dänisch,11,stud_y1
13275,2023,NATA,GESM,SF263,Polizei/Verfassungsschutz,99,stud_y1
13276,2021,NATD,GESM,SF125,Agrarökonomie,91,stud_y1
13277,2018,NATA,GESW,SF106,Tanzpädagogik,47,stud_y1
13278,2022,NATD,GESM,SF190,Sonderpädagogik,293,stud_y1
13279,2022,NATD,GESM,SF200,Computer- und Kommunikationstechniken,409,stud_y1
13280,2020,NATD,GESM,SF146,Slawistik (Slawische Philologie),37,stud_y1
13281,2021,NATA,GESM,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,46,stud_y1
13282,2022,NATA,GESM,SF286,Mikrosystemtechnik,244,stud_y1
13283,2020,NATD,GESW,SF321,Erwachsenenbildung und außerschulische Jugendbild.,189,stud_y1
13284,2021,NATA,GESW,SF131,Portugiesisch,5,stud_y1
13285,2022,NATA,GESW,SF231,Druck- und Reproduktionstechnik,22,stud_y1
13286,2022,NATD,GESW,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",50,stud_y1
13287,2019,NATD,GESM,SF160,Computerlinguistik,63,stud_y1
13288,2023,NATD,GESW,SF260,Bundeswehrverwaltung,51,stud_y1
13289,2023,NATA,GESM,SF169,Ethik,10,stud_y1
13290,2023,NATA,GESW,SF211,Energieverfahrenstechnik,46,stud_y1
13291,2019,NATD,GESM,SF316,Elektronische Energietechnik,142,stud_y1
13292,2019,NATA,GESW,SF076,Hütten- und Gießereiwesen,18,stud_y1
13293,2022,NATD,GESW,SF280,Kartografie,23,stud_y1
13294,2022,NATA,GESM,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0,stud_y1
13295,2020,NATD,GESW,SF071,Haushalts- und Ernährungswissenschaft,893,stud_y1
13296,2018,NATD,GESM,SF184,Wirtschaftswissenschaften,4984,stud_y1
13297,2022,NATD,GESM,SF106,Tanzpädagogik,6,stud_y1
13298,2018,NATA,GESM,SF157,Mikroelektronik,24,stud_y1
13299,2019,NATD,GESW,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,9,stud_y1
13300,2022,NATD,GESM,SF096,Lebensmittelchemie,99,stud_y1
13301,2020,NATD,GESW,SF227,Weinbau und Kellerwirtschaft,76,stud_y1
13302,2022,NATA,GESW,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",159,stud_y1
13303,2021,NATA,GESW,SF037,Archiv- und Dokumentationswissenschaft,11,stud_y1
13304,2023,NATD,GESW,SF166,Sportmanagement/Sportökonomie,398,stud_y1
13305,2023,NATA,GESW,SF117,Ausländerpädagogik,8,stud_y1
13306,2018,NATA,GESM,SF011,Arbeitslehre/Wirtschaftslehre,4,stud_y1
13307,2023,NATD,GESM,SF076,Hütten- und Gießereiwesen,8,stud_y1
13308,2019,NATA,GESM,SF231,Druck- und Reproduktionstechnik,14,stud_y1
13309,2023,NATD,GESW,SF020,Bergbau/Bergtechnik,20,stud_y1
13310,2022,NATD,GESW,SF186,Lernbereich Naturwissenschaft/Sachunterricht,695,stud_y1
13311,2020,NATA,GESM,SF310,Regenerative Energien,150,stud_y1
13312,2021,NATD,GESW,SF064,Naturschutz,12,stud_y1
13313,2023,NATA,GESW,SF119,Niederländisch,8,stud_y1
13314,2018,NATD,GESW,SF371,Tierproduktion,1,stud_y1
13315,2020,NATA,GESM,SF215,Gesundheitstechnik,340,stud_y1
13316,2018,NATA,GESW,SF103,Markscheidewesen,1,stud_y1
13317,2022,NATA,GESM,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),5,stud_y1
13318,2021,NATA,GESM,SF184,Wirtschaftswissenschaften,1226,stud_y1
13319,2023,NATD,GESM,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0,stud_y1
13320,2021,NATA,GESW,SF277,Wirtschaftsinformatik,553,stud_y1
13321,2019,NATD,GESW,SF256,Rechtspflege,667,stud_y1
13322,2020,NATD,GESM,SF003,Agrarwissenschaft/Landwirtschaft,1080,stud_y1
13323,2018,NATD,GESM,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0,stud_y1
13324,2022,NATA,GESM,SF189,Niederdeutsch,0,stud_y1
13325,2018,NATA,GESW,SF093,Landespflege/Landschaftsgestaltung,74,stud_y1
13326,2023,NATA,GESM,SF266,Finanzverwaltung,0,stud_y1
13327,2018,NATD,GESW,SF277,Wirtschaftsinformatik,1681,stud_y1
13328,2019,NATD,GESM,SF164,Jazz und Popularmusik,101,stud_y1
13329,2022,NATD,GESM,SF191,Komposition,7,stud_y1
13330,2019,NATD,GESW,SF110,Meteorologie,154,stud_y1
13331,2022,NATD,GESM,SF201,Werken (technisch)/Technologie,24,stud_y1
13332,2019,NATA,GESW,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),303,stud_y1
13333,2018,NATA,GESW,SF009,Anthropologie (Humanbiologie),36,stud_y1
13334,2023,NATA,GESM,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",2,stud_y1
13335,2022,NATA,GESM,SF043,Neugriechisch,0,stud_y1
13336,2018,NATD,GESW,SF131,Portugiesisch,8,stud_y1
13337,2021,NATD,GESM,SF222,Kommunikations- und Informationstechnik,465,stud_y1
13338,2019,NATA,GESM,SF230,Gesang,56,stud_y1
13339,2021,NATA,GESW,SF371,Tierproduktion,3,stud_y1
13340,2018,NATD,GESM,SF181,Wirtschaftspädagogik,327,stud_y1
13341,2018,NATA,GESM,SF010,Arabisch/Arabistik,10,stud_y1
13342,2020,NATD,GESW,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),612,stud_y1
13343,2018,NATD,GESW,SF038,Lateinamerika-Studien,18,stud_y1
13344,2020,NATD,GESM,SF149,Soziologie,703,stud_y1
13345,2021,NATD,GESM,SF129,Politikwissenschaft/Politologie,1529,stud_y1
13346,2019,NATD,GESM,SF163,Rhythmik,0,stud_y1
13347,2022,NATD,GESM,SF107,Medizin (Allgemein-Medizin),2721,stud_y1
13348,2023,NATA,GESM,SF026,Biologie,547,stud_y1
13349,2019,NATA,GESM,SF136,Religionswissenschaft,20,stud_y1
13350,2022,NATA,GESW,SF234,Pflegewissenschaft/-management,93,stud_y1
13351,2021,NATA,GESW,SF134,Raumplanung,232,stud_y1
13352,2021,NATD,GESW,SF065,Geologie/Paläontologie,6,stud_y1
13353,2023,NATA,GESW,SF212,Feinwerktechnik,2,stud_y1
13354,2019,NATD,GESW,SF016,Baltistik,0,stud_y1
13355,2022,NATD,GESM,SF097,Lebensmitteltechnologie,173,stud_y1
13356,2022,NATD,GESW,SF185,Zahnmedizin,848,stud_y1
13357,2023,NATD,GESW,SF165,Orchestermusik,26,stud_y1
13358,2018,NATA,GESM,SF156,Tiermedizin/Veterinärmedizin,42,stud_y1
13359,2023,NATD,GESM,SF077,Wasserwirtschaft,54,stud_y1
13360,2018,NATD,GESW,SF130,Westslawisch (allgemein und a.n.g.),2,stud_y1
13361,2021,NATD,GESM,SF221,Bioinformatik,128,stud_y1
13362,2018,NATD,GESW,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,1790,stud_y1
13363,2020,NATD,GESM,SF242,Innenarchitektur,64,stud_y1
13364,2023,NATD,GESM,SF171,Vermessungswesen (Geodäsie),463,stud_y1
13365,2020,NATA,GESW,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0,stud_y1
13366,2022,NATA,GESM,SF044,Ost- und Südosteuropa-Studien,5,stud_y1
13367,2018,NATA,GESW,SF094,Wasserbau,33,stud_y1
13368,2018,NATD,GESW,SF036,Sonstige Regionalwissenschaften,36,stud_y1
13369,2021,NATD,GESM,SF127,Philosophie,840,stud_y1
13370,2023,NATA,GESM,SF265,Bankwesen,13,stud_y1
13371,2018,NATA,GESW,SF104,Maschinenbau/-wesen,689,stud_y1
13372,2020,NATA,GESW,SF286,Mikrosystemtechnik,57,stud_y1
13373,2022,NATD,GESM,SF192,Dirigieren,3,stud_y1
13374,2022,NATA,GESM,SF284,Angewandte Sprachwissenschaft,74,stud_y1
13375,2019,NATD,GESW,SF111,Mineralogie,0,stud_y1
13376,2020,NATD,GESM,SF148,Sozialwissenschaften,946,stud_y1
13377,2022,NATD,GESM,SF202,Fertigungs-/Produktionstechnik,238,stud_y1
13378,2021,NATA,GESM,SF185,Zahnmedizin,77,stud_y1
13379,2018,NATD,GESM,SF088,Optoelektronik,32,stud_y1
13380,2019,NATD,GESM,SF069,Grafikdesign/Kommunikationsgestaltung,734,stud_y1
13381,2018,NATD,GESW,SF276,Wirtschaftsmathematik,427,stud_y1
13382,2019,NATA,GESW,SF073,Judaistik/Hebräisch,4,stud_y1
13383,2020,NATA,GESW,SF140,Angewandte Systemwissenschaften,41,stud_y1
13384,2020,NATD,GESM,SF002,Afrikanistik,40,stud_y1
13385,2023,NATD,GESM,SF078,Indologie,5,stud_y1
13386,2018,NATD,GESM,SF182,Internationale Betriebswirtschaft/Management,2378,stud_y1
13387,2021,NATD,GESW,SF160,Computerlinguistik,29,stud_y1
13388,2022,NATD,GESM,SF108,Metalltechnik,55,stud_y1
13389,2022,NATD,GESW,SF184,Wirtschaftswissenschaften,3806,stud_y1
13390,2023,NATA,GESM,SF025,Biochemie,107,stud_y1
13391,2022,NATA,GESW,SF233,Nichtärztliche Heilberufe/Therapien,176,stud_y1
13392,2021,NATA,GESW,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0,stud_y1
13393,2018,NATD,GESW,SF037,Archiv- und Dokumentationswissenschaft,41,stud_y1
13394,2019,NATD,GESW,SF257,Arbeits- und Berufsberatung,99,stud_y1
13395,2021,NATD,GESM,SF128,Physik,3680,stud_y1
13396,2019,NATD,GESM,SF162,Caritaswissenschaft,0,stud_y1
13397,2023,NATA,GESW,SF213,Versorgungstechnik,28,stud_y1
13398,2021,NATD,GESW,SF316,Elektronische Energietechnik,26,stud_y1
13399,2023,NATD,GESM,SF172,Verwaltungswissenschaft/-wesen,1750,stud_y1
13400,2019,NATA,GESM,SF135,Rechtswissenschaft,868,stud_y1
13401,2020,NATD,GESW,SF073,Judaistik/Hebräisch,28,stud_y1
13402,2021,NATD,GESW,SF066,Geophysik,65,stud_y1
13403,2019,NATD,GESW,SF017,Bauingenieurwesen/Ingenieurbau,1971,stud_y1
13404,2018,NATA,GESM,SF155,Theaterwissenschaft,17,stud_y1
13405,2022,NATD,GESM,SF098,Sportpädagogik/Sportpsychologie,572,stud_y1
13406,2022,NATA,GESW,SF139,Russisch,25,stud_y1
13407,2021,NATA,GESW,SF039,Geowissenschaften allgemein,130,stud_y1
13408,2023,NATD,GESW,SF164,Jazz und Popularmusik,36,stud_y1
13409,2020,NATA,GESM,SF213,Versorgungstechnik,84,stud_y1
13410,2020,NATD,GESM,SF143,Augenoptik,38,stud_y1
13411,2019,NATA,GESW,SF070,Griechisch,19,stud_y1
13412,2022,NATD,GESM,SF101,Restaurierungskunde,14,stud_y1
13413,2022,NATA,GESM,SF041,Sonstiges Orientierungsstudium,14,stud_y1
13414,2019,NATA,GESW,SF226,Verfahrenstechnik,179,stud_y1
13415,2023,NATD,GESW,SF025,Biochemie,654,stud_y1
13416,2020,NATA,GESW,SF145,Sinologie/Koreanistik,63,stud_y1
13417,2022,NATD,GESM,SF007,Angewandte Kunst,120,stud_y1
13418,2018,NATA,GESW,SF203,Industriedesign/Produktgestaltung,112,stud_y1
13419,2020,NATA,GESW,SF385,Geoökologie,12,stud_y1
13420,2020,NATA,GESM,SF119,Niederländisch,1,stud_y1
13421,2021,NATA,GESM,SF284,Angewandte Sprachwissenschaft,57,stud_y1
13422,2020,NATD,GESM,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),351,stud_y1
13423,2023,NATA,GESM,SF122,"Orientalistik, Altorientalistik",13,stud_y1
13424,2021,NATD,GESM,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,161,stud_y1
13425,2018,NATD,GESW,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0,stud_y1
13426,2019,NATD,GESM,SF020,Bergbau/Bergtechnik,76,stud_y1
13427,2021,NATD,GESM,SF464,Facility Management,262,stud_y1
13428,2021,NATA,GESM,SF044,Ost- und Südosteuropa-Studien,10,stud_y1
13429,2022,NATD,GESM,SF247,Medizinische Informatik,187,stud_y1
13430,2019,NATD,GESW,SF156,Tiermedizin/Veterinärmedizin,772,stud_y1
13431,2021,NATA,GESW,SF275,Wissenschaftsgeschichte/Technikgeschichte,1,stud_y1
13432,2022,NATA,GESM,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,31,stud_y1
13433,2018,NATA,GESW,SF193,Kirchenmusik,6,stud_y1
13434,2019,NATD,GESW,SF010,Arabisch/Arabistik,38,stud_y1
13435,2022,NATD,GESM,SF091,Kunsterziehung,58,stud_y1
13436,2019,NATD,GESM,SF166,Sportmanagement/Sportökonomie,553,stud_y1
13437,2018,NATA,GESW,SF109,Publizistik (ab 2008 zu SF303),0,stud_y1
13438,2018,NATA,GESW,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0,stud_y1
13439,2022,NATD,GESW,SF183,Wirtschafts-/Sozialgeschichte,3,stud_y1
13440,2023,NATA,GESM,SF028,Brauwesen/Getränketechnologie,10,stud_y1
13441,2018,NATA,GESM,SF154,Lernbereich Gesellschaftslehre,1,stud_y1
13442,2023,NATD,GESM,SF079,Informatik,11150,stud_y1
13443,2021,NATA,GESW,SF034,Dänisch,0,stud_y1
13444,2018,NATD,GESM,SF085,Japanologie,182,stud_y1
13445,2023,NATA,GESM,SF268,Verkehrswesen,0,stud_y1
13446,2021,NATD,GESW,SF215,Gesundheitstechnik,676,stud_y1
13447,2020,NATD,GESW,SF074,Transport-/Fördertechnik,4,stud_y1
13448,2022,NATD,GESW,SF089,Verkehrsingenieurwesen,67,stud_y1
13449,2019,NATA,GESM,SF080,Instrumentalmusik,363,stud_y1
13450,2023,NATD,GESW,SF265,Bankwesen,44,stud_y1
13451,2022,NATA,GESW,SF080,Instrumentalmusik,403,stud_y1
13452,2023,NATA,GESW,SF258,Arbeitsverwaltung,1,stud_y1
13453,2023,NATD,GESM,SF173,Ethnologie,73,stud_y1
13454,2019,NATA,GESW,SF320,Ernährungswissenschaft,124,stud_y1
13455,2023,NATA,GESW,SF018,Berufsbezogene Fremdsprachenausbildung,59,stud_y1
13456,2019,NATD,GESW,SF011,Arbeitslehre/Wirtschaftslehre,204,stud_y1
